Namespace(attack_bn='clean', attack_iter=5, attack_type='clean', batch_size=12, checkpoint=1, dampening=0.0, detector_path='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/detect_train/resnet50/save_4.pth', epsilon=4, exp_name='clean', framing_width=5, ft_begin_index=0, inf_bn='clean', input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt', learning_rate=0.001, lr_patience=10, manual_seed=1, mode='score', model_depth=101, model_name='resnext_3bn', momentum=0.9, n_classes=101, n_epochs=7, n_finetune_classes=3, n_threads=4, nesterov=False, no_cuda=False, num_pixel=100, optimizer='sgd', pretrain_path='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/multi_clean_pgd_roa3/save_5.pth', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=False, sparsity=40, step_size=1.0, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', weight_decay=1e-05, wide_resnet_k=2)

-test data: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/multi_clean_pgd_roa3/save_5.pth
-detector: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/detect_train/resnet50/save_4.pth

2020-02-28 14:10:35.619598

id: 0001, acc: 0.00, label: 1 ApplyEyeMakeup, predict: 14 BlowingCandles
id: 0017, acc: 88.24, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0018, acc: 88.89, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0019, acc: 89.47, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0020, acc: 90.00, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0021, acc: 90.48, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0022, acc: 90.91, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0023, acc: 91.30, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0024, acc: 91.67, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0025, acc: 92.00, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0026, acc: 92.31, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0027, acc: 92.59, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0028, acc: 92.86, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0029, acc: 93.10, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0030, acc: 93.33, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0031, acc: 93.55, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0032, acc: 93.75, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0033, acc: 93.94, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0034, acc: 94.12, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0035, acc: 94.29, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0036, acc: 94.44, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0037, acc: 94.59, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0038, acc: 94.74, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0039, acc: 92.31, label: 1 ApplyEyeMakeup, predict: 34 Haircut
id: 0040, acc: 92.50, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0041, acc: 92.68, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0042, acc: 92.86, label: 1 ApplyEyeMakeup, predict: 1 ApplyEyeMakeup
id: 0043, acc: 90.70, label: 1 ApplyEyeMakeup, predict: 50 Knitting
id: 0044, acc: 88.64, label: 1 ApplyEyeMakeup, predict: 50 Knitting
id: 0045, acc: 88.89, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0046, acc: 89.13, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0047, acc: 87.23, label: 2 ApplyLipstick, predict: 1 ApplyEyeMakeup
id: 0048, acc: 87.50, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0049, acc: 87.76, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0050, acc: 88.00, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0051, acc: 88.24, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0052, acc: 88.46, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0053, acc: 88.68, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0054, acc: 87.04, label: 2 ApplyLipstick, predict: 20 BrushingTeeth
id: 0055, acc: 85.45, label: 2 ApplyLipstick, predict: 20 BrushingTeeth
id: 0056, acc: 83.93, label: 2 ApplyLipstick, predict: 20 BrushingTeeth
id: 0057, acc: 82.46, label: 2 ApplyLipstick, predict: 20 BrushingTeeth
id: 0058, acc: 82.76, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0059, acc: 83.05, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0060, acc: 83.33, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0061, acc: 83.61, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0062, acc: 83.87, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0063, acc: 82.54, label: 2 ApplyLipstick, predict: 20 BrushingTeeth
id: 0064, acc: 81.25, label: 2 ApplyLipstick, predict: 14 BlowingCandles
id: 0065, acc: 81.54, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0066, acc: 80.30, label: 2 ApplyLipstick, predict: 20 BrushingTeeth
id: 0067, acc: 79.10, label: 2 ApplyLipstick, predict: 20 BrushingTeeth
id: 0068, acc: 79.41, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0069, acc: 79.71, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0070, acc: 80.00, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0071, acc: 80.28, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0072, acc: 80.56, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0073, acc: 80.82, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0074, acc: 81.08, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0075, acc: 81.33, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0076, acc: 81.58, label: 2 ApplyLipstick, predict: 2 ApplyLipstick
id: 0077, acc: 80.52, label: 3 Archery, predict: 35 Hammering
id: 0078, acc: 80.77, label: 3 Archery, predict: 3 Archery
id: 0079, acc: 81.01, label: 3 Archery, predict: 3 Archery
id: 0080, acc: 81.25, label: 3 Archery, predict: 3 Archery
id: 0081, acc: 80.25, label: 3 Archery, predict: 50 Knitting
id: 0082, acc: 79.27, label: 3 Archery, predict: 56 Nunchucks
id: 0083, acc: 79.52, label: 3 Archery, predict: 3 Archery
id: 0084, acc: 79.76, label: 3 Archery, predict: 3 Archery
id: 0085, acc: 80.00, label: 3 Archery, predict: 3 Archery
id: 0086, acc: 80.23, label: 3 Archery, predict: 3 Archery
id: 0087, acc: 80.46, label: 3 Archery, predict: 3 Archery
id: 0088, acc: 80.68, label: 3 Archery, predict: 3 Archery
id: 0089, acc: 80.90, label: 3 Archery, predict: 3 Archery
id: 0090, acc: 81.11, label: 3 Archery, predict: 3 Archery
id: 0091, acc: 80.22, label: 3 Archery, predict: 33 GolfSwing
id: 0092, acc: 80.43, label: 3 Archery, predict: 3 Archery
id: 0093, acc: 79.57, label: 3 Archery, predict: 35 Hammering
id: 0094, acc: 78.72, label: 3 Archery, predict: 35 Hammering
id: 0095, acc: 78.95, label: 3 Archery, predict: 3 Archery
id: 0096, acc: 79.17, label: 3 Archery, predict: 3 Archery
id: 0097, acc: 79.38, label: 3 Archery, predict: 3 Archery
id: 0098, acc: 79.59, label: 3 Archery, predict: 3 Archery
id: 0099, acc: 79.80, label: 3 Archery, predict: 3 Archery
id: 0100, acc: 79.00, label: 3 Archery, predict: 46 JugglingBalls
id: 0101, acc: 79.21, label: 3 Archery, predict: 3 Archery
id: 0102, acc: 79.41, label: 3 Archery, predict: 3 Archery
id: 0103, acc: 79.61, label: 3 Archery, predict: 3 Archery
id: 0104, acc: 79.81, label: 3 Archery, predict: 3 Archery
id: 0105, acc: 80.00, label: 3 Archery, predict: 3 Archery
id: 0106, acc: 79.25, label: 3 Archery, predict: 56 Nunchucks
id: 0107, acc: 78.50, label: 3 Archery, predict: 56 Nunchucks
id: 0108, acc: 77.78, label: 3 Archery, predict: 56 Nunchucks
id: 0109, acc: 77.98, label: 3 Archery, predict: 3 Archery
id: 0110, acc: 78.18, label: 3 Archery, predict: 3 Archery
id: 0111, acc: 77.48, label: 3 Archery, predict: 56 Nunchucks
id: 0112, acc: 77.68, label: 3 Archery, predict: 3 Archery
id: 0113, acc: 77.88, label: 3 Archery, predict: 3 Archery
id: 0114, acc: 77.19, label: 3 Archery, predict: 75 RopeClimbing
id: 0115, acc: 77.39, label: 3 Archery, predict: 3 Archery
id: 0116, acc: 76.72, label: 3 Archery, predict: 75 RopeClimbing
id: 0117, acc: 76.07, label: 3 Archery, predict: 13 BlowDryHair
id: 0118, acc: 76.27, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0119, acc: 76.47, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0120, acc: 76.67, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0121, acc: 76.86, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0122, acc: 77.05, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0123, acc: 77.24, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0124, acc: 77.42, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0125, acc: 77.60, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0126, acc: 77.78, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0127, acc: 77.95, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0128, acc: 77.34, label: 4 BabyCrawling, predict: 41 HorseRace
id: 0129, acc: 76.74, label: 4 BabyCrawling, predict: 41 HorseRace
id: 0130, acc: 76.15, label: 4 BabyCrawling, predict: 55 MoppingFloor
id: 0131, acc: 76.34, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0132, acc: 76.52, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0133, acc: 76.69, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0134, acc: 76.87, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0135, acc: 77.04, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0136, acc: 77.21, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0137, acc: 77.37, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0138, acc: 77.54, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0139, acc: 77.70, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0140, acc: 77.86, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0141, acc: 78.01, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0142, acc: 77.46, label: 4 BabyCrawling, predict: 16 Bowling
id: 0143, acc: 77.62, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0144, acc: 77.08, label: 4 BabyCrawling, predict: 39 HeadMassage
id: 0145, acc: 77.24, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0146, acc: 77.40, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0147, acc: 77.55, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0148, acc: 77.70, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0149, acc: 77.85, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0150, acc: 78.00, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0151, acc: 78.15, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0152, acc: 78.29, label: 4 BabyCrawling, predict: 4 BabyCrawling
id: 0153, acc: 78.43, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0154, acc: 78.57, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0155, acc: 78.71, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0156, acc: 78.85, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0157, acc: 78.98, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0158, acc: 79.11, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0159, acc: 79.25, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0160, acc: 79.38, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0161, acc: 79.50, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0162, acc: 79.01, label: 5 BalanceBeam, predict: 30 FloorGymnastics
id: 0163, acc: 79.14, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0164, acc: 79.27, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0165, acc: 79.39, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0166, acc: 78.92, label: 5 BalanceBeam, predict: 79 Shotput
id: 0167, acc: 79.04, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0168, acc: 79.17, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0169, acc: 79.29, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0170, acc: 79.41, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0171, acc: 79.53, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0172, acc: 79.65, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0173, acc: 79.77, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0174, acc: 79.89, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0175, acc: 80.00, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0176, acc: 80.11, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0177, acc: 80.23, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0178, acc: 80.34, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0179, acc: 80.45, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0180, acc: 80.56, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0181, acc: 80.66, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0182, acc: 80.77, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0183, acc: 80.87, label: 5 BalanceBeam, predict: 5 BalanceBeam
id: 0184, acc: 80.98, label: 6 BandMarching, predict: 6 BandMarching
id: 0185, acc: 81.08, label: 6 BandMarching, predict: 6 BandMarching
id: 0186, acc: 81.18, label: 6 BandMarching, predict: 6 BandMarching
id: 0187, acc: 81.28, label: 6 BandMarching, predict: 6 BandMarching
id: 0188, acc: 81.38, label: 6 BandMarching, predict: 6 BandMarching
id: 0189, acc: 81.48, label: 6 BandMarching, predict: 6 BandMarching
id: 0190, acc: 81.58, label: 6 BandMarching, predict: 6 BandMarching
id: 0191, acc: 81.68, label: 6 BandMarching, predict: 6 BandMarching
id: 0192, acc: 81.77, label: 6 BandMarching, predict: 6 BandMarching
id: 0193, acc: 81.87, label: 6 BandMarching, predict: 6 BandMarching
id: 0194, acc: 81.96, label: 6 BandMarching, predict: 6 BandMarching
id: 0195, acc: 82.05, label: 6 BandMarching, predict: 6 BandMarching
id: 0196, acc: 82.14, label: 6 BandMarching, predict: 6 BandMarching
id: 0197, acc: 82.23, label: 6 BandMarching, predict: 6 BandMarching
id: 0198, acc: 82.32, label: 6 BandMarching, predict: 6 BandMarching
id: 0199, acc: 81.91, label: 6 BandMarching, predict: 53 MilitaryParade
id: 0200, acc: 82.00, label: 6 BandMarching, predict: 6 BandMarching
id: 0201, acc: 82.09, label: 6 BandMarching, predict: 6 BandMarching
id: 0202, acc: 82.18, label: 6 BandMarching, predict: 6 BandMarching
id: 0203, acc: 82.27, label: 6 BandMarching, predict: 6 BandMarching
id: 0204, acc: 82.35, label: 6 BandMarching, predict: 6 BandMarching
id: 0205, acc: 82.44, label: 6 BandMarching, predict: 6 BandMarching
id: 0206, acc: 82.52, label: 6 BandMarching, predict: 6 BandMarching
id: 0207, acc: 82.61, label: 6 BandMarching, predict: 6 BandMarching
id: 0208, acc: 82.69, label: 6 BandMarching, predict: 6 BandMarching
id: 0209, acc: 82.30, label: 6 BandMarching, predict: 53 MilitaryParade
id: 0210, acc: 82.38, label: 6 BandMarching, predict: 6 BandMarching
id: 0211, acc: 82.46, label: 6 BandMarching, predict: 6 BandMarching
id: 0212, acc: 82.55, label: 6 BandMarching, predict: 6 BandMarching
id: 0213, acc: 82.63, label: 6 BandMarching, predict: 6 BandMarching
id: 0214, acc: 82.71, label: 6 BandMarching, predict: 6 BandMarching
id: 0215, acc: 82.79, label: 6 BandMarching, predict: 6 BandMarching
id: 0216, acc: 82.87, label: 6 BandMarching, predict: 6 BandMarching
id: 0217, acc: 82.49, label: 6 BandMarching, predict: 53 MilitaryParade
id: 0218, acc: 82.57, label: 6 BandMarching, predict: 6 BandMarching
id: 0219, acc: 82.65, label: 6 BandMarching, predict: 6 BandMarching
id: 0220, acc: 82.73, label: 6 BandMarching, predict: 6 BandMarching
id: 0221, acc: 82.81, label: 6 BandMarching, predict: 6 BandMarching
id: 0222, acc: 82.88, label: 6 BandMarching, predict: 6 BandMarching
id: 0223, acc: 82.96, label: 6 BandMarching, predict: 6 BandMarching
id: 0224, acc: 83.04, label: 6 BandMarching, predict: 6 BandMarching
id: 0225, acc: 83.11, label: 6 BandMarching, predict: 6 BandMarching
id: 0226, acc: 83.19, label: 6 BandMarching, predict: 6 BandMarching
id: 0227, acc: 82.82, label: 7 BaseballPitch, predict: 84 SoccerJuggling
id: 0228, acc: 82.46, label: 7 BaseballPitch, predict: 33 GolfSwing
id: 0229, acc: 82.10, label: 7 BaseballPitch, predict: 33 GolfSwing
id: 0230, acc: 81.74, label: 7 BaseballPitch, predict: 84 SoccerJuggling
id: 0231, acc: 81.39, label: 7 BaseballPitch, predict: 33 GolfSwing
id: 0232, acc: 81.03, label: 7 BaseballPitch, predict: 33 GolfSwing
id: 0233, acc: 81.12, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0234, acc: 81.20, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0235, acc: 81.28, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0236, acc: 81.36, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0237, acc: 81.01, label: 7 BaseballPitch, predict: 23 CricketBowling
id: 0238, acc: 80.67, label: 7 BaseballPitch, predict: 79 Shotput
id: 0239, acc: 80.33, label: 7 BaseballPitch, predict: 79 Shotput
id: 0240, acc: 80.42, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0241, acc: 80.50, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0242, acc: 80.58, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0243, acc: 80.66, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0244, acc: 80.74, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0245, acc: 80.82, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0246, acc: 80.89, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0247, acc: 80.97, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0248, acc: 81.05, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0249, acc: 81.12, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0250, acc: 81.20, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0251, acc: 81.27, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0252, acc: 81.35, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0253, acc: 81.42, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0254, acc: 81.50, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0255, acc: 81.57, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0256, acc: 81.64, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0257, acc: 81.71, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0258, acc: 81.78, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0259, acc: 81.85, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0260, acc: 81.92, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0261, acc: 81.99, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0262, acc: 82.06, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0263, acc: 82.13, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0264, acc: 82.20, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0265, acc: 82.26, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0266, acc: 82.33, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0267, acc: 82.40, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0268, acc: 82.46, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0269, acc: 82.53, label: 7 BaseballPitch, predict: 7 BaseballPitch
id: 0270, acc: 82.22, label: 8 Basketball, predict: 92 TennisSwing
id: 0271, acc: 81.92, label: 8 Basketball, predict: 92 TennisSwing
id: 0272, acc: 81.62, label: 8 Basketball, predict: 92 TennisSwing
id: 0273, acc: 81.32, label: 8 Basketball, predict: 92 TennisSwing
id: 0274, acc: 81.02, label: 8 Basketball, predict: 92 TennisSwing
id: 0275, acc: 80.73, label: 8 Basketball, predict: 92 TennisSwing
id: 0276, acc: 80.43, label: 8 Basketball, predict: 97 VolleyballSpiking
id: 0277, acc: 80.51, label: 8 Basketball, predict: 8 Basketball
id: 0278, acc: 80.58, label: 8 Basketball, predict: 8 Basketball
id: 0279, acc: 80.65, label: 8 Basketball, predict: 8 Basketball
id: 0280, acc: 80.71, label: 8 Basketball, predict: 8 Basketball
id: 0281, acc: 80.43, label: 8 Basketball, predict: 97 VolleyballSpiking
id: 0282, acc: 80.50, label: 8 Basketball, predict: 8 Basketball
id: 0283, acc: 80.57, label: 8 Basketball, predict: 8 Basketball
id: 0284, acc: 80.63, label: 8 Basketball, predict: 8 Basketball
id: 0285, acc: 80.70, label: 8 Basketball, predict: 8 Basketball
id: 0286, acc: 80.77, label: 8 Basketball, predict: 8 Basketball
id: 0287, acc: 80.84, label: 8 Basketball, predict: 8 Basketball
id: 0288, acc: 80.90, label: 8 Basketball, predict: 8 Basketball
id: 0289, acc: 80.97, label: 8 Basketball, predict: 8 Basketball
id: 0290, acc: 80.69, label: 8 Basketball, predict: 80 SkateBoarding
id: 0291, acc: 80.41, label: 8 Basketball, predict: 80 SkateBoarding
id: 0292, acc: 80.48, label: 8 Basketball, predict: 8 Basketball
id: 0293, acc: 80.55, label: 8 Basketball, predict: 8 Basketball
id: 0294, acc: 80.27, label: 8 Basketball, predict: 97 VolleyballSpiking
id: 0295, acc: 80.00, label: 8 Basketball, predict: 97 VolleyballSpiking
id: 0296, acc: 80.07, label: 8 Basketball, predict: 8 Basketball
id: 0297, acc: 80.13, label: 8 Basketball, predict: 8 Basketball
id: 0298, acc: 80.20, label: 8 Basketball, predict: 8 Basketball
id: 0299, acc: 80.27, label: 8 Basketball, predict: 8 Basketball
id: 0300, acc: 80.00, label: 8 Basketball, predict: 22 CliffDiving
id: 0301, acc: 80.07, label: 8 Basketball, predict: 8 Basketball
id: 0302, acc: 80.13, label: 8 Basketball, predict: 8 Basketball
id: 0303, acc: 80.20, label: 8 Basketball, predict: 8 Basketball
id: 0304, acc: 80.26, label: 8 Basketball, predict: 8 Basketball
id: 0305, acc: 80.33, label: 9 BasketballDunk, predict: 9 BasketballDunk
id: 0306, acc: 80.39, label: 9 BasketballDunk, predict: 9 BasketballDunk
id: 0307, acc: 80.46, label: 9 BasketballDunk, predict: 9 BasketballDunk
id: 0308, acc: 80.52, label: 9 BasketballDunk, predict: 9 BasketballDunk
id: 0309, acc: 80.58, label: 9 BasketballDunk, predict: 9 BasketballDunk
id: 0310, acc: 80.65, label: 9 BasketballDunk, predict: 9 BasketballDunk
id: 0311, acc: 80.71, label: 9 BasketballDunk, predict: 9 BasketballDunk
