Clean

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0108, acc: 70.37, label: Archery, predict: Drumming
id: 0109, acc: 69.72, label: Archery, predict: Haircut
id: 0110, acc: 69.09, label: Archery, predict: Haircut
id: 0111, acc: 68.47, label: Archery, predict: Hammering
id: 0112, acc: 68.75, label: Archery, predict: Archery
id: 0113, acc: 69.03, label: Archery, predict: Archery
id: 0114, acc: 69.30, label: Archery, predict: Archery
id: 0115, acc: 69.57, label: Archery, predict: Archery
id: 0116, acc: 69.83, label: Archery, predict: Archery
id: 0117, acc: 70.09, label: Archery, predict: Archery
id: 0118, acc: 69.49, label: BabyCrawling, predict: PushUps
id: 0119, acc: 68.91, label: BabyCrawling, predict: PushUps
id: 0120, acc: 68.33, label: BabyCrawling, predict: PushUps
id: 0121, acc: 67.77, label: BabyCrawling, predict: PushUps
id: 0122, acc: 68.03, label: BabyCrawling, predict: BabyCrawling
id: 0123, acc: 68.29, label: BabyCrawling, predict: BabyCrawling
id: 0124, acc: 68.55, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 68.80, label: BabyCrawling, predict: BabyCrawling
id: 0126, acc: 69.05, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 69.29, label: BabyCrawling, predict: BabyCrawling
id: 0128, acc: 68.75, label: BabyCrawling, predict: Rafting
id: 0129, acc: 68.22, label: BabyCrawling, predict: Rafting
id: 0130, acc: 67.69, label: BabyCrawling, predict: ShavingBeard
id: 0131, acc: 67.18, label: BabyCrawling, predict: PushUps
id: 0132, acc: 66.67, label: BabyCrawling, predict: PushUps
id: 0133, acc: 66.92, label: BabyCrawling, predict: BabyCrawling
id: 0134, acc: 67.16, label: BabyCrawling, predict: BabyCrawling
id: 0135, acc: 67.41, label: BabyCrawling, predict: BabyCrawling
id: 0136, acc: 67.65, label: BabyCrawling, predict: BabyCrawling
id: 0137, acc: 67.15, label: BabyCrawling, predict: PushUps
id: 0138, acc: 67.39, label: BabyCrawling, predict: BabyCrawling
id: 0139, acc: 67.63, label: BabyCrawling, predict: BabyCrawling
id: 0140, acc: 67.86, label: BabyCrawling, predict: BabyCrawling
id: 0141, acc: 67.38, label: BabyCrawling, predict: HandstandPushups
id: 0142, acc: 67.61, label: BabyCrawling, predict: BabyCrawling
id: 0143, acc: 67.13, label: BabyCrawling, predict: HeadMassage
id: 0144, acc: 66.67, label: BabyCrawling, predict: HandstandPushups
id: 0145, acc: 66.90, label: BabyCrawling, predict: BabyCrawling
id: 0146, acc: 67.12, label: BabyCrawling, predict: BabyCrawling
id: 0147, acc: 67.35, label: BabyCrawling, predict: BabyCrawling
id: 0148, acc: 67.57, label: BabyCrawling, predict: BabyCrawling
id: 0149, acc: 67.79, label: BabyCrawling, predict: BabyCrawling
id: 0150, acc: 68.00, label: BabyCrawling, predict: BabyCrawling
id: 0151, acc: 67.55, label: BabyCrawling, predict: SumoWrestling
id: 0152, acc: 67.76, label: BabyCrawling, predict: BabyCrawling
id: 0153, acc: 67.97, label: BalanceBeam, predict: BalanceBeam
id: 0154, acc: 68.18, label: BalanceBeam, predict: BalanceBeam
id: 0155, acc: 68.39, label: BalanceBeam, predict: BalanceBeam
id: 0156, acc: 68.59, label: BalanceBeam, predict: BalanceBeam
id: 0157, acc: 68.79, label: BalanceBeam, predict: BalanceBeam
id: 0158, acc: 68.99, label: BalanceBeam, predict: BalanceBeam
id: 0159, acc: 69.18, label: BalanceBeam, predict: BalanceBeam
id: 0160, acc: 69.38, label: BalanceBeam, predict: BalanceBeam
id: 0161, acc: 69.57, label: BalanceBeam, predict: BalanceBeam
id: 0162, acc: 69.75, label: BalanceBeam, predict: BalanceBeam
id: 0163, acc: 69.94, label: BalanceBeam, predict: BalanceBeam
id: 0164, acc: 70.12, label: BalanceBeam, predict: BalanceBeam
id: 0165, acc: 70.30, label: BalanceBeam, predict: BalanceBeam
id: 0166, acc: 69.88, label: BalanceBeam, predict: Shotput
id: 0167, acc: 70.06, label: BalanceBeam, predict: BalanceBeam
id: 0168, acc: 69.64, label: BalanceBeam, predict: Shotput
id: 0169, acc: 69.82, label: BalanceBeam, predict: BalanceBeam
id: 0170, acc: 70.00, label: BalanceBeam, predict: BalanceBeam
id: 0171, acc: 70.18, label: BalanceBeam, predict: BalanceBeam
id: 0172, acc: 70.35, label: BalanceBeam, predict: BalanceBeam
id: 0173, acc: 70.52, label: BalanceBeam, predict: BalanceBeam
id: 0174, acc: 70.69, label: BalanceBeam, predict: BalanceBeam
id: 0175, acc: 70.86, label: BalanceBeam, predict: BalanceBeam
id: 0176, acc: 71.02, label: BalanceBeam, predict: BalanceBeam
id: 0177, acc: 71.19, label: BalanceBeam, predict: BalanceBeam
id: 0178, acc: 71.35, label: BalanceBeam, predict: BalanceBeam
id: 0179, acc: 71.51, label: BalanceBeam, predict: BalanceBeam
id: 0180, acc: 71.67, label: BalanceBeam, predict: BalanceBeam
id: 0181, acc: 71.82, label: BalanceBeam, predict: BalanceBeam
id: 0182, acc: 71.98, label: BalanceBeam, predict: BalanceBeam
id: 0183, acc: 72.13, label: BalanceBeam, predict: BalanceBeam
id: 0184, acc: 72.28, label: BandMarching, predict: BandMarching
id: 0185, acc: 72.43, label: BandMarching, predict: BandMarching
id: 0186, acc: 72.58, label: BandMarching, predict: BandMarching
id: 0187, acc: 72.73, label: BandMarching, predict: BandMarching
id: 0188, acc: 72.34, label: BandMarching, predict: CricketBowling
id: 0189, acc: 72.49, label: BandMarching, predict: BandMarching
id: 0190, acc: 72.63, label: BandMarching, predict: BandMarching
id: 0191, acc: 72.77, label: BandMarching, predict: BandMarching
id: 0192, acc: 72.92, label: BandMarching, predict: BandMarching
id: 0193, acc: 73.06, label: BandMarching, predict: BandMarching
id: 0194, acc: 73.20, label: BandMarching, predict: BandMarching
id: 0195, acc: 73.33, label: BandMarching, predict: BandMarching
id: 0196, acc: 73.47, label: BandMarching, predict: BandMarching
id: 0197, acc: 73.60, label: BandMarching, predict: BandMarching
id: 0198, acc: 73.74, label: BandMarching, predict: BandMarching
id: 0199, acc: 73.87, label: BandMarching, predict: BandMarching
id: 0200, acc: 74.00, label: BandMarching, predict: BandMarching
id: 0201, acc: 74.13, label: BandMarching, predict: BandMarching
id: 0202, acc: 74.26, label: BandMarching, predict: BandMarching
id: 0203, acc: 74.38, label: BandMarching, predict: BandMarching
id: 0204, acc: 74.51, label: BandMarching, predict: BandMarching
id: 0205, acc: 74.63, label: BandMarching, predict: BandMarching
id: 0206, acc: 74.76, label: BandMarching, predict: BandMarching
id: 0207, acc: 74.88, label: BandMarching, predict: BandMarching
id: 0208, acc: 75.00, label: BandMarching, predict: BandMarching
id: 0209, acc: 75.12, label: BandMarching, predict: BandMarching
id: 0210, acc: 75.24, label: BandMarching, predict: BandMarching
id: 0211, acc: 75.36, label: BandMarching, predict: BandMarching
id: 0212, acc: 75.47, label: BandMarching, predict: BandMarching
id: 0213, acc: 75.59, label: BandMarching, predict: BandMarching
id: 0214, acc: 75.70, label: BandMarching, predict: BandMarching
id: 0215, acc: 75.81, label: BandMarching, predict: BandMarching
id: 0216, acc: 75.93, label: BandMarching, predict: BandMarching
id: 0217, acc: 76.04, label: BandMarching, predict: BandMarching
id: 0218, acc: 76.15, label: BandMarching, predict: BandMarching
id: 0219, acc: 76.26, label: BandMarching, predict: BandMarching
id: 0220, acc: 76.36, label: BandMarching, predict: BandMarching
id: 0221, acc: 76.47, label: BandMarching, predict: BandMarching
id: 0222, acc: 76.58, label: BandMarching, predict: BandMarching
id: 0223, acc: 76.68, label: BandMarching, predict: BandMarching
id: 0224, acc: 76.79, label: BandMarching, predict: BandMarching
id: 0225, acc: 76.89, label: BandMarching, predict: BandMarching
id: 0226, acc: 76.99, label: BandMarching, predict: BandMarching
id: 0227, acc: 76.65, label: BaseballPitch, predict: GolfSwing
id: 0228, acc: 76.32, label: BaseballPitch, predict: GolfSwing
id: 0229, acc: 75.98, label: BaseballPitch, predict: CricketShot
id: 0230, acc: 75.65, label: BaseballPitch, predict: GolfSwing
id: 0231, acc: 75.32, label: BaseballPitch, predict: CricketShot
id: 0232, acc: 75.00, label: BaseballPitch, predict: CliffDiving
id: 0233, acc: 75.11, label: BaseballPitch, predict: BaseballPitch
id: 0234, acc: 75.21, label: BaseballPitch, predict: BaseballPitch
id: 0235, acc: 75.32, label: BaseballPitch, predict: BaseballPitch
id: 0236, acc: 75.42, label: BaseballPitch, predict: BaseballPitch
id: 0237, acc: 75.53, label: BaseballPitch, predict: BaseballPitch
id: 0238, acc: 75.63, label: BaseballPitch, predict: BaseballPitch
id: 0239, acc: 75.73, label: BaseballPitch, predict: BaseballPitch
id: 0240, acc: 75.83, label: BaseballPitch, predict: BaseballPitch
id: 0241, acc: 75.93, label: BaseballPitch, predict: BaseballPitch
id: 0242, acc: 76.03, label: BaseballPitch, predict: BaseballPitch
id: 0243, acc: 76.13, label: BaseballPitch, predict: BaseballPitch
id: 0244, acc: 76.23, label: BaseballPitch, predict: BaseballPitch
id: 0245, acc: 75.92, label: BaseballPitch, predict: CricketBowling
id: 0246, acc: 76.02, label: BaseballPitch, predict: BaseballPitch
id: 0247, acc: 75.71, label: BaseballPitch, predict: CricketBowling
id: 0248, acc: 75.81, label: BaseballPitch, predict: BaseballPitch
id: 0249, acc: 75.90, label: BaseballPitch, predict: BaseballPitch
id: 0250, acc: 76.00, label: BaseballPitch, predict: BaseballPitch
id: 0251, acc: 76.10, label: BaseballPitch, predict: BaseballPitch
id: 0252, acc: 76.19, label: BaseballPitch, predict: BaseballPitch
id: 0253, acc: 76.28, label: BaseballPitch, predict: BaseballPitch
id: 0254, acc: 76.38, label: BaseballPitch, predict: BaseballPitch
id: 0255, acc: 76.47, label: BaseballPitch, predict: BaseballPitch
id: 0256, acc: 76.56, label: BaseballPitch, predict: BaseballPitch
id: 0257, acc: 76.65, label: BaseballPitch, predict: BaseballPitch
id: 0258, acc: 76.74, label: BaseballPitch, predict: BaseballPitch
id: 0259, acc: 76.83, label: BaseballPitch, predict: BaseballPitch
id: 0260, acc: 76.92, label: BaseballPitch, predict: BaseballPitch
id: 0261, acc: 77.01, label: BaseballPitch, predict: BaseballPitch
id: 0262, acc: 77.10, label: BaseballPitch, predict: BaseballPitch
id: 0263, acc: 77.19, label: BaseballPitch, predict: BaseballPitch
id: 0264, acc: 77.27, label: BaseballPitch, predict: BaseballPitch
id: 0265, acc: 77.36, label: BaseballPitch, predict: BaseballPitch
id: 0266, acc: 77.44, label: BaseballPitch, predict: BaseballPitch
id: 0267, acc: 77.53, label: BaseballPitch, predict: BaseballPitch
id: 0268, acc: 77.61, label: BaseballPitch, predict: BaseballPitch
id: 0269, acc: 77.70, label: BaseballPitch, predict: BaseballPitch
id: 0270, acc: 77.41, label: Basketball, predict: VolleyballSpiking
id: 0271, acc: 77.12, label: Basketball, predict: VolleyballSpiking
id: 0272, acc: 76.84, label: Basketball, predict: VolleyballSpiking
id: 0273, acc: 76.92, label: Basketball, predict: Basketball
id: 0274, acc: 77.01, label: Basketball, predict: Basketball
id: 0275, acc: 76.73, label: Basketball, predict: VolleyballSpiking
id: 0276, acc: 76.81, label: Basketball, predict: Basketball
id: 0277, acc: 76.90, label: Basketball, predict: Basketball
id: 0278, acc: 76.98, label: Basketball, predict: Basketball
id: 0279, acc: 77.06, label: Basketball, predict: Basketball
id: 0280, acc: 77.14, label: Basketball, predict: Basketball
id: 0281, acc: 77.22, label: Basketball, predict: Basketball
id: 0282, acc: 77.30, label: Basketball, predict: Basketball
id: 0283, acc: 77.39, label: Basketball, predict: Basketball
id: 0284, acc: 77.46, label: Basketball, predict: Basketball
id: 0285, acc: 77.54, label: Basketball, predict: Basketball
id: 0286, acc: 77.62, label: Basketball, predict: Basketball
id: 0287, acc: 77.70, label: Basketball, predict: Basketball
id: 0288, acc: 77.78, label: Basketball, predict: Basketball
id: 0289, acc: 77.85, label: Basketball, predict: Basketball
id: 0290, acc: 77.59, label: Basketball, predict: CricketShot
id: 0291, acc: 77.66, label: Basketball, predict: Basketball
id: 0292, acc: 77.74, label: Basketball, predict: Basketball
id: 0293, acc: 77.82, label: Basketball, predict: Basketball
id: 0294, acc: 77.55, label: Basketball, predict: CricketBowling
id: 0295, acc: 77.63, label: Basketball, predict: Basketball
id: 0296, acc: 77.70, label: Basketball, predict: Basketball
id: 0297, acc: 77.78, label: Basketball, predict: Basketball
id: 0298, acc: 77.85, label: Basketball, predict: Basketball
id: 0299, acc: 77.93, label: Basketball, predict: Basketball
id: 0300, acc: 77.67, label: Basketball, predict: RopeClimbing
id: 0301, acc: 77.74, label: Basketball, predict: Basketball
id: 0302, acc: 77.81, label: Basketball, predict: Basketball
id: 0303, acc: 77.89, label: Basketball, predict: Basketball
id: 0304, acc: 77.96, label: Basketball, predict: Basketball
id: 0305, acc: 78.03, label: BasketballDunk, predict: BasketballDunk
id: 0306, acc: 78.10, label: BasketballDunk, predict: BasketballDunk
id: 0307, acc: 78.18, label: BasketballDunk, predict: BasketballDunk
id: 0308, acc: 78.25, label: BasketballDunk, predict: BasketballDunk
id: 0309, acc: 78.32, label: BasketballDunk, predict: BasketballDunk
id: 0310, acc: 78.39, label: BasketballDunk, predict: BasketballDunk
id: 0311, acc: 78.46, label: BasketballDunk, predict: BasketballDunk
id: 0312, acc: 78.53, label: BasketballDunk, predict: BasketballDunk
id: 0313, acc: 78.59, label: BasketballDunk, predict: BasketballDunk
id: 0314, acc: 78.66, label: BasketballDunk, predict: BasketballDunk
id: 0315, acc: 78.73, label: BasketballDunk, predict: BasketballDunk
id: 0316, acc: 78.80, label: BasketballDunk, predict: BasketballDunk
id: 0317, acc: 78.86, label: BasketballDunk, predict: BasketballDunk
id: 0318, acc: 78.93, label: BasketballDunk, predict: BasketballDunk
id: 0319, acc: 79.00, label: BasketballDunk, predict: BasketballDunk
id: 0320, acc: 79.06, label: BasketballDunk, predict: BasketballDunk
id: 0321, acc: 79.13, label: BasketballDunk, predict: BasketballDunk
id: 0322, acc: 79.19, label: BasketballDunk, predict: BasketballDunk
id: 0323, acc: 79.26, label: BasketballDunk, predict: BasketballDunk
id: 0324, acc: 79.32, label: BasketballDunk, predict: BasketballDunk
id: 0325, acc: 79.38, label: BasketballDunk, predict: BasketballDunk
id: 0326, acc: 79.45, label: BasketballDunk, predict: BasketballDunk
id: 0327, acc: 79.51, label: BasketballDunk, predict: BasketballDunk
id: 0328, acc: 79.57, label: BasketballDunk, predict: BasketballDunk
id: 0329, acc: 79.64, label: BasketballDunk, predict: BasketballDunk
id: 0330, acc: 79.70, label: BasketballDunk, predict: BasketballDunk
id: 0331, acc: 79.76, label: BasketballDunk, predict: BasketballDunk
id: 0332, acc: 79.82, label: BasketballDunk, predict: BasketballDunk
id: 0333, acc: 79.88, label: BasketballDunk, predict: BasketballDunk
id: 0334, acc: 79.94, label: BasketballDunk, predict: BasketballDunk
id: 0335, acc: 80.00, label: BasketballDunk, predict: BasketballDunk
id: 0336, acc: 80.06, label: BasketballDunk, predict: BasketballDunk
id: 0337, acc: 80.12, label: BasketballDunk, predict: BasketballDunk
id: 0338, acc: 80.18, label: BasketballDunk, predict: BasketballDunk
id: 0339, acc: 80.24, label: BasketballDunk, predict: BasketballDunk
id: 0340, acc: 80.29, label: BasketballDunk, predict: BasketballDunk
id: 0341, acc: 80.35, label: BasketballDunk, predict: BasketballDunk
id: 0342, acc: 80.41, label: BenchPress, predict: BenchPress
id: 0343, acc: 80.17, label: BenchPress, predict: CleanAndJerk
id: 0344, acc: 80.23, label: BenchPress, predict: BenchPress
id: 0345, acc: 80.29, label: BenchPress, predict: BenchPress
id: 0346, acc: 80.35, label: BenchPress, predict: BenchPress
id: 0347, acc: 80.12, label: BenchPress, predict: CleanAndJerk
id: 0348, acc: 80.17, label: BenchPress, predict: BenchPress
id: 0349, acc: 80.23, label: BenchPress, predict: BenchPress
id: 0350, acc: 80.29, label: BenchPress, predict: BenchPress
id: 0351, acc: 80.34, label: BenchPress, predict: BenchPress
id: 0352, acc: 80.40, label: BenchPress, predict: BenchPress
id: 0353, acc: 80.45, label: BenchPress, predict: BenchPress
id: 0354, acc: 80.51, label: BenchPress, predict: BenchPress
id: 0355, acc: 80.56, label: BenchPress, predict: BenchPress
id: 0356, acc: 80.62, label: BenchPress, predict: BenchPress
id: 0357, acc: 80.67, label: BenchPress, predict: BenchPress
id: 0358, acc: 80.73, label: BenchPress, predict: BenchPress
id: 0359, acc: 80.78, label: BenchPress, predict: BenchPress
id: 0360, acc: 80.83, label: BenchPress, predict: BenchPress
id: 0361, acc: 80.89, label: BenchPress, predict: BenchPress
id: 0362, acc: 80.94, label: BenchPress, predict: BenchPress
id: 0363, acc: 80.99, label: BenchPress, predict: BenchPress
id: 0364, acc: 80.77, label: BenchPress, predict: BodyWeightSquats
id: 0365, acc: 80.82, label: BenchPress, predict: BenchPress
id: 0366, acc: 80.87, label: BenchPress, predict: BenchPress
id: 0367, acc: 80.65, label: BenchPress, predict: WallPushups
id: 0368, acc: 80.71, label: BenchPress, predict: BenchPress
id: 0369, acc: 80.76, label: BenchPress, predict: BenchPress
id: 0370, acc: 80.81, label: BenchPress, predict: BenchPress
id: 0371, acc: 80.86, label: BenchPress, predict: BenchPress
id: 0372, acc: 80.91, label: BenchPress, predict: BenchPress
id: 0373, acc: 80.97, label: BenchPress, predict: BenchPress
id: 0374, acc: 81.02, label: BenchPress, predict: BenchPress
id: 0375, acc: 81.07, label: BenchPress, predict: BenchPress
id: 0376, acc: 81.12, label: BenchPress, predict: BenchPress
id: 0377, acc: 81.17, label: BenchPress, predict: BenchPress
id: 0378, acc: 81.22, label: BenchPress, predict: BenchPress
id: 0379, acc: 81.27, label: BenchPress, predict: BenchPress
id: 0380, acc: 81.32, label: BenchPress, predict: BenchPress
id: 0381, acc: 81.36, label: BenchPress, predict: BenchPress
id: 0382, acc: 81.41, label: BenchPress, predict: BenchPress
id: 0383, acc: 81.46, label: BenchPress, predict: BenchPress
id: 0384, acc: 81.51, label: BenchPress, predict: BenchPress
id: 0385, acc: 81.56, label: BenchPress, predict: BenchPress
id: 0386, acc: 81.61, label: BenchPress, predict: BenchPress
id: 0387, acc: 81.65, label: BenchPress, predict: BenchPress
id: 0388, acc: 81.70, label: BenchPress, predict: BenchPress
id: 0389, acc: 81.75, label: BenchPress, predict: BenchPress
id: 0390, acc: 81.54, label: Biking, predict: WalkingWithDog
id: 0391, acc: 81.33, label: Biking, predict: WalkingWithDog
id: 0392, acc: 81.12, label: Biking, predict: WalkingWithDog
id: 0393, acc: 80.92, label: Biking, predict: WalkingWithDog
id: 0394, acc: 80.96, label: Biking, predict: Biking
id: 0395, acc: 81.01, label: Biking, predict: Biking
id: 0396, acc: 81.06, label: Biking, predict: Biking
id: 0397, acc: 81.11, label: Biking, predict: Biking
id: 0398, acc: 81.16, label: Biking, predict: Biking
id: 0399, acc: 81.20, label: Biking, predict: Biking
id: 0400, acc: 81.25, label: Biking, predict: Biking
id: 0401, acc: 81.05, label: Biking, predict: WalkingWithDog
id: 0402, acc: 80.85, label: Biking, predict: WalkingWithDog
id: 0403, acc: 80.89, label: Biking, predict: Biking
id: 0404, acc: 80.69, label: Biking, predict: WalkingWithDog
id: 0405, acc: 80.49, label: Biking, predict: WallPushups
id: 0406, acc: 80.30, label: Biking, predict: Rowing
id: 0407, acc: 80.34, label: Biking, predict: Biking
id: 0408, acc: 80.15, label: Biking, predict: WalkingWithDog
id: 0409, acc: 79.95, label: Biking, predict: WalkingWithDog
id: 0410, acc: 79.76, label: Biking, predict: HorseRiding
id: 0411, acc: 79.81, label: Biking, predict: Biking
id: 0412, acc: 79.85, label: Biking, predict: Biking
id: 0413, acc: 79.90, label: Biking, predict: Biking
id: 0414, acc: 79.95, label: Biking, predict: Biking
id: 0415, acc: 80.00, label: Biking, predict: Biking
id: 0416, acc: 80.05, label: Biking, predict: Biking
id: 0417, acc: 80.10, label: Biking, predict: Biking
id: 0418, acc: 80.14, label: Biking, predict: Biking
id: 0419, acc: 80.19, label: Biking, predict: Biking
