ROA

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: Swing
id: 0026, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0027, acc: 0.00, label: ApplyEyeMakeup, predict: BoxingPunchingBag
id: 0028, acc: 0.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0029, acc: 0.00, label: ApplyEyeMakeup, predict: SkyDiving
id: 0030, acc: 0.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0031, acc: 0.00, label: ApplyEyeMakeup, predict: BandMarching
id: 0032, acc: 0.00, label: ApplyEyeMakeup, predict: BandMarching
id: 0033, acc: 0.00, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0034, acc: 0.00, label: ApplyEyeMakeup, predict: BandMarching
id: 0035, acc: 0.00, label: ApplyEyeMakeup, predict: HeadMassage
id: 0036, acc: 0.00, label: ApplyEyeMakeup, predict: BandMarching
id: 0037, acc: 0.00, label: ApplyEyeMakeup, predict: BandMarching
id: 0038, acc: 0.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0039, acc: 0.00, label: ApplyEyeMakeup, predict: BandMarching
id: 0040, acc: 0.00, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0041, acc: 0.00, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0042, acc: 0.00, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0043, acc: 0.00, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0044, acc: 0.00, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0045, acc: 0.00, label: ApplyLipstick, predict: Haircut
id: 0046, acc: 0.00, label: ApplyLipstick, predict: HeadMassage
id: 0047, acc: 0.00, label: ApplyLipstick, predict: BoxingPunchingBag
id: 0048, acc: 0.00, label: ApplyLipstick, predict: ShavingBeard
id: 0049, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0050, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0051, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0052, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0053, acc: 0.00, label: ApplyLipstick, predict: ShavingBeard
id: 0054, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0055, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0056, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0057, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0058, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0059, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0060, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0061, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0062, acc: 0.00, label: ApplyLipstick, predict: BrushingTeeth
id: 0063, acc: 0.00, label: ApplyLipstick, predict: BrushingTeeth
id: 0064, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0065, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0066, acc: 0.00, label: ApplyLipstick, predict: BrushingTeeth
id: 0067, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0068, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0069, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0070, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0071, acc: 0.00, label: ApplyLipstick, predict: BrushingTeeth
id: 0072, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0073, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0074, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0075, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0076, acc: 0.00, label: ApplyLipstick, predict: BandMarching
id: 0077, acc: 0.00, label: Archery, predict: BandMarching
id: 0078, acc: 0.00, label: Archery, predict: LongJump
id: 0079, acc: 0.00, label: Archery, predict: BandMarching
id: 0080, acc: 0.00, label: Archery, predict: LongJump
id: 0081, acc: 0.00, label: Archery, predict: BandMarching
id: 0082, acc: 0.00, label: Archery, predict: BandMarching
id: 0083, acc: 0.00, label: Archery, predict: LongJump
id: 0084, acc: 0.00, label: Archery, predict: BandMarching
id: 0085, acc: 0.00, label: Archery, predict: BandMarching
id: 0086, acc: 0.00, label: Archery, predict: Swing
id: 0087, acc: 0.00, label: Archery, predict: BandMarching
id: 0088, acc: 0.00, label: Archery, predict: Swing
id: 0089, acc: 0.00, label: Archery, predict: Swing
id: 0090, acc: 0.00, label: Archery, predict: BandMarching
id: 0091, acc: 0.00, label: Archery, predict: Swing
id: 0092, acc: 0.00, label: Archery, predict: Swing
id: 0093, acc: 0.00, label: Archery, predict: BandMarching
id: 0094, acc: 0.00, label: Archery, predict: BandMarching
id: 0095, acc: 0.00, label: Archery, predict: BandMarching
id: 0096, acc: 0.00, label: Archery, predict: Swing
id: 0097, acc: 0.00, label: Archery, predict: BandMarching
id: 0098, acc: 0.00, label: Archery, predict: BandMarching
id: 0099, acc: 0.00, label: Archery, predict: BandMarching
id: 0100, acc: 0.00, label: Archery, predict: BandMarching
id: 0101, acc: 0.00, label: Archery, predict: BandMarching
id: 0102, acc: 0.00, label: Archery, predict: BandMarching
id: 0103, acc: 0.00, label: Archery, predict: BandMarching
id: 0104, acc: 0.00, label: Archery, predict: BandMarching
id: 0105, acc: 0.00, label: Archery, predict: BandMarching
id: 0106, acc: 0.00, label: Archery, predict: BandMarching
id: 0107, acc: 0.00, label: Archery, predict: BandMarching
id: 0108, acc: 0.00, label: Archery, predict: BandMarching
id: 0109, acc: 0.00, label: Archery, predict: Swing
id: 0110, acc: 0.00, label: Archery, predict: BandMarching
id: 0111, acc: 0.00, label: Archery, predict: BandMarching
id: 0112, acc: 0.00, label: Archery, predict: BandMarching
id: 0113, acc: 0.00, label: Archery, predict: Swing
id: 0114, acc: 0.00, label: Archery, predict: BandMarching
id: 0115, acc: 0.00, label: Archery, predict: BandMarching
id: 0116, acc: 0.00, label: Archery, predict: BandMarching
id: 0117, acc: 0.00, label: Archery, predict: BandMarching
id: 0118, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0119, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0120, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0121, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0122, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0123, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0124, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0125, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0126, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0127, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0128, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0129, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0130, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0131, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0132, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0133, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0134, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0135, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0136, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0137, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0138, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0139, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0140, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0141, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0142, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0143, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0144, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0145, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0146, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0147, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0148, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0149, acc: 0.00, label: BabyCrawling, predict: BrushingTeeth
id: 0150, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0151, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0152, acc: 0.00, label: BabyCrawling, predict: BandMarching
id: 0153, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0154, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0155, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0156, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0157, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0158, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0159, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0160, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0161, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0162, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0163, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0164, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0165, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0166, acc: 0.00, label: BalanceBeam, predict: LongJump
id: 0167, acc: 0.00, label: BalanceBeam, predict: LongJump
id: 0168, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0169, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0170, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0171, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0172, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0173, acc: 0.00, label: BalanceBeam, predict: LongJump
id: 0174, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0175, acc: 0.00, label: BalanceBeam, predict: LongJump
id: 0176, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0177, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0178, acc: 0.00, label: BalanceBeam, predict: LongJump
id: 0179, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0180, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0181, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0182, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0183, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0184, acc: 0.54, label: BandMarching, predict: BandMarching
id: 0185, acc: 1.08, label: BandMarching, predict: BandMarching
id: 0186, acc: 1.61, label: BandMarching, predict: BandMarching
id: 0187, acc: 2.14, label: BandMarching, predict: BandMarching
id: 0188, acc: 2.13, label: BandMarching, predict: Swing
id: 0189, acc: 2.65, label: BandMarching, predict: BandMarching
id: 0190, acc: 3.16, label: BandMarching, predict: BandMarching
id: 0191, acc: 3.66, label: BandMarching, predict: BandMarching
id: 0192, acc: 4.17, label: BandMarching, predict: BandMarching
id: 0193, acc: 4.66, label: BandMarching, predict: BandMarching
id: 0194, acc: 5.15, label: BandMarching, predict: BandMarching
id: 0195, acc: 5.64, label: BandMarching, predict: BandMarching
id: 0196, acc: 6.12, label: BandMarching, predict: BandMarching
id: 0197, acc: 6.60, label: BandMarching, predict: BandMarching
id: 0198, acc: 6.57, label: BandMarching, predict: LongJump
id: 0199, acc: 6.53, label: BandMarching, predict: LongJump
id: 0200, acc: 7.00, label: BandMarching, predict: BandMarching
id: 0201, acc: 7.46, label: BandMarching, predict: BandMarching
id: 0202, acc: 7.43, label: BandMarching, predict: LongJump
id: 0203, acc: 7.88, label: BandMarching, predict: BandMarching
id: 0204, acc: 8.33, label: BandMarching, predict: BandMarching
id: 0205, acc: 8.78, label: BandMarching, predict: BandMarching
id: 0206, acc: 9.22, label: BandMarching, predict: BandMarching
id: 0207, acc: 9.66, label: BandMarching, predict: BandMarching
id: 0208, acc: 10.10, label: BandMarching, predict: BandMarching
id: 0209, acc: 10.53, label: BandMarching, predict: BandMarching
id: 0210, acc: 10.95, label: BandMarching, predict: BandMarching
id: 0211, acc: 11.37, label: BandMarching, predict: BandMarching
id: 0212, acc: 11.79, label: BandMarching, predict: BandMarching
id: 0213, acc: 12.21, label: BandMarching, predict: BandMarching
id: 0214, acc: 12.15, label: BandMarching, predict: LongJump
id: 0215, acc: 12.56, label: BandMarching, predict: BandMarching
id: 0216, acc: 12.96, label: BandMarching, predict: BandMarching
id: 0217, acc: 13.36, label: BandMarching, predict: BandMarching
id: 0218, acc: 13.76, label: BandMarching, predict: BandMarching
id: 0219, acc: 14.16, label: BandMarching, predict: BandMarching
id: 0220, acc: 14.55, label: BandMarching, predict: BandMarching
id: 0221, acc: 14.48, label: BandMarching, predict: BrushingTeeth
id: 0222, acc: 14.86, label: BandMarching, predict: BandMarching
id: 0223, acc: 15.25, label: BandMarching, predict: BandMarching
id: 0224, acc: 15.62, label: BandMarching, predict: BandMarching
id: 0225, acc: 16.00, label: BandMarching, predict: BandMarching
id: 0226, acc: 16.37, label: BandMarching, predict: BandMarching
id: 0227, acc: 16.30, label: BaseballPitch, predict: BandMarching
id: 0228, acc: 16.23, label: BaseballPitch, predict: BandMarching
id: 0229, acc: 16.16, label: BaseballPitch, predict: Swing
id: 0230, acc: 16.09, label: BaseballPitch, predict: BandMarching
id: 0231, acc: 16.02, label: BaseballPitch, predict: Swing
id: 0232, acc: 15.95, label: BaseballPitch, predict: Swing
id: 0233, acc: 15.88, label: BaseballPitch, predict: LongJump
id: 0234, acc: 15.81, label: BaseballPitch, predict: LongJump
id: 0235, acc: 15.74, label: BaseballPitch, predict: LongJump
id: 0236, acc: 15.68, label: BaseballPitch, predict: LongJump
id: 0237, acc: 15.61, label: BaseballPitch, predict: BandMarching
id: 0238, acc: 15.55, label: BaseballPitch, predict: BandMarching
id: 0239, acc: 15.48, label: BaseballPitch, predict: BandMarching
id: 0240, acc: 15.42, label: BaseballPitch, predict: BandMarching
id: 0241, acc: 15.35, label: BaseballPitch, predict: BandMarching
id: 0242, acc: 15.29, label: BaseballPitch, predict: BandMarching
id: 0243, acc: 15.23, label: BaseballPitch, predict: BandMarching
id: 0244, acc: 15.16, label: BaseballPitch, predict: LongJump
id: 0245, acc: 15.10, label: BaseballPitch, predict: LongJump
id: 0246, acc: 15.04, label: BaseballPitch, predict: LongJump
id: 0247, acc: 14.98, label: BaseballPitch, predict: LongJump
id: 0248, acc: 14.92, label: BaseballPitch, predict: LongJump
id: 0249, acc: 14.86, label: BaseballPitch, predict: LongJump
id: 0250, acc: 14.80, label: BaseballPitch, predict: BandMarching
id: 0251, acc: 14.74, label: BaseballPitch, predict: BandMarching
id: 0252, acc: 14.68, label: BaseballPitch, predict: BandMarching
id: 0253, acc: 14.62, label: BaseballPitch, predict: BandMarching
id: 0254, acc: 14.57, label: BaseballPitch, predict: BandMarching
id: 0255, acc: 14.51, label: BaseballPitch, predict: BandMarching
id: 0256, acc: 14.45, label: BaseballPitch, predict: LongJump
id: 0257, acc: 14.40, label: BaseballPitch, predict: LongJump
id: 0258, acc: 14.34, label: BaseballPitch, predict: LongJump
id: 0259, acc: 14.29, label: BaseballPitch, predict: LongJump
id: 0260, acc: 14.23, label: BaseballPitch, predict: LongJump
id: 0261, acc: 14.18, label: BaseballPitch, predict: LongJump
id: 0262, acc: 14.12, label: BaseballPitch, predict: LongJump
id: 0263, acc: 14.07, label: BaseballPitch, predict: BandMarching
id: 0264, acc: 14.02, label: BaseballPitch, predict: LongJump
id: 0265, acc: 13.96, label: BaseballPitch, predict: LongJump
id: 0266, acc: 13.91, label: BaseballPitch, predict: LongJump
id: 0267, acc: 13.86, label: BaseballPitch, predict: LongJump
id: 0268, acc: 13.81, label: BaseballPitch, predict: BandMarching
id: 0269, acc: 13.75, label: BaseballPitch, predict: BandMarching
id: 0270, acc: 13.70, label: Basketball, predict: BandMarching
id: 0271, acc: 13.65, label: Basketball, predict: LongJump
id: 0272, acc: 13.60, label: Basketball, predict: BandMarching
id: 0273, acc: 13.55, label: Basketball, predict: LongJump
id: 0274, acc: 13.50, label: Basketball, predict: LongJump
id: 0275, acc: 13.45, label: Basketball, predict: LongJump
id: 0276, acc: 13.41, label: Basketball, predict: BandMarching
id: 0277, acc: 13.36, label: Basketball, predict: BandMarching
id: 0278, acc: 13.31, label: Basketball, predict: BandMarching
id: 0279, acc: 13.26, label: Basketball, predict: BandMarching
id: 0280, acc: 13.21, label: Basketball, predict: LongJump
id: 0281, acc: 13.17, label: Basketball, predict: BandMarching
id: 0282, acc: 13.12, label: Basketball, predict: BandMarching
id: 0283, acc: 13.07, label: Basketball, predict: BandMarching
id: 0284, acc: 13.03, label: Basketball, predict: BandMarching
id: 0285, acc: 12.98, label: Basketball, predict: BandMarching
id: 0286, acc: 12.94, label: Basketball, predict: BandMarching
id: 0287, acc: 12.89, label: Basketball, predict: BandMarching
id: 0288, acc: 12.85, label: Basketball, predict: BandMarching
id: 0289, acc: 12.80, label: Basketball, predict: BandMarching
id: 0290, acc: 12.76, label: Basketball, predict: BandMarching
id: 0291, acc: 12.71, label: Basketball, predict: BandMarching
id: 0292, acc: 12.67, label: Basketball, predict: BandMarching
id: 0293, acc: 12.63, label: Basketball, predict: BandMarching
id: 0294, acc: 12.59, label: Basketball, predict: BandMarching
id: 0295, acc: 12.54, label: Basketball, predict: BandMarching
id: 0296, acc: 12.50, label: Basketball, predict: BandMarching
id: 0297, acc: 12.46, label: Basketball, predict: BandMarching
id: 0298, acc: 12.42, label: Basketball, predict: BandMarching
id: 0299, acc: 12.37, label: Basketball, predict: BandMarching
id: 0300, acc: 12.33, label: Basketball, predict: BandMarching
id: 0301, acc: 12.29, label: Basketball, predict: BandMarching
id: 0302, acc: 12.25, label: Basketball, predict: BandMarching
id: 0303, acc: 12.21, label: Basketball, predict: BandMarching
id: 0304, acc: 12.17, label: Basketball, predict: BandMarching
id: 0305, acc: 12.13, label: BasketballDunk, predict: BandMarching
id: 0306, acc: 12.09, label: BasketballDunk, predict: BandMarching
id: 0307, acc: 12.05, label: BasketballDunk, predict: BandMarching
id: 0308, acc: 12.01, label: BasketballDunk, predict: BandMarching
id: 0309, acc: 11.97, label: BasketballDunk, predict: BandMarching
id: 0310, acc: 11.94, label: BasketballDunk, predict: BandMarching
id: 0311, acc: 11.90, label: BasketballDunk, predict: BandMarching
id: 0312, acc: 11.86, label: BasketballDunk, predict: BandMarching
id: 0313, acc: 11.82, label: BasketballDunk, predict: BandMarching
id: 0314, acc: 11.78, label: BasketballDunk, predict: BandMarching
id: 0315, acc: 11.75, label: BasketballDunk, predict: BandMarching
id: 0316, acc: 11.71, label: BasketballDunk, predict: BandMarching
id: 0317, acc: 11.67, label: BasketballDunk, predict: BandMarching
id: 0318, acc: 11.64, label: BasketballDunk, predict: BandMarching
id: 0319, acc: 11.60, label: BasketballDunk, predict: BandMarching
id: 0320, acc: 11.56, label: BasketballDunk, predict: BandMarching
id: 0321, acc: 11.53, label: BasketballDunk, predict: BandMarching
id: 0322, acc: 11.49, label: BasketballDunk, predict: BandMarching
id: 0323, acc: 11.46, label: BasketballDunk, predict: BandMarching
id: 0324, acc: 11.42, label: BasketballDunk, predict: BandMarching
id: 0325, acc: 11.38, label: BasketballDunk, predict: BandMarching
id: 0326, acc: 11.35, label: BasketballDunk, predict: BandMarching
id: 0327, acc: 11.31, label: BasketballDunk, predict: BandMarching
id: 0328, acc: 11.28, label: BasketballDunk, predict: BandMarching
id: 0329, acc: 11.25, label: BasketballDunk, predict: BandMarching
id: 0330, acc: 11.21, label: BasketballDunk, predict: BandMarching
id: 0331, acc: 11.18, label: BasketballDunk, predict: BandMarching
id: 0332, acc: 11.14, label: BasketballDunk, predict: BandMarching
id: 0333, acc: 11.11, label: BasketballDunk, predict: BandMarching
id: 0334, acc: 11.08, label: BasketballDunk, predict: BandMarching
id: 0335, acc: 11.04, label: BasketballDunk, predict: BandMarching
id: 0336, acc: 11.01, label: BasketballDunk, predict: LongJump
id: 0337, acc: 10.98, label: BasketballDunk, predict: BandMarching
id: 0338, acc: 10.95, label: BasketballDunk, predict: BandMarching
id: 0339, acc: 10.91, label: BasketballDunk, predict: BandMarching
id: 0340, acc: 10.88, label: BasketballDunk, predict: BandMarching
id: 0341, acc: 10.85, label: BasketballDunk, predict: LongJump
id: 0342, acc: 10.82, label: BenchPress, predict: BandMarching
id: 0343, acc: 10.79, label: BenchPress, predict: BandMarching
id: 0344, acc: 10.76, label: BenchPress, predict: BandMarching
id: 0345, acc: 10.72, label: BenchPress, predict: BandMarching
id: 0346, acc: 10.69, label: BenchPress, predict: BandMarching
id: 0347, acc: 10.66, label: BenchPress, predict: BandMarching
id: 0348, acc: 10.63, label: BenchPress, predict: BandMarching
id: 0349, acc: 10.60, label: BenchPress, predict: BandMarching
id: 0350, acc: 10.57, label: BenchPress, predict: BandMarching
id: 0351, acc: 10.54, label: BenchPress, predict: BandMarching
id: 0352, acc: 10.51, label: BenchPress, predict: BandMarching
id: 0353, acc: 10.48, label: BenchPress, predict: Swing
id: 0354, acc: 10.45, label: BenchPress, predict: BandMarching
id: 0355, acc: 10.42, label: BenchPress, predict: BrushingTeeth
id: 0356, acc: 10.39, label: BenchPress, predict: BandMarching
id: 0357, acc: 10.36, label: BenchPress, predict: BandMarching
id: 0358, acc: 10.34, label: BenchPress, predict: BandMarching
id: 0359, acc: 10.31, label: BenchPress, predict: BrushingTeeth
id: 0360, acc: 10.28, label: BenchPress, predict: BandMarching
id: 0361, acc: 10.25, label: BenchPress, predict: HeadMassage
id: 0362, acc: 10.22, label: BenchPress, predict: BandMarching
id: 0363, acc: 10.19, label: BenchPress, predict: BandMarching
id: 0364, acc: 10.16, label: BenchPress, predict: HeadMassage
id: 0365, acc: 10.14, label: BenchPress, predict: HeadMassage
id: 0366, acc: 10.11, label: BenchPress, predict: HeadMassage
id: 0367, acc: 10.08, label: BenchPress, predict: HeadMassage
id: 0368, acc: 10.05, label: BenchPress, predict: HeadMassage
id: 0369, acc: 10.03, label: BenchPress, predict: BandMarching
id: 0370, acc: 10.00, label: BenchPress, predict: BandMarching
id: 0371, acc: 9.97, label: BenchPress, predict: BandMarching
id: 0372, acc: 9.95, label: BenchPress, predict: BandMarching
id: 0373, acc: 9.92, label: BenchPress, predict: PommelHorse
id: 0374, acc: 9.89, label: BenchPress, predict: BandMarching
id: 0375, acc: 9.87, label: BenchPress, predict: BandMarching
id: 0376, acc: 9.84, label: BenchPress, predict: BandMarching
id: 0377, acc: 9.81, label: BenchPress, predict: BandMarching
id: 0378, acc: 9.79, label: BenchPress, predict: BrushingTeeth
id: 0379, acc: 9.76, label: BenchPress, predict: BandMarching
id: 0380, acc: 9.74, label: BenchPress, predict: BandMarching
id: 0381, acc: 9.71, label: BenchPress, predict: BandMarching
id: 0382, acc: 9.69, label: BenchPress, predict: LongJump
id: 0383, acc: 9.66, label: BenchPress, predict: Swing
id: 0384, acc: 9.64, label: BenchPress, predict: BandMarching
id: 0385, acc: 9.61, label: BenchPress, predict: BandMarching
id: 0386, acc: 9.59, label: BenchPress, predict: BandMarching
id: 0387, acc: 9.56, label: BenchPress, predict: BandMarching
id: 0388, acc: 9.54, label: BenchPress, predict: BandMarching
id: 0389, acc: 9.51, label: BenchPress, predict: BandMarching
id: 0390, acc: 9.49, label: Biking, predict: BandMarching
id: 0391, acc: 9.46, label: Biking, predict: BandMarching
id: 0392, acc: 9.44, label: Biking, predict: BandMarching
id: 0393, acc: 9.41, label: Biking, predict: BandMarching
id: 0394, acc: 9.39, label: Biking, predict: BandMarching
id: 0395, acc: 9.37, label: Biking, predict: BandMarching
id: 0396, acc: 9.34, label: Biking, predict: BandMarching
id: 0397, acc: 9.32, label: Biking, predict: BandMarching
id: 0398, acc: 9.30, label: Biking, predict: BandMarching
id: 0399, acc: 9.27, label: Biking, predict: BandMarching
id: 0400, acc: 9.25, label: Biking, predict: BandMarching
id: 0401, acc: 9.23, label: Biking, predict: BandMarching
id: 0402, acc: 9.20, label: Biking, predict: BandMarching
id: 0403, acc: 9.18, label: Biking, predict: BandMarching
id: 0404, acc: 9.16, label: Biking, predict: BandMarching
id: 0405, acc: 9.14, label: Biking, predict: BandMarching
id: 0406, acc: 9.11, label: Biking, predict: BandMarching
id: 0407, acc: 9.09, label: Biking, predict: BandMarching
id: 0408, acc: 9.07, label: Biking, predict: BandMarching
id: 0409, acc: 9.05, label: Biking, predict: BandMarching
id: 0410, acc: 9.02, label: Biking, predict: BrushingTeeth
id: 0411, acc: 9.00, label: Biking, predict: BandMarching
id: 0412, acc: 8.98, label: Biking, predict: BandMarching
id: 0413, acc: 8.96, label: Biking, predict: BandMarching
id: 0414, acc: 8.94, label: Biking, predict: BandMarching
id: 0415, acc: 8.92, label: Biking, predict: BandMarching
id: 0416, acc: 8.89, label: Biking, predict: BandMarching
id: 0417, acc: 8.87, label: Biking, predict: BandMarching
id: 0418, acc: 8.85, label: Biking, predict: BandMarching
id: 0419, acc: 8.83, label: Biking, predict: BandMarching
id: 0420, acc: 8.81, label: Biking, predict: PoleVault
id: 0421, acc: 8.79, label: Biking, predict: BandMarching
id: 0422, acc: 8.77, label: Biking, predict: BandMarching
id: 0423, acc: 8.75, label: Biking, predict: BandMarching
id: 0424, acc: 8.73, label: Biking, predict: BandMarching
id: 0425, acc: 8.71, label: Biking, predict: BandMarching
id: 0426, acc: 8.69, label: Biking, predict: LongJump
id: 0427, acc: 8.67, label: Biking, predict: BandMarching
id: 0428, acc: 8.64, label: Billiards, predict: BandMarching
id: 0429, acc: 8.62, label: Billiards, predict: BandMarching
id: 0430, acc: 8.60, label: Billiards, predict: BandMarching
id: 0431, acc: 8.58, label: Billiards, predict: BandMarching
id: 0432, acc: 8.56, label: Billiards, predict: BandMarching
id: 0433, acc: 8.55, label: Billiards, predict: BandMarching
