Framing

Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: HandstandWalking
id: 0055, acc: 80.00, label: ApplyLipstick, predict: ShavingBeard
id: 0056, acc: 78.57, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 77.19, label: ApplyLipstick, predict: BrushingTeeth
id: 0058, acc: 77.59, label: ApplyLipstick, predict: ApplyLipstick
id: 0059, acc: 77.97, label: ApplyLipstick, predict: ApplyLipstick
id: 0060, acc: 78.33, label: ApplyLipstick, predict: ApplyLipstick
id: 0061, acc: 78.69, label: ApplyLipstick, predict: ApplyLipstick
id: 0062, acc: 79.03, label: ApplyLipstick, predict: ApplyLipstick
id: 0063, acc: 77.78, label: ApplyLipstick, predict: BlowingCandles
id: 0064, acc: 76.56, label: ApplyLipstick, predict: BlowingCandles
id: 0065, acc: 75.38, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0066, acc: 74.24, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0067, acc: 73.13, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0068, acc: 72.06, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0069, acc: 71.01, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0070, acc: 70.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0071, acc: 69.01, label: ApplyLipstick, predict: BrushingTeeth
id: 0072, acc: 69.44, label: ApplyLipstick, predict: ApplyLipstick
id: 0073, acc: 69.86, label: ApplyLipstick, predict: ApplyLipstick
id: 0074, acc: 68.92, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0075, acc: 68.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0076, acc: 67.11, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0077, acc: 66.23, label: Archery, predict: Knitting
id: 0078, acc: 65.38, label: Archery, predict: ThrowDiscus
id: 0079, acc: 64.56, label: Archery, predict: ThrowDiscus
id: 0080, acc: 65.00, label: Archery, predict: Archery
id: 0081, acc: 64.20, label: Archery, predict: Knitting
id: 0082, acc: 63.41, label: Archery, predict: FrontCrawl
id: 0083, acc: 62.65, label: Archery, predict: Hammering
id: 0084, acc: 63.10, label: Archery, predict: Archery
id: 0085, acc: 63.53, label: Archery, predict: Archery
id: 0086, acc: 63.95, label: Archery, predict: Archery
id: 0087, acc: 63.22, label: Archery, predict: RopeClimbing
id: 0088, acc: 63.64, label: Archery, predict: Archery
id: 0089, acc: 64.04, label: Archery, predict: Archery
id: 0090, acc: 64.44, label: Archery, predict: Archery
id: 0091, acc: 63.74, label: Archery, predict: JumpingJack
id: 0092, acc: 64.13, label: Archery, predict: Archery
id: 0093, acc: 63.44, label: Archery, predict: WallPushups
id: 0094, acc: 62.77, label: Archery, predict: CliffDiving
id: 0095, acc: 62.11, label: Archery, predict: RopeClimbing
id: 0096, acc: 62.50, label: Archery, predict: Archery
id: 0097, acc: 62.89, label: Archery, predict: Archery
id: 0098, acc: 63.27, label: Archery, predict: Archery
id: 0099, acc: 62.63, label: Archery, predict: PlayingViolin
id: 0100, acc: 62.00, label: Archery, predict: PlayingCello
id: 0101, acc: 61.39, label: Archery, predict: VolleyballSpiking
id: 0102, acc: 60.78, label: Archery, predict: UnevenBars
id: 0103, acc: 60.19, label: Archery, predict: Fencing
id: 0104, acc: 59.62, label: Archery, predict: HandstandWalking
id: 0105, acc: 59.05, label: Archery, predict: HandstandWalking
id: 0106, acc: 58.49, label: Archery, predict: Drumming
id: 0107, acc: 57.94, label: Archery, predict: Haircut
id: 0108, acc: 57.41, label: Archery, predict: Drumming
id: 0109, acc: 56.88, label: Archery, predict: PlayingViolin
id: 0110, acc: 56.36, label: Archery, predict: PlayingViolin
id: 0111, acc: 55.86, label: Archery, predict: Drumming
id: 0112, acc: 56.25, label: Archery, predict: Archery
id: 0113, acc: 56.64, label: Archery, predict: Archery
id: 0114, acc: 56.14, label: Archery, predict: RopeClimbing
id: 0115, acc: 56.52, label: Archery, predict: Archery
id: 0116, acc: 56.03, label: Archery, predict: TaiChi
id: 0117, acc: 56.41, label: Archery, predict: Archery
id: 0118, acc: 56.78, label: BabyCrawling, predict: BabyCrawling
id: 0119, acc: 56.30, label: BabyCrawling, predict: PlayingDaf
id: 0120, acc: 56.67, label: BabyCrawling, predict: BabyCrawling
id: 0121, acc: 57.02, label: BabyCrawling, predict: BabyCrawling
id: 0122, acc: 57.38, label: BabyCrawling, predict: BabyCrawling
id: 0123, acc: 57.72, label: BabyCrawling, predict: BabyCrawling
id: 0124, acc: 58.06, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 58.40, label: BabyCrawling, predict: BabyCrawling
id: 0126, acc: 58.73, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 59.06, label: BabyCrawling, predict: BabyCrawling
id: 0128, acc: 59.38, label: BabyCrawling, predict: BabyCrawling
id: 0129, acc: 58.91, label: BabyCrawling, predict: Rafting
id: 0130, acc: 59.23, label: BabyCrawling, predict: BabyCrawling
id: 0131, acc: 59.54, label: BabyCrawling, predict: BabyCrawling
id: 0132, acc: 59.85, label: BabyCrawling, predict: BabyCrawling
id: 0133, acc: 60.15, label: BabyCrawling, predict: BabyCrawling
id: 0134, acc: 60.45, label: BabyCrawling, predict: BabyCrawling
id: 0135, acc: 60.74, label: BabyCrawling, predict: BabyCrawling
id: 0136, acc: 61.03, label: BabyCrawling, predict: BabyCrawling
id: 0137, acc: 60.58, label: BabyCrawling, predict: PushUps
id: 0138, acc: 60.14, label: BabyCrawling, predict: PushUps
id: 0139, acc: 60.43, label: BabyCrawling, predict: BabyCrawling
id: 0140, acc: 60.71, label: BabyCrawling, predict: BabyCrawling
id: 0141, acc: 60.28, label: BabyCrawling, predict: HandstandPushups
id: 0142, acc: 59.86, label: BabyCrawling, predict: HandstandWalking
id: 0143, acc: 59.44, label: BabyCrawling, predict: PullUps
id: 0144, acc: 59.03, label: BabyCrawling, predict: BlowingCandles
id: 0145, acc: 59.31, label: BabyCrawling, predict: BabyCrawling
id: 0146, acc: 58.90, label: BabyCrawling, predict: CuttingInKitchen
id: 0147, acc: 59.18, label: BabyCrawling, predict: BabyCrawling
id: 0148, acc: 59.46, label: BabyCrawling, predict: BabyCrawling
id: 0149, acc: 59.73, label: BabyCrawling, predict: BabyCrawling
id: 0150, acc: 60.00, label: BabyCrawling, predict: BabyCrawling
id: 0151, acc: 59.60, label: BabyCrawling, predict: Rafting
id: 0152, acc: 59.87, label: BabyCrawling, predict: BabyCrawling
id: 0153, acc: 59.48, label: BalanceBeam, predict: ParallelBars
id: 0154, acc: 59.09, label: BalanceBeam, predict: Shotput
id: 0155, acc: 58.71, label: BalanceBeam, predict: Shotput
id: 0156, acc: 58.33, label: BalanceBeam, predict: HammerThrow
id: 0157, acc: 58.60, label: BalanceBeam, predict: BalanceBeam
id: 0158, acc: 58.86, label: BalanceBeam, predict: BalanceBeam
id: 0159, acc: 59.12, label: BalanceBeam, predict: BalanceBeam
id: 0160, acc: 59.38, label: BalanceBeam, predict: BalanceBeam
id: 0161, acc: 59.63, label: BalanceBeam, predict: BalanceBeam
id: 0162, acc: 59.88, label: BalanceBeam, predict: BalanceBeam
id: 0163, acc: 60.12, label: BalanceBeam, predict: BalanceBeam
id: 0164, acc: 60.37, label: BalanceBeam, predict: BalanceBeam
id: 0165, acc: 60.61, label: BalanceBeam, predict: BalanceBeam
id: 0166, acc: 60.84, label: BalanceBeam, predict: BalanceBeam
id: 0167, acc: 61.08, label: BalanceBeam, predict: BalanceBeam
id: 0168, acc: 61.31, label: BalanceBeam, predict: BalanceBeam
id: 0169, acc: 60.95, label: BalanceBeam, predict: UnevenBars
id: 0170, acc: 61.18, label: BalanceBeam, predict: BalanceBeam
id: 0171, acc: 60.82, label: BalanceBeam, predict: Shotput
id: 0172, acc: 60.47, label: BalanceBeam, predict: Shotput
id: 0173, acc: 60.69, label: BalanceBeam, predict: BalanceBeam
id: 0174, acc: 60.92, label: BalanceBeam, predict: BalanceBeam
id: 0175, acc: 60.57, label: BalanceBeam, predict: Shotput
id: 0176, acc: 60.23, label: BalanceBeam, predict: Shotput
id: 0177, acc: 59.89, label: BalanceBeam, predict: Shotput
id: 0178, acc: 60.11, label: BalanceBeam, predict: BalanceBeam
id: 0179, acc: 60.34, label: BalanceBeam, predict: BalanceBeam
id: 0180, acc: 60.56, label: BalanceBeam, predict: BalanceBeam
id: 0181, acc: 60.77, label: BalanceBeam, predict: BalanceBeam
id: 0182, acc: 60.44, label: BalanceBeam, predict: UnevenBars
id: 0183, acc: 60.66, label: BalanceBeam, predict: BalanceBeam
id: 0184, acc: 60.87, label: BandMarching, predict: BandMarching
id: 0185, acc: 61.08, label: BandMarching, predict: BandMarching
id: 0186, acc: 61.29, label: BandMarching, predict: BandMarching
id: 0187, acc: 61.50, label: BandMarching, predict: BandMarching
id: 0188, acc: 61.70, label: BandMarching, predict: BandMarching
id: 0189, acc: 61.90, label: BandMarching, predict: BandMarching
id: 0190, acc: 62.11, label: BandMarching, predict: BandMarching
id: 0191, acc: 62.30, label: BandMarching, predict: BandMarching
id: 0192, acc: 62.50, label: BandMarching, predict: BandMarching
id: 0193, acc: 62.69, label: BandMarching, predict: BandMarching
id: 0194, acc: 62.89, label: BandMarching, predict: BandMarching
id: 0195, acc: 63.08, label: BandMarching, predict: BandMarching
id: 0196, acc: 63.27, label: BandMarching, predict: BandMarching
id: 0197, acc: 63.45, label: BandMarching, predict: BandMarching
id: 0198, acc: 63.64, label: BandMarching, predict: BandMarching
id: 0199, acc: 63.82, label: BandMarching, predict: BandMarching
id: 0200, acc: 64.00, label: BandMarching, predict: BandMarching
id: 0201, acc: 64.18, label: BandMarching, predict: BandMarching
id: 0202, acc: 64.36, label: BandMarching, predict: BandMarching
id: 0203, acc: 64.53, label: BandMarching, predict: BandMarching
id: 0204, acc: 64.71, label: BandMarching, predict: BandMarching
id: 0205, acc: 64.39, label: BandMarching, predict: HighJump
id: 0206, acc: 64.56, label: BandMarching, predict: BandMarching
id: 0207, acc: 64.73, label: BandMarching, predict: BandMarching
id: 0208, acc: 64.90, label: BandMarching, predict: BandMarching
id: 0209, acc: 65.07, label: BandMarching, predict: BandMarching
id: 0210, acc: 65.24, label: BandMarching, predict: BandMarching
id: 0211, acc: 65.40, label: BandMarching, predict: BandMarching
id: 0212, acc: 65.57, label: BandMarching, predict: BandMarching
id: 0213, acc: 65.73, label: BandMarching, predict: BandMarching
id: 0214, acc: 65.89, label: BandMarching, predict: BandMarching
id: 0215, acc: 66.05, label: BandMarching, predict: BandMarching
id: 0216, acc: 66.20, label: BandMarching, predict: BandMarching
id: 0217, acc: 66.36, label: BandMarching, predict: BandMarching
id: 0218, acc: 66.51, label: BandMarching, predict: BandMarching
id: 0219, acc: 66.67, label: BandMarching, predict: BandMarching
id: 0220, acc: 66.82, label: BandMarching, predict: BandMarching
id: 0221, acc: 66.97, label: BandMarching, predict: BandMarching
id: 0222, acc: 67.12, label: BandMarching, predict: BandMarching
id: 0223, acc: 67.26, label: BandMarching, predict: BandMarching
id: 0224, acc: 67.41, label: BandMarching, predict: BandMarching
id: 0225, acc: 67.56, label: BandMarching, predict: BandMarching
id: 0226, acc: 67.70, label: BandMarching, predict: BandMarching
id: 0227, acc: 67.40, label: BaseballPitch, predict: TennisSwing
id: 0228, acc: 67.11, label: BaseballPitch, predict: TennisSwing
id: 0229, acc: 66.81, label: BaseballPitch, predict: TennisSwing
id: 0230, acc: 66.52, label: BaseballPitch, predict: Archery
id: 0231, acc: 66.23, label: BaseballPitch, predict: HandstandWalking
id: 0232, acc: 65.95, label: BaseballPitch, predict: TennisSwing
id: 0233, acc: 66.09, label: BaseballPitch, predict: BaseballPitch
id: 0234, acc: 66.24, label: BaseballPitch, predict: BaseballPitch
id: 0235, acc: 66.38, label: BaseballPitch, predict: BaseballPitch
id: 0236, acc: 66.53, label: BaseballPitch, predict: BaseballPitch
id: 0237, acc: 66.24, label: BaseballPitch, predict: TennisSwing
id: 0238, acc: 65.97, label: BaseballPitch, predict: JugglingBalls
id: 0239, acc: 65.69, label: BaseballPitch, predict: CliffDiving
id: 0240, acc: 65.83, label: BaseballPitch, predict: BaseballPitch
id: 0241, acc: 65.98, label: BaseballPitch, predict: BaseballPitch
id: 0242, acc: 66.12, label: BaseballPitch, predict: BaseballPitch
id: 0243, acc: 66.26, label: BaseballPitch, predict: BaseballPitch
id: 0244, acc: 65.98, label: BaseballPitch, predict: RockClimbingIndoor
id: 0245, acc: 65.71, label: BaseballPitch, predict: CricketBowling
id: 0246, acc: 65.45, label: BaseballPitch, predict: CricketBowling
id: 0247, acc: 65.18, label: BaseballPitch, predict: CricketBowling
id: 0248, acc: 64.92, label: BaseballPitch, predict: CricketShot
id: 0249, acc: 65.06, label: BaseballPitch, predict: BaseballPitch
id: 0250, acc: 65.20, label: BaseballPitch, predict: BaseballPitch
id: 0251, acc: 65.34, label: BaseballPitch, predict: BaseballPitch
id: 0252, acc: 65.48, label: BaseballPitch, predict: BaseballPitch
id: 0253, acc: 65.61, label: BaseballPitch, predict: BaseballPitch
id: 0254, acc: 65.75, label: BaseballPitch, predict: BaseballPitch
id: 0255, acc: 65.88, label: BaseballPitch, predict: BaseballPitch
id: 0256, acc: 66.02, label: BaseballPitch, predict: BaseballPitch
id: 0257, acc: 66.15, label: BaseballPitch, predict: BaseballPitch
id: 0258, acc: 66.28, label: BaseballPitch, predict: BaseballPitch
id: 0259, acc: 66.41, label: BaseballPitch, predict: BaseballPitch
id: 0260, acc: 66.54, label: BaseballPitch, predict: BaseballPitch
id: 0261, acc: 66.67, label: BaseballPitch, predict: BaseballPitch
id: 0262, acc: 66.79, label: BaseballPitch, predict: BaseballPitch
id: 0263, acc: 66.92, label: BaseballPitch, predict: BaseballPitch
id: 0264, acc: 67.05, label: BaseballPitch, predict: BaseballPitch
id: 0265, acc: 67.17, label: BaseballPitch, predict: BaseballPitch
id: 0266, acc: 67.29, label: BaseballPitch, predict: BaseballPitch
id: 0267, acc: 67.42, label: BaseballPitch, predict: BaseballPitch
id: 0268, acc: 67.54, label: BaseballPitch, predict: BaseballPitch
id: 0269, acc: 67.66, label: BaseballPitch, predict: BaseballPitch
id: 0270, acc: 67.41, label: Basketball, predict: TennisSwing
id: 0271, acc: 67.16, label: Basketball, predict: TennisSwing
id: 0272, acc: 66.91, label: Basketball, predict: TennisSwing
id: 0273, acc: 66.67, label: Basketball, predict: TennisSwing
id: 0274, acc: 66.42, label: Basketball, predict: TennisSwing
id: 0275, acc: 66.18, label: Basketball, predict: TennisSwing
id: 0276, acc: 65.94, label: Basketball, predict: CricketBowling
id: 0277, acc: 65.70, label: Basketball, predict: VolleyballSpiking
id: 0278, acc: 65.47, label: Basketball, predict: VolleyballSpiking
id: 0279, acc: 65.23, label: Basketball, predict: TaiChi
id: 0280, acc: 65.00, label: Basketball, predict: VolleyballSpiking
id: 0281, acc: 64.77, label: Basketball, predict: VolleyballSpiking
id: 0282, acc: 64.54, label: Basketball, predict: VolleyballSpiking
id: 0283, acc: 64.66, label: Basketball, predict: Basketball
id: 0284, acc: 64.79, label: Basketball, predict: Basketball
id: 0285, acc: 64.91, label: Basketball, predict: Basketball
id: 0286, acc: 65.03, label: Basketball, predict: Basketball
id: 0287, acc: 64.81, label: Basketball, predict: TennisSwing
id: 0288, acc: 64.93, label: Basketball, predict: Basketball
id: 0289, acc: 65.05, label: Basketball, predict: Basketball
id: 0290, acc: 64.83, label: Basketball, predict: HandstandWalking
id: 0291, acc: 64.60, label: Basketball, predict: Biking
id: 0292, acc: 64.38, label: Basketball, predict: HandstandWalking
id: 0293, acc: 64.16, label: Basketball, predict: HandstandWalking
id: 0294, acc: 63.95, label: Basketball, predict: RockClimbingIndoor
id: 0295, acc: 63.73, label: Basketball, predict: CricketBowling
id: 0296, acc: 63.51, label: Basketball, predict: Biking
id: 0297, acc: 63.30, label: Basketball, predict: TennisSwing
id: 0298, acc: 63.09, label: Basketball, predict: TennisSwing
id: 0299, acc: 63.21, label: Basketball, predict: Basketball
id: 0300, acc: 63.00, label: Basketball, predict: HandstandWalking
id: 0301, acc: 63.12, label: Basketball, predict: Basketball
id: 0302, acc: 63.25, label: Basketball, predict: Basketball
id: 0303, acc: 63.37, label: Basketball, predict: Basketball
id: 0304, acc: 63.16, label: Basketball, predict: Swing
id: 0305, acc: 63.28, label: BasketballDunk, predict: BasketballDunk
id: 0306, acc: 63.40, label: BasketballDunk, predict: BasketballDunk
id: 0307, acc: 63.52, label: BasketballDunk, predict: BasketballDunk
id: 0308, acc: 63.64, label: BasketballDunk, predict: BasketballDunk
id: 0309, acc: 63.75, label: BasketballDunk, predict: BasketballDunk
id: 0310, acc: 63.87, label: BasketballDunk, predict: BasketballDunk
id: 0311, acc: 63.99, label: BasketballDunk, predict: BasketballDunk
id: 0312, acc: 64.10, label: BasketballDunk, predict: BasketballDunk
id: 0313, acc: 64.22, label: BasketballDunk, predict: BasketballDunk
id: 0314, acc: 64.33, label: BasketballDunk, predict: BasketballDunk
id: 0315, acc: 64.44, label: BasketballDunk, predict: BasketballDunk
id: 0316, acc: 64.56, label: BasketballDunk, predict: BasketballDunk
id: 0317, acc: 64.67, label: BasketballDunk, predict: BasketballDunk
id: 0318, acc: 64.78, label: BasketballDunk, predict: BasketballDunk
id: 0319, acc: 64.89, label: BasketballDunk, predict: BasketballDunk
id: 0320, acc: 65.00, label: BasketballDunk, predict: BasketballDunk
id: 0321, acc: 65.11, label: BasketballDunk, predict: BasketballDunk
id: 0322, acc: 65.22, label: BasketballDunk, predict: BasketballDunk
id: 0323, acc: 65.33, label: BasketballDunk, predict: BasketballDunk
id: 0324, acc: 65.43, label: BasketballDunk, predict: BasketballDunk
id: 0325, acc: 65.54, label: BasketballDunk, predict: BasketballDunk
id: 0326, acc: 65.64, label: BasketballDunk, predict: BasketballDunk
id: 0327, acc: 65.75, label: BasketballDunk, predict: BasketballDunk
id: 0328, acc: 65.85, label: BasketballDunk, predict: BasketballDunk
id: 0329, acc: 65.96, label: BasketballDunk, predict: BasketballDunk
id: 0330, acc: 66.06, label: BasketballDunk, predict: BasketballDunk
id: 0331, acc: 66.16, label: BasketballDunk, predict: BasketballDunk
id: 0332, acc: 66.27, label: BasketballDunk, predict: BasketballDunk
id: 0333, acc: 66.37, label: BasketballDunk, predict: BasketballDunk
id: 0334, acc: 66.47, label: BasketballDunk, predict: BasketballDunk
id: 0335, acc: 66.57, label: BasketballDunk, predict: BasketballDunk
id: 0336, acc: 66.67, label: BasketballDunk, predict: BasketballDunk
id: 0337, acc: 66.77, label: BasketballDunk, predict: BasketballDunk
id: 0338, acc: 66.86, label: BasketballDunk, predict: BasketballDunk
id: 0339, acc: 66.96, label: BasketballDunk, predict: BasketballDunk
id: 0340, acc: 67.06, label: BasketballDunk, predict: BasketballDunk
id: 0341, acc: 67.16, label: BasketballDunk, predict: BasketballDunk
id: 0342, acc: 67.25, label: BenchPress, predict: BenchPress
id: 0343, acc: 67.35, label: BenchPress, predict: BenchPress
id: 0344, acc: 67.44, label: BenchPress, predict: BenchPress
id: 0345, acc: 67.54, label: BenchPress, predict: BenchPress
id: 0346, acc: 67.63, label: BenchPress, predict: BenchPress
id: 0347, acc: 67.72, label: BenchPress, predict: BenchPress
id: 0348, acc: 67.82, label: BenchPress, predict: BenchPress
id: 0349, acc: 67.91, label: BenchPress, predict: BenchPress
id: 0350, acc: 68.00, label: BenchPress, predict: BenchPress
id: 0351, acc: 68.09, label: BenchPress, predict: BenchPress
id: 0352, acc: 68.18, label: BenchPress, predict: BenchPress
id: 0353, acc: 68.27, label: BenchPress, predict: BenchPress
id: 0354, acc: 68.36, label: BenchPress, predict: BenchPress
id: 0355, acc: 68.45, label: BenchPress, predict: BenchPress
id: 0356, acc: 68.54, label: BenchPress, predict: BenchPress
id: 0357, acc: 68.63, label: BenchPress, predict: BenchPress
id: 0358, acc: 68.72, label: BenchPress, predict: BenchPress
id: 0359, acc: 68.80, label: BenchPress, predict: BenchPress
id: 0360, acc: 68.89, label: BenchPress, predict: BenchPress
id: 0361, acc: 68.98, label: BenchPress, predict: BenchPress
id: 0362, acc: 69.06, label: BenchPress, predict: BenchPress
id: 0363, acc: 69.15, label: BenchPress, predict: BenchPress
id: 0364, acc: 69.23, label: BenchPress, predict: BenchPress
id: 0365, acc: 69.32, label: BenchPress, predict: BenchPress
id: 0366, acc: 69.40, label: BenchPress, predict: BenchPress
id: 0367, acc: 69.48, label: BenchPress, predict: BenchPress
id: 0368, acc: 69.57, label: BenchPress, predict: BenchPress
id: 0369, acc: 69.65, label: BenchPress, predict: BenchPress
id: 0370, acc: 69.73, label: BenchPress, predict: BenchPress
id: 0371, acc: 69.81, label: BenchPress, predict: BenchPress
id: 0372, acc: 69.89, label: BenchPress, predict: BenchPress
id: 0373, acc: 69.97, label: BenchPress, predict: BenchPress
id: 0374, acc: 70.05, label: BenchPress, predict: BenchPress
id: 0375, acc: 70.13, label: BenchPress, predict: BenchPress
id: 0376, acc: 69.95, label: BenchPress, predict: PlayingCello
id: 0377, acc: 69.76, label: BenchPress, predict: PlayingCello
id: 0378, acc: 69.84, label: BenchPress, predict: BenchPress
id: 0379, acc: 69.92, label: BenchPress, predict: BenchPress
id: 0380, acc: 69.74, label: BenchPress, predict: PlayingCello
id: 0381, acc: 69.55, label: BenchPress, predict: PlayingCello
id: 0382, acc: 69.37, label: BenchPress, predict: PlayingCello
id: 0383, acc: 69.45, label: BenchPress, predict: BenchPress
id: 0384, acc: 69.53, label: BenchPress, predict: BenchPress
id: 0385, acc: 69.61, label: BenchPress, predict: BenchPress
id: 0386, acc: 69.69, label: BenchPress, predict: BenchPress
id: 0387, acc: 69.77, label: BenchPress, predict: BenchPress
id: 0388, acc: 69.85, label: BenchPress, predict: BenchPress
id: 0389, acc: 69.92, label: BenchPress, predict: BenchPress
id: 0390, acc: 70.00, label: Biking, predict: Biking
id: 0391, acc: 70.08, label: Biking, predict: Biking
id: 0392, acc: 70.15, label: Biking, predict: Biking
id: 0393, acc: 69.97, label: Biking, predict: HandstandWalking
id: 0394, acc: 69.80, label: Biking, predict: SkyDiving
id: 0395, acc: 69.87, label: Biking, predict: Biking
id: 0396, acc: 69.70, label: Biking, predict: Skiing
id: 0397, acc: 69.52, label: Biking, predict: Rafting
id: 0398, acc: 69.60, label: Biking, predict: Biking
id: 0399, acc: 69.42, label: Biking, predict: Skiing
id: 0400, acc: 69.50, label: Biking, predict: Biking
id: 0401, acc: 69.58, label: Biking, predict: Biking
id: 0402, acc: 69.40, label: Biking, predict: Rafting
id: 0403, acc: 69.23, label: Biking, predict: Rafting
id: 0404, acc: 69.06, label: Biking, predict: Rafting
id: 0405, acc: 68.89, label: Biking, predict: MoppingFloor
id: 0406, acc: 68.97, label: Biking, predict: Biking
id: 0407, acc: 69.04, label: Biking, predict: Biking
id: 0408, acc: 69.12, label: Biking, predict: Biking
id: 0409, acc: 68.95, label: Biking, predict: WalkingWithDog
id: 0410, acc: 68.78, label: Biking, predict: TaiChi
id: 0411, acc: 68.86, label: Biking, predict: Biking
id: 0412, acc: 68.93, label: Biking, predict: Biking
id: 0413, acc: 69.01, label: Biking, predict: Biking
id: 0414, acc: 69.08, label: Biking, predict: Biking
