One

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: RockClimbingIndoor
id: 0068, acc: 0.00, label: ApplyLipstick, predict: RockClimbingIndoor
id: 0069, acc: 0.00, label: ApplyLipstick, predict: RockClimbingIndoor
id: 0070, acc: 0.00, label: ApplyLipstick, predict: RockClimbingIndoor
id: 0071, acc: 0.00, label: ApplyLipstick, predict: RockClimbingIndoor
id: 0072, acc: 0.00, label: ApplyLipstick, predict: RockClimbingIndoor
id: 0073, acc: 0.00, label: ApplyLipstick, predict: RockClimbingIndoor
id: 0074, acc: 0.00, label: ApplyLipstick, predict: RockClimbingIndoor
id: 0075, acc: 0.00, label: ApplyLipstick, predict: RockClimbingIndoor
id: 0076, acc: 0.00, label: ApplyLipstick, predict: RockClimbingIndoor
id: 0077, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0078, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0079, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0080, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0081, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0082, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0083, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0084, acc: 0.00, label: Archery, predict: Swing
id: 0085, acc: 0.00, label: Archery, predict: Swing
id: 0086, acc: 0.00, label: Archery, predict: Swing
id: 0087, acc: 0.00, label: Archery, predict: BandMarching
id: 0088, acc: 0.00, label: Archery, predict: Swing
id: 0089, acc: 0.00, label: Archery, predict: Swing
id: 0090, acc: 0.00, label: Archery, predict: Swing
id: 0091, acc: 0.00, label: Archery, predict: GolfSwing
id: 0092, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0093, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0094, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0095, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0096, acc: 0.00, label: Archery, predict: BandMarching
id: 0097, acc: 0.00, label: Archery, predict: BandMarching
id: 0098, acc: 0.00, label: Archery, predict: BandMarching
id: 0099, acc: 0.00, label: Archery, predict: BandMarching
id: 0100, acc: 0.00, label: Archery, predict: BandMarching
id: 0101, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0102, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0103, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0104, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0105, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0106, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0107, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0108, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0109, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0110, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0111, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0112, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0113, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0114, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0115, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0116, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0117, acc: 0.00, label: Archery, predict: RockClimbingIndoor
id: 0118, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0119, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0120, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0121, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0122, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0123, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0124, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0125, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0126, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0127, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0128, acc: 0.00, label: BabyCrawling, predict: Rafting
id: 0129, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0130, acc: 0.00, label: BabyCrawling, predict: CliffDiving
id: 0131, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0132, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0133, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0134, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0135, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0136, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0137, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0138, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0139, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0140, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0141, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0142, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0143, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0144, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0145, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0146, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0147, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0148, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0149, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0150, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0151, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0152, acc: 0.00, label: BabyCrawling, predict: RockClimbingIndoor
id: 0153, acc: 0.00, label: BalanceBeam, predict: RockClimbingIndoor
id: 0154, acc: 0.00, label: BalanceBeam, predict: RockClimbingIndoor
id: 0155, acc: 0.00, label: BalanceBeam, predict: RockClimbingIndoor
id: 0156, acc: 0.64, label: BalanceBeam, predict: BalanceBeam
id: 0157, acc: 0.64, label: BalanceBeam, predict: PommelHorse
id: 0158, acc: 0.63, label: BalanceBeam, predict: PommelHorse
id: 0159, acc: 1.26, label: BalanceBeam, predict: BalanceBeam
id: 0160, acc: 1.88, label: BalanceBeam, predict: BalanceBeam
id: 0161, acc: 1.86, label: BalanceBeam, predict: PommelHorse
id: 0162, acc: 2.47, label: BalanceBeam, predict: BalanceBeam
id: 0163, acc: 3.07, label: BalanceBeam, predict: BalanceBeam
id: 0164, acc: 3.05, label: BalanceBeam, predict: PommelHorse
id: 0165, acc: 3.64, label: BalanceBeam, predict: BalanceBeam
id: 0166, acc: 3.61, label: BalanceBeam, predict: Rowing
id: 0167, acc: 3.59, label: BalanceBeam, predict: Billiards
id: 0168, acc: 3.57, label: BalanceBeam, predict: HighJump
id: 0169, acc: 3.55, label: BalanceBeam, predict: PoleVault
id: 0170, acc: 3.53, label: BalanceBeam, predict: PommelHorse
id: 0171, acc: 3.51, label: BalanceBeam, predict: MilitaryParade
id: 0172, acc: 3.49, label: BalanceBeam, predict: MilitaryParade
id: 0173, acc: 3.47, label: BalanceBeam, predict: RockClimbingIndoor
id: 0174, acc: 3.45, label: BalanceBeam, predict: RockClimbingIndoor
id: 0175, acc: 3.43, label: BalanceBeam, predict: MilitaryParade
id: 0176, acc: 3.41, label: BalanceBeam, predict: RockClimbingIndoor
id: 0177, acc: 3.39, label: BalanceBeam, predict: RockClimbingIndoor
id: 0178, acc: 3.37, label: BalanceBeam, predict: RockClimbingIndoor
id: 0179, acc: 3.35, label: BalanceBeam, predict: RockClimbingIndoor
id: 0180, acc: 3.89, label: BalanceBeam, predict: BalanceBeam
id: 0181, acc: 3.87, label: BalanceBeam, predict: MilitaryParade
id: 0182, acc: 3.85, label: BalanceBeam, predict: LongJump
id: 0183, acc: 3.83, label: BalanceBeam, predict: PoleVault
id: 0184, acc: 4.35, label: BandMarching, predict: BandMarching
id: 0185, acc: 4.86, label: BandMarching, predict: BandMarching
id: 0186, acc: 5.38, label: BandMarching, predict: BandMarching
id: 0187, acc: 5.88, label: BandMarching, predict: BandMarching
id: 0188, acc: 5.85, label: BandMarching, predict: RockClimbingIndoor
id: 0189, acc: 6.35, label: BandMarching, predict: BandMarching
id: 0190, acc: 6.84, label: BandMarching, predict: BandMarching
id: 0191, acc: 7.33, label: BandMarching, predict: BandMarching
id: 0192, acc: 7.81, label: BandMarching, predict: BandMarching
id: 0193, acc: 8.29, label: BandMarching, predict: BandMarching
id: 0194, acc: 8.76, label: BandMarching, predict: BandMarching
id: 0195, acc: 9.23, label: BandMarching, predict: BandMarching
id: 0196, acc: 9.69, label: BandMarching, predict: BandMarching
id: 0197, acc: 10.15, label: BandMarching, predict: BandMarching
id: 0198, acc: 10.61, label: BandMarching, predict: BandMarching
id: 0199, acc: 11.06, label: BandMarching, predict: BandMarching
id: 0200, acc: 11.50, label: BandMarching, predict: BandMarching
id: 0201, acc: 11.94, label: BandMarching, predict: BandMarching
id: 0202, acc: 11.88, label: BandMarching, predict: RockClimbingIndoor
id: 0203, acc: 11.82, label: BandMarching, predict: PoleVault
id: 0204, acc: 12.25, label: BandMarching, predict: BandMarching
id: 0205, acc: 12.20, label: BandMarching, predict: MilitaryParade
id: 0206, acc: 12.62, label: BandMarching, predict: BandMarching
id: 0207, acc: 13.04, label: BandMarching, predict: BandMarching
id: 0208, acc: 13.46, label: BandMarching, predict: BandMarching
id: 0209, acc: 13.40, label: BandMarching, predict: MilitaryParade
id: 0210, acc: 13.81, label: BandMarching, predict: BandMarching
id: 0211, acc: 14.22, label: BandMarching, predict: BandMarching
id: 0212, acc: 14.62, label: BandMarching, predict: BandMarching
id: 0213, acc: 15.02, label: BandMarching, predict: BandMarching
id: 0214, acc: 14.95, label: BandMarching, predict: MilitaryParade
id: 0215, acc: 15.35, label: BandMarching, predict: BandMarching
id: 0216, acc: 15.74, label: BandMarching, predict: BandMarching
id: 0217, acc: 15.67, label: BandMarching, predict: FrontCrawl
id: 0218, acc: 16.06, label: BandMarching, predict: BandMarching
id: 0219, acc: 16.44, label: BandMarching, predict: BandMarching
id: 0220, acc: 16.82, label: BandMarching, predict: BandMarching
id: 0221, acc: 17.19, label: BandMarching, predict: BandMarching
id: 0222, acc: 17.57, label: BandMarching, predict: BandMarching
id: 0223, acc: 17.94, label: BandMarching, predict: BandMarching
id: 0224, acc: 18.30, label: BandMarching, predict: BandMarching
id: 0225, acc: 18.67, label: BandMarching, predict: BandMarching
id: 0226, acc: 19.03, label: BandMarching, predict: BandMarching
id: 0227, acc: 18.94, label: BaseballPitch, predict: RockClimbingIndoor
id: 0228, acc: 18.86, label: BaseballPitch, predict: RockClimbingIndoor
id: 0229, acc: 18.78, label: BaseballPitch, predict: RockClimbingIndoor
id: 0230, acc: 18.70, label: BaseballPitch, predict: RockClimbingIndoor
id: 0231, acc: 18.61, label: BaseballPitch, predict: Billiards
id: 0232, acc: 18.53, label: BaseballPitch, predict: Billiards
id: 0233, acc: 18.45, label: BaseballPitch, predict: FrontCrawl
id: 0234, acc: 18.38, label: BaseballPitch, predict: FrontCrawl
id: 0235, acc: 18.30, label: BaseballPitch, predict: FrontCrawl
id: 0236, acc: 18.22, label: BaseballPitch, predict: FrontCrawl
id: 0237, acc: 18.14, label: BaseballPitch, predict: MilitaryParade
id: 0238, acc: 18.07, label: BaseballPitch, predict: RockClimbingIndoor
id: 0239, acc: 17.99, label: BaseballPitch, predict: RockClimbingIndoor
id: 0240, acc: 17.92, label: BaseballPitch, predict: RockClimbingIndoor
id: 0241, acc: 17.84, label: BaseballPitch, predict: RockClimbingIndoor
id: 0242, acc: 17.77, label: BaseballPitch, predict: RockClimbingIndoor
id: 0243, acc: 17.70, label: BaseballPitch, predict: BandMarching
id: 0244, acc: 17.62, label: BaseballPitch, predict: RockClimbingIndoor
id: 0245, acc: 17.55, label: BaseballPitch, predict: RockClimbingIndoor
id: 0246, acc: 17.48, label: BaseballPitch, predict: RockClimbingIndoor
id: 0247, acc: 17.41, label: BaseballPitch, predict: RockClimbingIndoor
id: 0248, acc: 17.34, label: BaseballPitch, predict: RockClimbingIndoor
id: 0249, acc: 17.27, label: BaseballPitch, predict: RockClimbingIndoor
id: 0250, acc: 17.20, label: BaseballPitch, predict: BandMarching
id: 0251, acc: 17.13, label: BaseballPitch, predict: BandMarching
id: 0252, acc: 17.06, label: BaseballPitch, predict: BandMarching
id: 0253, acc: 17.00, label: BaseballPitch, predict: MilitaryParade
id: 0254, acc: 16.93, label: BaseballPitch, predict: MilitaryParade
id: 0255, acc: 16.86, label: BaseballPitch, predict: MilitaryParade
id: 0256, acc: 16.80, label: BaseballPitch, predict: LongJump
id: 0257, acc: 16.73, label: BaseballPitch, predict: LongJump
id: 0258, acc: 16.67, label: BaseballPitch, predict: LongJump
id: 0259, acc: 16.60, label: BaseballPitch, predict: LongJump
id: 0260, acc: 16.54, label: BaseballPitch, predict: LongJump
id: 0261, acc: 16.48, label: BaseballPitch, predict: LongJump
id: 0262, acc: 16.41, label: BaseballPitch, predict: LongJump
id: 0263, acc: 16.35, label: BaseballPitch, predict: LongJump
id: 0264, acc: 16.29, label: BaseballPitch, predict: Billiards
id: 0265, acc: 16.23, label: BaseballPitch, predict: RockClimbingIndoor
id: 0266, acc: 16.17, label: BaseballPitch, predict: LongJump
id: 0267, acc: 16.10, label: BaseballPitch, predict: LongJump
id: 0268, acc: 16.04, label: BaseballPitch, predict: LongJump
id: 0269, acc: 15.99, label: BaseballPitch, predict: LongJump
id: 0270, acc: 15.93, label: Basketball, predict: RockClimbingIndoor
id: 0271, acc: 15.87, label: Basketball, predict: RockClimbingIndoor
id: 0272, acc: 15.81, label: Basketball, predict: RockClimbingIndoor
id: 0273, acc: 15.75, label: Basketball, predict: RockClimbingIndoor
id: 0274, acc: 15.69, label: Basketball, predict: RockClimbingIndoor
id: 0275, acc: 15.64, label: Basketball, predict: RockClimbingIndoor
id: 0276, acc: 15.58, label: Basketball, predict: RockClimbingIndoor
id: 0277, acc: 15.52, label: Basketball, predict: RockClimbingIndoor
id: 0278, acc: 15.47, label: Basketball, predict: RockClimbingIndoor
id: 0279, acc: 15.41, label: Basketball, predict: RockClimbingIndoor
id: 0280, acc: 15.36, label: Basketball, predict: RockClimbingIndoor
id: 0281, acc: 15.30, label: Basketball, predict: RockClimbingIndoor
id: 0282, acc: 15.25, label: Basketball, predict: RockClimbingIndoor
id: 0283, acc: 15.19, label: Basketball, predict: RockClimbingIndoor
id: 0284, acc: 15.14, label: Basketball, predict: RockClimbingIndoor
id: 0285, acc: 15.09, label: Basketball, predict: RockClimbingIndoor
id: 0286, acc: 15.03, label: Basketball, predict: RockClimbingIndoor
id: 0287, acc: 14.98, label: Basketball, predict: RockClimbingIndoor
id: 0288, acc: 14.93, label: Basketball, predict: MilitaryParade
id: 0289, acc: 14.88, label: Basketball, predict: RockClimbingIndoor
id: 0290, acc: 14.83, label: Basketball, predict: RockClimbingIndoor
id: 0291, acc: 14.78, label: Basketball, predict: RockClimbingIndoor
id: 0292, acc: 14.73, label: Basketball, predict: RockClimbingIndoor
id: 0293, acc: 14.68, label: Basketball, predict: RockClimbingIndoor
id: 0294, acc: 14.63, label: Basketball, predict: RockClimbingIndoor
id: 0295, acc: 14.58, label: Basketball, predict: RockClimbingIndoor
id: 0296, acc: 14.53, label: Basketball, predict: Rowing
id: 0297, acc: 14.48, label: Basketball, predict: RockClimbingIndoor
id: 0298, acc: 14.43, label: Basketball, predict: RockClimbingIndoor
id: 0299, acc: 14.38, label: Basketball, predict: RopeClimbing
id: 0300, acc: 14.33, label: Basketball, predict: RockClimbingIndoor
id: 0301, acc: 14.29, label: Basketball, predict: RockClimbingIndoor
id: 0302, acc: 14.24, label: Basketball, predict: RockClimbingIndoor
id: 0303, acc: 14.19, label: Basketball, predict: RockClimbingIndoor
id: 0304, acc: 14.14, label: Basketball, predict: Swing
id: 0305, acc: 14.10, label: BasketballDunk, predict: RockClimbingIndoor
id: 0306, acc: 14.05, label: BasketballDunk, predict: BandMarching
id: 0307, acc: 14.33, label: BasketballDunk, predict: BasketballDunk
id: 0308, acc: 14.61, label: BasketballDunk, predict: BasketballDunk
id: 0309, acc: 14.89, label: BasketballDunk, predict: BasketballDunk
id: 0310, acc: 15.16, label: BasketballDunk, predict: BasketballDunk
id: 0311, acc: 15.43, label: BasketballDunk, predict: BasketballDunk
id: 0312, acc: 15.71, label: BasketballDunk, predict: BasketballDunk
id: 0313, acc: 15.65, label: BasketballDunk, predict: BandMarching
id: 0314, acc: 15.61, label: BasketballDunk, predict: RockClimbingIndoor
id: 0315, acc: 15.87, label: BasketballDunk, predict: BasketballDunk
id: 0316, acc: 16.14, label: BasketballDunk, predict: BasketballDunk
id: 0317, acc: 16.40, label: BasketballDunk, predict: BasketballDunk
id: 0318, acc: 16.67, label: BasketballDunk, predict: BasketballDunk
id: 0319, acc: 16.61, label: BasketballDunk, predict: BandMarching
id: 0320, acc: 16.88, label: BasketballDunk, predict: BasketballDunk
id: 0321, acc: 16.82, label: BasketballDunk, predict: RockClimbingIndoor
id: 0322, acc: 17.08, label: BasketballDunk, predict: BasketballDunk
id: 0323, acc: 17.03, label: BasketballDunk, predict: BandMarching
id: 0324, acc: 17.28, label: BasketballDunk, predict: BasketballDunk
id: 0325, acc: 17.54, label: BasketballDunk, predict: BasketballDunk
id: 0326, acc: 17.79, label: BasketballDunk, predict: BasketballDunk
id: 0327, acc: 17.74, label: BasketballDunk, predict: RockClimbingIndoor
id: 0328, acc: 17.99, label: BasketballDunk, predict: BasketballDunk
id: 0329, acc: 18.24, label: BasketballDunk, predict: BasketballDunk
id: 0330, acc: 18.48, label: BasketballDunk, predict: BasketballDunk
id: 0331, acc: 18.73, label: BasketballDunk, predict: BasketballDunk
id: 0332, acc: 18.67, label: BasketballDunk, predict: RockClimbingIndoor
id: 0333, acc: 18.62, label: BasketballDunk, predict: RockClimbingIndoor
id: 0334, acc: 18.56, label: BasketballDunk, predict: RockClimbingIndoor
id: 0335, acc: 18.81, label: BasketballDunk, predict: BasketballDunk
id: 0336, acc: 18.75, label: BasketballDunk, predict: BandMarching
id: 0337, acc: 18.69, label: BasketballDunk, predict: RockClimbingIndoor
id: 0338, acc: 18.64, label: BasketballDunk, predict: BandMarching
id: 0339, acc: 18.58, label: BasketballDunk, predict: RockClimbingIndoor
id: 0340, acc: 18.82, label: BasketballDunk, predict: BasketballDunk
id: 0341, acc: 19.06, label: BasketballDunk, predict: BasketballDunk
id: 0342, acc: 19.01, label: BenchPress, predict: BandMarching
id: 0343, acc: 18.95, label: BenchPress, predict: CleanAndJerk
id: 0344, acc: 18.90, label: BenchPress, predict: RockClimbingIndoor
id: 0345, acc: 18.84, label: BenchPress, predict: RockClimbingIndoor
id: 0346, acc: 18.79, label: BenchPress, predict: Fencing
id: 0347, acc: 18.73, label: BenchPress, predict: Fencing
id: 0348, acc: 18.68, label: BenchPress, predict: PullUps
id: 0349, acc: 18.62, label: BenchPress, predict: PullUps
id: 0350, acc: 18.57, label: BenchPress, predict: PullUps
id: 0351, acc: 18.52, label: BenchPress, predict: PullUps
id: 0352, acc: 18.47, label: BenchPress, predict: PullUps
id: 0353, acc: 18.41, label: BenchPress, predict: PullUps
id: 0354, acc: 18.36, label: BenchPress, predict: PullUps
id: 0355, acc: 18.31, label: BenchPress, predict: RockClimbingIndoor
id: 0356, acc: 18.26, label: BenchPress, predict: RockClimbingIndoor
id: 0357, acc: 18.21, label: BenchPress, predict: RockClimbingIndoor
id: 0358, acc: 18.16, label: BenchPress, predict: RockClimbingIndoor
id: 0359, acc: 18.11, label: BenchPress, predict: RockClimbingIndoor
id: 0360, acc: 18.06, label: BenchPress, predict: RockClimbingIndoor
id: 0361, acc: 18.01, label: BenchPress, predict: RockClimbingIndoor
id: 0362, acc: 17.96, label: BenchPress, predict: RockClimbingIndoor
id: 0363, acc: 17.91, label: BenchPress, predict: RockClimbingIndoor
id: 0364, acc: 17.86, label: BenchPress, predict: JugglingBalls
id: 0365, acc: 17.81, label: BenchPress, predict: BlowingCandles
id: 0366, acc: 17.76, label: BenchPress, predict: BlowingCandles
id: 0367, acc: 17.71, label: BenchPress, predict: HeadMassage
id: 0368, acc: 17.66, label: BenchPress, predict: RockClimbingIndoor
id: 0369, acc: 17.62, label: BenchPress, predict: RockClimbingIndoor
id: 0370, acc: 17.57, label: BenchPress, predict: RockClimbingIndoor
id: 0371, acc: 17.52, label: BenchPress, predict: RockClimbingIndoor
id: 0372, acc: 17.47, label: BenchPress, predict: WalkingWithDog
id: 0373, acc: 17.43, label: BenchPress, predict: RockClimbingIndoor
id: 0374, acc: 17.38, label: BenchPress, predict: RockClimbingIndoor
id: 0375, acc: 17.33, label: BenchPress, predict: RockClimbingIndoor
id: 0376, acc: 17.29, label: BenchPress, predict: MilitaryParade
id: 0377, acc: 17.24, label: BenchPress, predict: MilitaryParade
id: 0378, acc: 17.20, label: BenchPress, predict: MilitaryParade
id: 0379, acc: 17.15, label: BenchPress, predict: Fencing
id: 0380, acc: 17.11, label: BenchPress, predict: BalanceBeam
id: 0381, acc: 17.06, label: BenchPress, predict: BalanceBeam
id: 0382, acc: 17.02, label: BenchPress, predict: Fencing
id: 0383, acc: 16.97, label: BenchPress, predict: PullUps
id: 0384, acc: 16.93, label: BenchPress, predict: RockClimbingIndoor
id: 0385, acc: 16.88, label: BenchPress, predict: RockClimbingIndoor
id: 0386, acc: 16.84, label: BenchPress, predict: PullUps
id: 0387, acc: 16.80, label: BenchPress, predict: PullUps
id: 0388, acc: 16.75, label: BenchPress, predict: PullUps
id: 0389, acc: 16.71, label: BenchPress, predict: PullUps
id: 0390, acc: 16.67, label: Biking, predict: WalkingWithDog
id: 0391, acc: 16.62, label: Biking, predict: WalkingWithDog
id: 0392, acc: 16.58, label: Biking, predict: WalkingWithDog
id: 0393, acc: 16.54, label: Biking, predict: WalkingWithDog
id: 0394, acc: 16.50, label: Biking, predict: BandMarching
