Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: JumpingJack
id: 0165, acc: 0.00, label: BalanceBeam, predict: FloorGymnastics
id: 0166, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0167, acc: 0.00, label: BalanceBeam, predict: FloorGymnastics
id: 0168, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0169, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0170, acc: 0.00, label: BalanceBeam, predict: FloorGymnastics
id: 0171, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0172, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0173, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0174, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0175, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0176, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0177, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0178, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0179, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0180, acc: 0.00, label: BalanceBeam, predict: FloorGymnastics
id: 0181, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0182, acc: 0.00, label: BalanceBeam, predict: JumpingJack
id: 0183, acc: 0.00, label: BalanceBeam, predict: FloorGymnastics
id: 0184, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0185, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0186, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0187, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0188, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0189, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0190, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0191, acc: 0.00, label: BandMarching, predict: Billiards
id: 0192, acc: 0.00, label: BandMarching, predict: Billiards
id: 0193, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0194, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0195, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0196, acc: 0.00, label: BandMarching, predict: FloorGymnastics
id: 0197, acc: 0.00, label: BandMarching, predict: FloorGymnastics
id: 0198, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0199, acc: 0.00, label: BandMarching, predict: Bowling
id: 0200, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0201, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0202, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0203, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0204, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0205, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0206, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0207, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0208, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0209, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0210, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0211, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0212, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0213, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0214, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0215, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0216, acc: 0.00, label: BandMarching, predict: Bowling
id: 0217, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0218, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0219, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0220, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0221, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0222, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0223, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0224, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0225, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0226, acc: 0.00, label: BandMarching, predict: JumpingJack
id: 0227, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0228, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0229, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0230, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0231, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0232, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0233, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0234, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0235, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0236, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0237, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0238, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0239, acc: 0.00, label: BaseballPitch, predict: Billiards
id: 0240, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0241, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0242, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0243, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0244, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0245, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0246, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0247, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0248, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0249, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0250, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0251, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0252, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0253, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0254, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0255, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0256, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0257, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0258, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0259, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0260, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0261, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0262, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0263, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0264, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0265, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0266, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0267, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0268, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0269, acc: 0.00, label: BaseballPitch, predict: JumpingJack
id: 0270, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0271, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0272, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0273, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0274, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0275, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0276, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0277, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0278, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0279, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0280, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0281, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0282, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0283, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0284, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0285, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0286, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0287, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0288, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0289, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0290, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0291, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0292, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0293, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0294, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0295, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0296, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0297, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0298, acc: 0.00, label: Basketball, predict: Billiards
id: 0299, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0300, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0301, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0302, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0303, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0304, acc: 0.00, label: Basketball, predict: JumpingJack
id: 0305, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0306, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0307, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0308, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0309, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0310, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0311, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0312, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0313, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0314, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0315, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0316, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0317, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0318, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0319, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0320, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0321, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0322, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0323, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0324, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0325, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0326, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0327, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0328, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0329, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0330, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0331, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0332, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0333, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0334, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0335, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0336, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0337, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0338, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0339, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0340, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0341, acc: 0.00, label: BasketballDunk, predict: JumpingJack
id: 0342, acc: 0.00, label: BenchPress, predict: JumpingJack
id: 0343, acc: 0.00, label: BenchPress, predict: JumpingJack
id: 0344, acc: 0.00, label: BenchPress, predict: JumpingJack
id: 0345, acc: 0.00, label: BenchPress, predict: JumpingJack
id: 0346, acc: 0.29, label: BenchPress, predict: BenchPress
id: 0347, acc: 0.29, label: BenchPress, predict: JumpingJack
id: 0348, acc: 0.29, label: BenchPress, predict: JumpingJack
id: 0349, acc: 0.29, label: BenchPress, predict: JumpingJack
id: 0350, acc: 0.57, label: BenchPress, predict: BenchPress
id: 0351, acc: 0.57, label: BenchPress, predict: JumpingJack
id: 0352, acc: 0.57, label: BenchPress, predict: JumpingJack
id: 0353, acc: 0.57, label: BenchPress, predict: JumpingJack
id: 0354, acc: 0.56, label: BenchPress, predict: JumpingJack
id: 0355, acc: 0.56, label: BenchPress, predict: JumpingJack
id: 0356, acc: 0.56, label: BenchPress, predict: JumpingJack
id: 0357, acc: 0.56, label: BenchPress, predict: JumpingJack
id: 0358, acc: 0.56, label: BenchPress, predict: JumpingJack
id: 0359, acc: 0.56, label: BenchPress, predict: JumpingJack
id: 0360, acc: 0.56, label: BenchPress, predict: JumpingJack
id: 0361, acc: 0.55, label: BenchPress, predict: JumpingJack
id: 0362, acc: 0.55, label: BenchPress, predict: JumpingJack
id: 0363, acc: 0.55, label: BenchPress, predict: JumpingJack
id: 0364, acc: 0.55, label: BenchPress, predict: JumpingJack
id: 0365, acc: 0.55, label: BenchPress, predict: JumpingJack
id: 0366, acc: 0.55, label: BenchPress, predict: JumpingJack
id: 0367, acc: 0.54, label: BenchPress, predict: JumpingJack
id: 0368, acc: 0.54, label: BenchPress, predict: JumpingJack
id: 0369, acc: 0.81, label: BenchPress, predict: BenchPress
id: 0370, acc: 1.08, label: BenchPress, predict: BenchPress
id: 0371, acc: 1.08, label: BenchPress, predict: JumpingJack
id: 0372, acc: 1.34, label: BenchPress, predict: BenchPress
id: 0373, acc: 1.61, label: BenchPress, predict: BenchPress
id: 0374, acc: 1.60, label: BenchPress, predict: JumpingJack
id: 0375, acc: 1.60, label: BenchPress, predict: JumpingJack
id: 0376, acc: 1.60, label: BenchPress, predict: JumpingJack
id: 0377, acc: 1.59, label: BenchPress, predict: JumpingJack
id: 0378, acc: 1.59, label: BenchPress, predict: JumpingJack
id: 0379, acc: 1.58, label: BenchPress, predict: JumpingJack
id: 0380, acc: 1.58, label: BenchPress, predict: JumpingJack
id: 0381, acc: 1.57, label: BenchPress, predict: JumpingJack
id: 0382, acc: 1.57, label: BenchPress, predict: JumpingJack
id: 0383, acc: 1.57, label: BenchPress, predict: JumpingJack
id: 0384, acc: 1.56, label: BenchPress, predict: JumpingJack
id: 0385, acc: 1.56, label: BenchPress, predict: JumpingJack
id: 0386, acc: 1.55, label: BenchPress, predict: PullUps
id: 0387, acc: 1.81, label: BenchPress, predict: BenchPress
id: 0388, acc: 1.80, label: BenchPress, predict: JumpingJack
id: 0389, acc: 1.80, label: BenchPress, predict: PullUps
id: 0390, acc: 1.79, label: Biking, predict: JumpingJack
id: 0391, acc: 1.79, label: Biking, predict: FloorGymnastics
id: 0392, acc: 1.79, label: Biking, predict: JumpingJack
id: 0393, acc: 1.78, label: Biking, predict: JumpingJack
id: 0394, acc: 1.78, label: Biking, predict: JumpingJack
id: 0395, acc: 1.77, label: Biking, predict: JumpingJack
id: 0396, acc: 1.77, label: Biking, predict: JumpingJack
id: 0397, acc: 1.76, label: Biking, predict: JumpingJack
id: 0398, acc: 1.76, label: Biking, predict: JumpingJack
id: 0399, acc: 1.75, label: Biking, predict: JumpingJack
id: 0400, acc: 1.75, label: Biking, predict: Skiing
id: 0401, acc: 1.75, label: Biking, predict: JumpingJack
id: 0402, acc: 1.74, label: Biking, predict: JumpingJack
id: 0403, acc: 1.74, label: Biking, predict: JumpingJack
id: 0404, acc: 1.73, label: Biking, predict: JumpingJack
id: 0405, acc: 1.73, label: Biking, predict: JumpingJack
id: 0406, acc: 1.72, label: Biking, predict: JumpingJack
id: 0407, acc: 1.72, label: Biking, predict: JumpingJack
id: 0408, acc: 1.72, label: Biking, predict: JumpingJack
id: 0409, acc: 1.71, label: Biking, predict: JumpingJack
id: 0410, acc: 1.71, label: Biking, predict: JumpingJack
id: 0411, acc: 1.70, label: Biking, predict: JumpingJack
id: 0412, acc: 1.70, label: Biking, predict: JumpingJack
id: 0413, acc: 1.69, label: Biking, predict: Billiards
id: 0414, acc: 1.69, label: Biking, predict: JumpingJack
id: 0415, acc: 1.69, label: Biking, predict: JumpingJack
id: 0416, acc: 1.68, label: Biking, predict: JumpingJack
id: 0417, acc: 1.68, label: Biking, predict: JumpingJack
id: 0418, acc: 1.67, label: Biking, predict: JumpingJack
id: 0419, acc: 1.67, label: Biking, predict: Billiards
id: 0420, acc: 1.67, label: Biking, predict: JumpingJack
id: 0421, acc: 1.66, label: Biking, predict: JumpingJack
id: 0422, acc: 1.66, label: Biking, predict: JumpingJack
