Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BoxingPunchingBag
id: 0104, acc: 50.96, label: Archery, predict: HandstandWalking
id: 0105, acc: 50.48, label: Archery, predict: HandstandWalking
id: 0106, acc: 50.00, label: Archery, predict: Drumming
id: 0107, acc: 49.53, label: Archery, predict: Haircut
id: 0108, acc: 49.07, label: Archery, predict: Drumming
id: 0109, acc: 48.62, label: Archery, predict: Haircut
id: 0110, acc: 48.18, label: Archery, predict: Haircut
id: 0111, acc: 47.75, label: Archery, predict: Drumming
id: 0112, acc: 48.21, label: Archery, predict: Archery
id: 0113, acc: 48.67, label: Archery, predict: Archery
id: 0114, acc: 48.25, label: Archery, predict: RopeClimbing
id: 0115, acc: 47.83, label: Archery, predict: RopeClimbing
id: 0116, acc: 47.41, label: Archery, predict: RopeClimbing
id: 0117, acc: 47.01, label: Archery, predict: Kayaking
id: 0118, acc: 47.46, label: BabyCrawling, predict: BabyCrawling
id: 0119, acc: 47.06, label: BabyCrawling, predict: PlayingDaf
id: 0120, acc: 47.50, label: BabyCrawling, predict: BabyCrawling
id: 0121, acc: 47.11, label: BabyCrawling, predict: PushUps
id: 0122, acc: 47.54, label: BabyCrawling, predict: BabyCrawling
id: 0123, acc: 47.97, label: BabyCrawling, predict: BabyCrawling
id: 0124, acc: 48.39, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 48.80, label: BabyCrawling, predict: BabyCrawling
id: 0126, acc: 49.21, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 49.61, label: BabyCrawling, predict: BabyCrawling
id: 0128, acc: 50.00, label: BabyCrawling, predict: BabyCrawling
id: 0129, acc: 50.39, label: BabyCrawling, predict: BabyCrawling
id: 0130, acc: 50.00, label: BabyCrawling, predict: MoppingFloor
id: 0131, acc: 50.38, label: BabyCrawling, predict: BabyCrawling
id: 0132, acc: 50.76, label: BabyCrawling, predict: BabyCrawling
id: 0133, acc: 51.13, label: BabyCrawling, predict: BabyCrawling
id: 0134, acc: 51.49, label: BabyCrawling, predict: BabyCrawling
id: 0135, acc: 51.85, label: BabyCrawling, predict: BabyCrawling
id: 0136, acc: 51.47, label: BabyCrawling, predict: Typing
id: 0137, acc: 51.09, label: BabyCrawling, predict: PushUps
id: 0138, acc: 50.72, label: BabyCrawling, predict: PushUps
id: 0139, acc: 50.36, label: BabyCrawling, predict: PushUps
id: 0140, acc: 50.71, label: BabyCrawling, predict: BabyCrawling
id: 0141, acc: 50.35, label: BabyCrawling, predict: JumpingJack
id: 0142, acc: 50.00, label: BabyCrawling, predict: HandstandPushups
id: 0143, acc: 49.65, label: BabyCrawling, predict: PullUps
id: 0144, acc: 49.31, label: BabyCrawling, predict: ShavingBeard
id: 0145, acc: 48.97, label: BabyCrawling, predict: PullUps
id: 0146, acc: 48.63, label: BabyCrawling, predict: CuttingInKitchen
id: 0147, acc: 48.98, label: BabyCrawling, predict: BabyCrawling
id: 0148, acc: 49.32, label: BabyCrawling, predict: BabyCrawling
id: 0149, acc: 49.66, label: BabyCrawling, predict: BabyCrawling
id: 0150, acc: 50.00, label: BabyCrawling, predict: BabyCrawling
id: 0151, acc: 49.67, label: BabyCrawling, predict: Rafting
id: 0152, acc: 50.00, label: BabyCrawling, predict: BabyCrawling
id: 0153, acc: 49.67, label: BalanceBeam, predict: ParallelBars
id: 0154, acc: 49.35, label: BalanceBeam, predict: Shotput
id: 0155, acc: 49.03, label: BalanceBeam, predict: Shotput
id: 0156, acc: 48.72, label: BalanceBeam, predict: HammerThrow
id: 0157, acc: 49.04, label: BalanceBeam, predict: BalanceBeam
id: 0158, acc: 49.37, label: BalanceBeam, predict: BalanceBeam
id: 0159, acc: 49.69, label: BalanceBeam, predict: BalanceBeam
id: 0160, acc: 50.00, label: BalanceBeam, predict: BalanceBeam
id: 0161, acc: 49.69, label: BalanceBeam, predict: TennisSwing
id: 0162, acc: 50.00, label: BalanceBeam, predict: BalanceBeam
id: 0163, acc: 49.69, label: BalanceBeam, predict: TennisSwing
id: 0164, acc: 49.39, label: BalanceBeam, predict: TennisSwing
id: 0165, acc: 49.70, label: BalanceBeam, predict: BalanceBeam
id: 0166, acc: 49.40, label: BalanceBeam, predict: Shotput
id: 0167, acc: 49.70, label: BalanceBeam, predict: BalanceBeam
id: 0168, acc: 49.40, label: BalanceBeam, predict: Rafting
id: 0169, acc: 49.11, label: BalanceBeam, predict: UnevenBars
id: 0170, acc: 49.41, label: BalanceBeam, predict: BalanceBeam
id: 0171, acc: 49.12, label: BalanceBeam, predict: Shotput
id: 0172, acc: 48.84, label: BalanceBeam, predict: Shotput
id: 0173, acc: 48.55, label: BalanceBeam, predict: Shotput
id: 0174, acc: 48.85, label: BalanceBeam, predict: BalanceBeam
id: 0175, acc: 48.57, label: BalanceBeam, predict: Shotput
id: 0176, acc: 48.30, label: BalanceBeam, predict: Shotput
id: 0177, acc: 48.59, label: BalanceBeam, predict: BalanceBeam
id: 0178, acc: 48.31, label: BalanceBeam, predict: Rowing
id: 0179, acc: 48.04, label: BalanceBeam, predict: Rowing
id: 0180, acc: 48.33, label: BalanceBeam, predict: BalanceBeam
id: 0181, acc: 48.62, label: BalanceBeam, predict: BalanceBeam
id: 0182, acc: 48.35, label: BalanceBeam, predict: UnevenBars
id: 0183, acc: 48.09, label: BalanceBeam, predict: SumoWrestling
id: 0184, acc: 48.37, label: BandMarching, predict: BandMarching
id: 0185, acc: 48.65, label: BandMarching, predict: BandMarching
id: 0186, acc: 48.92, label: BandMarching, predict: BandMarching
id: 0187, acc: 48.66, label: BandMarching, predict: Drumming
id: 0188, acc: 48.94, label: BandMarching, predict: BandMarching
id: 0189, acc: 48.68, label: BandMarching, predict: CricketShot
id: 0190, acc: 48.42, label: BandMarching, predict: FieldHockeyPenalty
id: 0191, acc: 48.69, label: BandMarching, predict: BandMarching
id: 0192, acc: 48.96, label: BandMarching, predict: BandMarching
id: 0193, acc: 49.22, label: BandMarching, predict: BandMarching
id: 0194, acc: 49.48, label: BandMarching, predict: BandMarching
id: 0195, acc: 49.74, label: BandMarching, predict: BandMarching
id: 0196, acc: 50.00, label: BandMarching, predict: BandMarching
id: 0197, acc: 49.75, label: BandMarching, predict: Shotput
id: 0198, acc: 50.00, label: BandMarching, predict: BandMarching
id: 0199, acc: 49.75, label: BandMarching, predict: SalsaSpin
id: 0200, acc: 50.00, label: BandMarching, predict: BandMarching
id: 0201, acc: 50.25, label: BandMarching, predict: BandMarching
id: 0202, acc: 50.00, label: BandMarching, predict: MilitaryParade
id: 0203, acc: 50.25, label: BandMarching, predict: BandMarching
id: 0204, acc: 50.49, label: BandMarching, predict: BandMarching
id: 0205, acc: 50.24, label: BandMarching, predict: HandstandWalking
id: 0206, acc: 50.49, label: BandMarching, predict: BandMarching
id: 0207, acc: 50.72, label: BandMarching, predict: BandMarching
id: 0208, acc: 50.96, label: BandMarching, predict: BandMarching
id: 0209, acc: 51.20, label: BandMarching, predict: BandMarching
id: 0210, acc: 50.95, label: BandMarching, predict: Shotput
id: 0211, acc: 51.18, label: BandMarching, predict: BandMarching
id: 0212, acc: 51.42, label: BandMarching, predict: BandMarching
id: 0213, acc: 51.64, label: BandMarching, predict: BandMarching
id: 0214, acc: 51.87, label: BandMarching, predict: BandMarching
id: 0215, acc: 52.09, label: BandMarching, predict: BandMarching
id: 0216, acc: 52.31, label: BandMarching, predict: BandMarching
id: 0217, acc: 52.53, label: BandMarching, predict: BandMarching
id: 0218, acc: 52.75, label: BandMarching, predict: BandMarching
id: 0219, acc: 52.97, label: BandMarching, predict: BandMarching
id: 0220, acc: 52.73, label: BandMarching, predict: HandstandWalking
id: 0221, acc: 52.49, label: BandMarching, predict: PlayingViolin
id: 0222, acc: 52.70, label: BandMarching, predict: BandMarching
id: 0223, acc: 52.91, label: BandMarching, predict: BandMarching
id: 0224, acc: 53.12, label: BandMarching, predict: BandMarching
id: 0225, acc: 53.33, label: BandMarching, predict: BandMarching
id: 0226, acc: 53.54, label: BandMarching, predict: BandMarching
id: 0227, acc: 53.30, label: BaseballPitch, predict: TennisSwing
id: 0228, acc: 53.07, label: BaseballPitch, predict: TennisSwing
id: 0229, acc: 52.84, label: BaseballPitch, predict: TennisSwing
id: 0230, acc: 52.61, label: BaseballPitch, predict: GolfSwing
id: 0231, acc: 52.38, label: BaseballPitch, predict: TennisSwing
id: 0232, acc: 52.16, label: BaseballPitch, predict: TennisSwing
id: 0233, acc: 52.36, label: BaseballPitch, predict: BaseballPitch
id: 0234, acc: 52.56, label: BaseballPitch, predict: BaseballPitch
id: 0235, acc: 52.77, label: BaseballPitch, predict: BaseballPitch
id: 0236, acc: 52.97, label: BaseballPitch, predict: BaseballPitch
id: 0237, acc: 52.74, label: BaseballPitch, predict: CliffDiving
id: 0238, acc: 52.52, label: BaseballPitch, predict: BodyWeightSquats
id: 0239, acc: 52.30, label: BaseballPitch, predict: CliffDiving
id: 0240, acc: 52.50, label: BaseballPitch, predict: BaseballPitch
id: 0241, acc: 52.70, label: BaseballPitch, predict: BaseballPitch
id: 0242, acc: 52.48, label: BaseballPitch, predict: CricketBowling
id: 0243, acc: 52.67, label: BaseballPitch, predict: BaseballPitch
id: 0244, acc: 52.46, label: BaseballPitch, predict: CricketShot
id: 0245, acc: 52.24, label: BaseballPitch, predict: CliffDiving
id: 0246, acc: 52.03, label: BaseballPitch, predict: CliffDiving
id: 0247, acc: 51.82, label: BaseballPitch, predict: CricketShot
id: 0248, acc: 51.61, label: BaseballPitch, predict: CricketShot
id: 0249, acc: 51.41, label: BaseballPitch, predict: CricketShot
id: 0250, acc: 51.20, label: BaseballPitch, predict: TennisSwing
id: 0251, acc: 51.00, label: BaseballPitch, predict: TennisSwing
id: 0252, acc: 50.79, label: BaseballPitch, predict: TennisSwing
id: 0253, acc: 50.59, label: BaseballPitch, predict: TennisSwing
id: 0254, acc: 50.39, label: BaseballPitch, predict: TennisSwing
id: 0255, acc: 50.59, label: BaseballPitch, predict: BaseballPitch
id: 0256, acc: 50.78, label: BaseballPitch, predict: BaseballPitch
id: 0257, acc: 50.97, label: BaseballPitch, predict: BaseballPitch
id: 0258, acc: 51.16, label: BaseballPitch, predict: BaseballPitch
id: 0259, acc: 51.35, label: BaseballPitch, predict: BaseballPitch
id: 0260, acc: 51.54, label: BaseballPitch, predict: BaseballPitch
id: 0261, acc: 51.72, label: BaseballPitch, predict: BaseballPitch
id: 0262, acc: 51.91, label: BaseballPitch, predict: BaseballPitch
id: 0263, acc: 51.71, label: BaseballPitch, predict: Shotput
id: 0264, acc: 51.52, label: BaseballPitch, predict: Shotput
id: 0265, acc: 51.32, label: BaseballPitch, predict: Shotput
id: 0266, acc: 51.13, label: BaseballPitch, predict: Shotput
id: 0267, acc: 50.94, label: BaseballPitch, predict: Shotput
id: 0268, acc: 50.75, label: BaseballPitch, predict: Shotput
id: 0269, acc: 50.56, label: BaseballPitch, predict: Shotput
id: 0270, acc: 50.37, label: Basketball, predict: TennisSwing
id: 0271, acc: 50.18, label: Basketball, predict: TennisSwing
id: 0272, acc: 50.00, label: Basketball, predict: TennisSwing
id: 0273, acc: 49.82, label: Basketball, predict: TennisSwing
id: 0274, acc: 49.64, label: Basketball, predict: TennisSwing
id: 0275, acc: 49.45, label: Basketball, predict: TennisSwing
id: 0276, acc: 49.28, label: Basketball, predict: CricketBowling
id: 0277, acc: 49.10, label: Basketball, predict: TennisSwing
id: 0278, acc: 48.92, label: Basketball, predict: VolleyballSpiking
id: 0279, acc: 48.75, label: Basketball, predict: TaiChi
id: 0280, acc: 48.57, label: Basketball, predict: VolleyballSpiking
id: 0281, acc: 48.40, label: Basketball, predict: VolleyballSpiking
id: 0282, acc: 48.23, label: Basketball, predict: VolleyballSpiking
id: 0283, acc: 48.06, label: Basketball, predict: SoccerJuggling
id: 0284, acc: 47.89, label: Basketball, predict: TennisSwing
id: 0285, acc: 48.07, label: Basketball, predict: Basketball
id: 0286, acc: 47.90, label: Basketball, predict: TennisSwing
id: 0287, acc: 47.74, label: Basketball, predict: SoccerJuggling
id: 0288, acc: 47.92, label: Basketball, predict: Basketball
id: 0289, acc: 47.75, label: Basketball, predict: HandstandPushups
id: 0290, acc: 47.59, label: Basketball, predict: HandstandWalking
id: 0291, acc: 47.42, label: Basketball, predict: Biking
id: 0292, acc: 47.26, label: Basketball, predict: HandstandWalking
id: 0293, acc: 47.10, label: Basketball, predict: HandstandWalking
id: 0294, acc: 46.94, label: Basketball, predict: CricketBowling
id: 0295, acc: 46.78, label: Basketball, predict: CricketBowling
id: 0296, acc: 46.62, label: Basketball, predict: Biking
id: 0297, acc: 46.46, label: Basketball, predict: WritingOnBoard
id: 0298, acc: 46.31, label: Basketball, predict: UnevenBars
id: 0299, acc: 46.15, label: Basketball, predict: CliffDiving
id: 0300, acc: 46.00, label: Basketball, predict: HandstandWalking
id: 0301, acc: 46.18, label: Basketball, predict: Basketball
id: 0302, acc: 46.36, label: Basketball, predict: Basketball
id: 0303, acc: 46.53, label: Basketball, predict: Basketball
id: 0304, acc: 46.38, label: Basketball, predict: Swing
id: 0305, acc: 46.56, label: BasketballDunk, predict: BasketballDunk
id: 0306, acc: 46.73, label: BasketballDunk, predict: BasketballDunk
id: 0307, acc: 46.91, label: BasketballDunk, predict: BasketballDunk
id: 0308, acc: 47.08, label: BasketballDunk, predict: BasketballDunk
id: 0309, acc: 47.25, label: BasketballDunk, predict: BasketballDunk
id: 0310, acc: 47.42, label: BasketballDunk, predict: BasketballDunk
id: 0311, acc: 47.59, label: BasketballDunk, predict: BasketballDunk
id: 0312, acc: 47.76, label: BasketballDunk, predict: BasketballDunk
id: 0313, acc: 47.92, label: BasketballDunk, predict: BasketballDunk
id: 0314, acc: 48.09, label: BasketballDunk, predict: BasketballDunk
id: 0315, acc: 47.94, label: BasketballDunk, predict: CricketBowling
id: 0316, acc: 48.10, label: BasketballDunk, predict: BasketballDunk
id: 0317, acc: 48.26, label: BasketballDunk, predict: BasketballDunk
id: 0318, acc: 48.43, label: BasketballDunk, predict: BasketballDunk
id: 0319, acc: 48.28, label: BasketballDunk, predict: BandMarching
id: 0320, acc: 48.44, label: BasketballDunk, predict: BasketballDunk
id: 0321, acc: 48.60, label: BasketballDunk, predict: BasketballDunk
id: 0322, acc: 48.76, label: BasketballDunk, predict: BasketballDunk
id: 0323, acc: 48.92, label: BasketballDunk, predict: BasketballDunk
id: 0324, acc: 49.07, label: BasketballDunk, predict: BasketballDunk
id: 0325, acc: 49.23, label: BasketballDunk, predict: BasketballDunk
id: 0326, acc: 49.39, label: BasketballDunk, predict: BasketballDunk
id: 0327, acc: 49.54, label: BasketballDunk, predict: BasketballDunk
id: 0328, acc: 49.70, label: BasketballDunk, predict: BasketballDunk
id: 0329, acc: 49.85, label: BasketballDunk, predict: BasketballDunk
id: 0330, acc: 50.00, label: BasketballDunk, predict: BasketballDunk
id: 0331, acc: 50.15, label: BasketballDunk, predict: BasketballDunk
id: 0332, acc: 50.00, label: BasketballDunk, predict: UnevenBars
id: 0333, acc: 50.15, label: BasketballDunk, predict: BasketballDunk
id: 0334, acc: 50.30, label: BasketballDunk, predict: BasketballDunk
id: 0335, acc: 50.45, label: BasketballDunk, predict: BasketballDunk
id: 0336, acc: 50.60, label: BasketballDunk, predict: BasketballDunk
id: 0337, acc: 50.74, label: BasketballDunk, predict: BasketballDunk
id: 0338, acc: 50.89, label: BasketballDunk, predict: BasketballDunk
id: 0339, acc: 51.03, label: BasketballDunk, predict: BasketballDunk
id: 0340, acc: 51.18, label: BasketballDunk, predict: BasketballDunk
id: 0341, acc: 51.32, label: BasketballDunk, predict: BasketballDunk
id: 0342, acc: 51.46, label: BenchPress, predict: BenchPress
id: 0343, acc: 51.60, label: BenchPress, predict: BenchPress
id: 0344, acc: 51.45, label: BenchPress, predict: Haircut
id: 0345, acc: 51.59, label: BenchPress, predict: BenchPress
id: 0346, acc: 51.73, label: BenchPress, predict: BenchPress
id: 0347, acc: 51.87, label: BenchPress, predict: BenchPress
id: 0348, acc: 52.01, label: BenchPress, predict: BenchPress
id: 0349, acc: 52.15, label: BenchPress, predict: BenchPress
id: 0350, acc: 52.29, label: BenchPress, predict: BenchPress
id: 0351, acc: 52.42, label: BenchPress, predict: BenchPress
id: 0352, acc: 52.56, label: BenchPress, predict: BenchPress
id: 0353, acc: 52.69, label: BenchPress, predict: BenchPress
id: 0354, acc: 52.82, label: BenchPress, predict: BenchPress
id: 0355, acc: 52.96, label: BenchPress, predict: BenchPress
id: 0356, acc: 53.09, label: BenchPress, predict: BenchPress
id: 0357, acc: 53.22, label: BenchPress, predict: BenchPress
id: 0358, acc: 53.35, label: BenchPress, predict: BenchPress
id: 0359, acc: 53.48, label: BenchPress, predict: BenchPress
id: 0360, acc: 53.61, label: BenchPress, predict: BenchPress
id: 0361, acc: 53.74, label: BenchPress, predict: BenchPress
id: 0362, acc: 53.59, label: BenchPress, predict: BlowingCandles
id: 0363, acc: 53.44, label: BenchPress, predict: HandstandPushups
id: 0364, acc: 53.30, label: BenchPress, predict: HandstandPushups
id: 0365, acc: 53.15, label: BenchPress, predict: HandstandPushups
id: 0366, acc: 53.01, label: BenchPress, predict: BlowingCandles
id: 0367, acc: 52.86, label: BenchPress, predict: BlowingCandles
id: 0368, acc: 52.72, label: BenchPress, predict: BlowingCandles
id: 0369, acc: 52.85, label: BenchPress, predict: BenchPress
id: 0370, acc: 52.97, label: BenchPress, predict: BenchPress
id: 0371, acc: 53.10, label: BenchPress, predict: BenchPress
id: 0372, acc: 53.23, label: BenchPress, predict: BenchPress
id: 0373, acc: 53.35, label: BenchPress, predict: BenchPress
id: 0374, acc: 53.48, label: BenchPress, predict: BenchPress
id: 0375, acc: 53.60, label: BenchPress, predict: BenchPress
id: 0376, acc: 53.46, label: BenchPress, predict: PlayingCello
id: 0377, acc: 53.32, label: BenchPress, predict: PlayingCello
id: 0378, acc: 53.44, label: BenchPress, predict: BenchPress
id: 0379, acc: 53.56, label: BenchPress, predict: BenchPress
id: 0380, acc: 53.42, label: BenchPress, predict: PlayingCello
id: 0381, acc: 53.28, label: BenchPress, predict: PlayingCello
id: 0382, acc: 53.14, label: BenchPress, predict: PlayingCello
id: 0383, acc: 53.00, label: BenchPress, predict: PullUps
id: 0384, acc: 52.86, label: BenchPress, predict: PullUps
id: 0385, acc: 52.73, label: BenchPress, predict: PullUps
id: 0386, acc: 52.59, label: BenchPress, predict: PullUps
id: 0387, acc: 52.71, label: BenchPress, predict: BenchPress
id: 0388, acc: 52.84, label: BenchPress, predict: BenchPress
id: 0389, acc: 52.96, label: BenchPress, predict: BenchPress
id: 0390, acc: 53.08, label: Biking, predict: Biking
id: 0391, acc: 52.94, label: Biking, predict: CricketShot
id: 0392, acc: 52.81, label: Biking, predict: TennisSwing
id: 0393, acc: 52.67, label: Biking, predict: SoccerJuggling
id: 0394, acc: 52.54, label: Biking, predict: SkyDiving
id: 0395, acc: 52.41, label: Biking, predict: Skiing
id: 0396, acc: 52.27, label: Biking, predict: Skiing
id: 0397, acc: 52.14, label: Biking, predict: Skiing
id: 0398, acc: 52.26, label: Biking, predict: Biking
id: 0399, acc: 52.13, label: Biking, predict: CuttingInKitchen
id: 0400, acc: 52.25, label: Biking, predict: Biking
id: 0401, acc: 52.12, label: Biking, predict: Swing
id: 0402, acc: 51.99, label: Biking, predict: BandMarching
id: 0403, acc: 51.86, label: Biking, predict: BlowingCandles
id: 0404, acc: 51.73, label: Biking, predict: Rafting
id: 0405, acc: 51.60, label: Biking, predict: MoppingFloor
id: 0406, acc: 51.72, label: Biking, predict: Biking
id: 0407, acc: 51.60, label: Biking, predict: HorseRace
id: 0408, acc: 51.72, label: Biking, predict: Biking
id: 0409, acc: 51.59, label: Biking, predict: HandstandPushups
id: 0410, acc: 51.46, label: Biking, predict: CuttingInKitchen
id: 0411, acc: 51.34, label: Biking, predict: RockClimbingIndoor
id: 0412, acc: 51.46, label: Biking, predict: Biking
id: 0413, acc: 51.57, label: Biking, predict: Biking
id: 0414, acc: 51.69, label: Biking, predict: Biking
id: 0415, acc: 51.81, label: Biking, predict: Biking
