Framing

Framing

Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: CuttingInKitchen
id: 0082, acc: 53.66, label: Archery, predict: TaiChi
id: 0083, acc: 53.01, label: Archery, predict: Hammering
id: 0084, acc: 53.57, label: Archery, predict: Archery
id: 0085, acc: 54.12, label: Archery, predict: Archery
id: 0086, acc: 54.65, label: Archery, predict: Archery
id: 0087, acc: 55.17, label: Archery, predict: Archery
id: 0088, acc: 55.68, label: Archery, predict: Archery
id: 0089, acc: 56.18, label: Archery, predict: Archery
id: 0090, acc: 56.67, label: Archery, predict: Archery
id: 0091, acc: 56.04, label: Archery, predict: TaiChi
id: 0092, acc: 56.52, label: Archery, predict: Archery
id: 0093, acc: 55.91, label: Archery, predict: WritingOnBoard
id: 0094, acc: 56.38, label: Archery, predict: Archery
id: 0095, acc: 56.84, label: Archery, predict: Archery
id: 0096, acc: 57.29, label: Archery, predict: Archery
id: 0097, acc: 57.73, label: Archery, predict: Archery
id: 0098, acc: 58.16, label: Archery, predict: Archery
id: 0099, acc: 58.59, label: Archery, predict: Archery
id: 0100, acc: 59.00, label: Archery, predict: Archery
id: 0101, acc: 59.41, label: Archery, predict: Archery
id: 0102, acc: 58.82, label: Archery, predict: TableTennisShot
id: 0103, acc: 58.25, label: Archery, predict: TableTennisShot
id: 0104, acc: 58.65, label: Archery, predict: Archery
id: 0105, acc: 59.05, label: Archery, predict: Archery
id: 0106, acc: 58.49, label: Archery, predict: HulaHoop
id: 0107, acc: 58.88, label: Archery, predict: Archery
id: 0108, acc: 58.33, label: Archery, predict: SkyDiving
id: 0109, acc: 57.80, label: Archery, predict: JugglingBalls
id: 0110, acc: 57.27, label: Archery, predict: JugglingBalls
id: 0111, acc: 57.66, label: Archery, predict: Archery
id: 0112, acc: 58.04, label: Archery, predict: Archery
id: 0113, acc: 58.41, label: Archery, predict: Archery
id: 0114, acc: 58.77, label: Archery, predict: Archery
id: 0115, acc: 59.13, label: Archery, predict: Archery
id: 0116, acc: 59.48, label: Archery, predict: Archery
id: 0117, acc: 59.83, label: Archery, predict: Archery
id: 0118, acc: 60.17, label: BabyCrawling, predict: BabyCrawling
id: 0119, acc: 59.66, label: BabyCrawling, predict: WritingOnBoard
id: 0120, acc: 60.00, label: BabyCrawling, predict: BabyCrawling
id: 0121, acc: 60.33, label: BabyCrawling, predict: BabyCrawling
id: 0122, acc: 60.66, label: BabyCrawling, predict: BabyCrawling
id: 0123, acc: 60.98, label: BabyCrawling, predict: BabyCrawling
id: 0124, acc: 61.29, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 61.60, label: BabyCrawling, predict: BabyCrawling
id: 0126, acc: 61.90, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 62.20, label: BabyCrawling, predict: BabyCrawling
id: 0128, acc: 61.72, label: BabyCrawling, predict: Rafting
id: 0129, acc: 61.24, label: BabyCrawling, predict: Rafting
id: 0130, acc: 60.77, label: BabyCrawling, predict: RockClimbingIndoor
id: 0131, acc: 60.31, label: BabyCrawling, predict: BrushingTeeth
id: 0132, acc: 60.61, label: BabyCrawling, predict: BabyCrawling
id: 0133, acc: 60.90, label: BabyCrawling, predict: BabyCrawling
id: 0134, acc: 61.19, label: BabyCrawling, predict: BabyCrawling
id: 0135, acc: 61.48, label: BabyCrawling, predict: BabyCrawling
id: 0136, acc: 61.76, label: BabyCrawling, predict: BabyCrawling
id: 0137, acc: 62.04, label: BabyCrawling, predict: BabyCrawling
id: 0138, acc: 62.32, label: BabyCrawling, predict: BabyCrawling
id: 0139, acc: 62.59, label: BabyCrawling, predict: BabyCrawling
id: 0140, acc: 62.86, label: BabyCrawling, predict: BabyCrawling
id: 0141, acc: 62.41, label: BabyCrawling, predict: TaiChi
id: 0142, acc: 61.97, label: BabyCrawling, predict: HandstandWalking
id: 0143, acc: 61.54, label: BabyCrawling, predict: Nunchucks
id: 0144, acc: 61.11, label: BabyCrawling, predict: TaiChi
id: 0145, acc: 60.69, label: BabyCrawling, predict: PizzaTossing
id: 0146, acc: 60.27, label: BabyCrawling, predict: CuttingInKitchen
id: 0147, acc: 60.54, label: BabyCrawling, predict: BabyCrawling
id: 0148, acc: 60.14, label: BabyCrawling, predict: Rafting
id: 0149, acc: 60.40, label: BabyCrawling, predict: BabyCrawling
id: 0150, acc: 60.67, label: BabyCrawling, predict: BabyCrawling
id: 0151, acc: 60.26, label: BabyCrawling, predict: CuttingInKitchen
id: 0152, acc: 60.53, label: BabyCrawling, predict: BabyCrawling
id: 0153, acc: 60.13, label: BalanceBeam, predict: ParallelBars
id: 0154, acc: 60.39, label: BalanceBeam, predict: BalanceBeam
id: 0155, acc: 60.00, label: BalanceBeam, predict: ParallelBars
id: 0156, acc: 60.26, label: BalanceBeam, predict: BalanceBeam
id: 0157, acc: 60.51, label: BalanceBeam, predict: BalanceBeam
id: 0158, acc: 60.76, label: BalanceBeam, predict: BalanceBeam
id: 0159, acc: 61.01, label: BalanceBeam, predict: BalanceBeam
id: 0160, acc: 61.25, label: BalanceBeam, predict: BalanceBeam
id: 0161, acc: 61.49, label: BalanceBeam, predict: BalanceBeam
id: 0162, acc: 61.73, label: BalanceBeam, predict: BalanceBeam
id: 0163, acc: 61.96, label: BalanceBeam, predict: BalanceBeam
id: 0164, acc: 62.20, label: BalanceBeam, predict: BalanceBeam
id: 0165, acc: 62.42, label: BalanceBeam, predict: BalanceBeam
id: 0166, acc: 62.65, label: BalanceBeam, predict: BalanceBeam
id: 0167, acc: 62.87, label: BalanceBeam, predict: BalanceBeam
id: 0168, acc: 63.10, label: BalanceBeam, predict: BalanceBeam
id: 0169, acc: 62.72, label: BalanceBeam, predict: FloorGymnastics
Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: CuttingInKitchen
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0003, acc: 33.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0004, acc: 50.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 60.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0006, acc: 66.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0007, acc: 71.43, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0008, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0009, acc: 77.78, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0010, acc: 70.00, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0011, acc: 72.73, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0012, acc: 75.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0013, acc: 76.92, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0014, acc: 78.57, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0015, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0016, acc: 81.25, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0017, acc: 82.35, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0018, acc: 83.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0019, acc: 78.95, label: ApplyEyeMakeup, predict: WritingOnBoard
id: 0020, acc: 80.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0021, acc: 80.95, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0022, acc: 81.82, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0023, acc: 82.61, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0024, acc: 83.33, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0025, acc: 84.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0026, acc: 84.62, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0027, acc: 85.19, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0028, acc: 85.71, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0029, acc: 86.21, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0030, acc: 86.67, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0031, acc: 87.10, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0032, acc: 87.50, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0033, acc: 87.88, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0034, acc: 88.24, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0035, acc: 88.57, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0036, acc: 88.89, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0037, acc: 89.19, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0038, acc: 89.47, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0039, acc: 89.74, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0040, acc: 90.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0041, acc: 90.24, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0042, acc: 90.48, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0043, acc: 90.70, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0044, acc: 90.91, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0045, acc: 88.89, label: ApplyLipstick, predict: ShavingBeard
id: 0046, acc: 86.96, label: ApplyLipstick, predict: ShavingBeard
id: 0047, acc: 85.11, label: ApplyLipstick, predict: ShavingBeard
id: 0048, acc: 83.33, label: ApplyLipstick, predict: ShavingBeard
id: 0049, acc: 81.63, label: ApplyLipstick, predict: BrushingTeeth
id: 0050, acc: 80.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0051, acc: 78.43, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0052, acc: 76.92, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0053, acc: 75.47, label: ApplyLipstick, predict: ShavingBeard
id: 0054, acc: 74.07, label: ApplyLipstick, predict: BrushingTeeth
id: 0055, acc: 72.73, label: ApplyLipstick, predict: BrushingTeeth
id: 0056, acc: 71.43, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 70.18, label: ApplyLipstick, predict: BrushingTeeth
id: 0058, acc: 68.97, label: ApplyLipstick, predict: BrushingTeeth
id: 0059, acc: 67.80, label: ApplyLipstick, predict: BrushingTeeth
id: 0060, acc: 66.67, label: ApplyLipstick, predict: BrushingTeeth
id: 0061, acc: 65.57, label: ApplyLipstick, predict: BrushingTeeth
id: 0062, acc: 64.52, label: ApplyLipstick, predict: BrushingTeeth
id: 0063, acc: 63.49, label: ApplyLipstick, predict: BrushingTeeth
id: 0064, acc: 62.50, label: ApplyLipstick, predict: BrushingTeeth
id: 0065, acc: 61.54, label: ApplyLipstick, predict: ShavingBeard
id: 0066, acc: 60.61, label: ApplyLipstick, predict: BrushingTeeth
id: 0067, acc: 59.70, label: ApplyLipstick, predict: BrushingTeeth
id: 0068, acc: 58.82, label: ApplyLipstick, predict: BrushingTeeth
id: 0069, acc: 57.97, label: ApplyLipstick, predict: BrushingTeeth
id: 0070, acc: 57.14, label: ApplyLipstick, predict: BrushingTeeth
id: 0071, acc: 56.34, label: ApplyLipstick, predict: BrushingTeeth
id: 0072, acc: 55.56, label: ApplyLipstick, predict: BrushingTeeth
id: 0073, acc: 54.79, label: ApplyLipstick, predict: ShavingBeard
id: 0074, acc: 54.05, label: ApplyLipstick, predict: BrushingTeeth
id: 0075, acc: 53.33, label: ApplyLipstick, predict: BrushingTeeth
id: 0076, acc: 52.63, label: ApplyLipstick, predict: BrushingTeeth
id: 0077, acc: 51.95, label: Archery, predict: Hammering
id: 0078, acc: 52.56, label: Archery, predict: Archery
id: 0079, acc: 53.16, label: Archery, predict: Archery
id: 0080, acc: 53.75, label: Archery, predict: Archery
id: 0081, acc: 54.32, label: Archery, predict: Archery
id: 0082, acc: 53.66, label: Archery, predict: TaiChi
id: 0083, acc: 53.01, label: Archery, predict: Hammering
id: 0084, acc: 53.57, label: Archery, predict: Archery
id: 0085, acc: 54.12, label: Archery, predict: Archery
id: 0086, acc: 54.65, label: Archery, predict: Archery
id: 0087, acc: 55.17, label: Archery, predict: Archery
id: 0088, acc: 55.68, label: Archery, predict: Archery
id: 0089, acc: 56.18, label: Archery, predict: Archery
id: 0090, acc: 56.67, label: Archery, predict: Archery
id: 0091, acc: 56.04, label: Archery, predict: TaiChi
id: 0092, acc: 56.52, label: Archery, predict: Archery
id: 0093, acc: 55.91, label: Archery, predict: WritingOnBoard
id: 0094, acc: 56.38, label: Archery, predict: Archery
id: 0095, acc: 56.84, label: Archery, predict: Archery
id: 0096, acc: 57.29, label: Archery, predict: Archery
id: 0097, acc: 57.73, label: Archery, predict: Archery
id: 0098, acc: 58.16, label: Archery, predict: Archery
id: 0099, acc: 58.59, label: Archery, predict: Archery
id: 0100, acc: 59.00, label: Archery, predict: Archery
id: 0101, acc: 59.41, label: Archery, predict: Archery
id: 0102, acc: 58.82, label: Archery, predict: TableTennisShot
id: 0103, acc: 58.25, label: Archery, predict: TableTennisShot
id: 0104, acc: 58.65, label: Archery, predict: Archery
id: 0105, acc: 59.05, label: Archery, predict: Archery
id: 0106, acc: 58.49, label: Archery, predict: HulaHoop
id: 0107, acc: 58.88, label: Archery, predict: Archery
id: 0108, acc: 58.33, label: Archery, predict: SkyDiving
id: 0109, acc: 57.80, label: Archery, predict: YoYo
id: 0110, acc: 57.27, label: Archery, predict: JugglingBalls
id: 0111, acc: 57.66, label: Archery, predict: Archery
id: 0112, acc: 58.04, label: Archery, predict: Archery
id: 0113, acc: 58.41, label: Archery, predict: Archery
id: 0114, acc: 58.77, label: Archery, predict: Archery
id: 0115, acc: 59.13, label: Archery, predict: Archery
id: 0116, acc: 59.48, label: Archery, predict: Archery
id: 0117, acc: 59.83, label: Archery, predict: Archery
id: 0118, acc: 60.17, label: BabyCrawling, predict: BabyCrawling
id: 0119, acc: 59.66, label: BabyCrawling, predict: WritingOnBoard
id: 0120, acc: 60.00, label: BabyCrawling, predict: BabyCrawling
id: 0121, acc: 60.33, label: BabyCrawling, predict: BabyCrawling
id: 0122, acc: 60.66, label: BabyCrawling, predict: BabyCrawling
id: 0123, acc: 60.98, label: BabyCrawling, predict: BabyCrawling
id: 0124, acc: 61.29, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 61.60, label: BabyCrawling, predict: BabyCrawling
id: 0126, acc: 61.90, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 62.20, label: BabyCrawling, predict: BabyCrawling
id: 0128, acc: 61.72, label: BabyCrawling, predict: Rafting
id: 0129, acc: 61.24, label: BabyCrawling, predict: Rafting
id: 0130, acc: 60.77, label: BabyCrawling, predict: RockClimbingIndoor
id: 0131, acc: 60.31, label: BabyCrawling, predict: BrushingTeeth
id: 0132, acc: 60.61, label: BabyCrawling, predict: BabyCrawling
id: 0133, acc: 60.90, label: BabyCrawling, predict: BabyCrawling
id: 0134, acc: 61.19, label: BabyCrawling, predict: BabyCrawling
id: 0135, acc: 61.48, label: BabyCrawling, predict: BabyCrawling
id: 0136, acc: 61.76, label: BabyCrawling, predict: BabyCrawling
id: 0137, acc: 62.04, label: BabyCrawling, predict: BabyCrawling
id: 0138, acc: 62.32, label: BabyCrawling, predict: BabyCrawling
id: 0139, acc: 62.59, label: BabyCrawling, predict: BabyCrawling
id: 0140, acc: 62.86, label: BabyCrawling, predict: BabyCrawling
id: 0141, acc: 62.41, label: BabyCrawling, predict: TaiChi
id: 0142, acc: 61.97, label: BabyCrawling, predict: HandstandWalking
id: 0143, acc: 61.54, label: BabyCrawling, predict: Nunchucks
id: 0144, acc: 61.11, label: BabyCrawling, predict: TaiChi
id: 0145, acc: 60.69, label: BabyCrawling, predict: PizzaTossing
id: 0146, acc: 60.27, label: BabyCrawling, predict: CuttingInKitchen
id: 0147, acc: 60.54, label: BabyCrawling, predict: BabyCrawling
id: 0148, acc: 60.14, label: BabyCrawling, predict: Rafting
id: 0149, acc: 60.40, label: BabyCrawling, predict: BabyCrawling
id: 0150, acc: 60.67, label: BabyCrawling, predict: BabyCrawling
id: 0151, acc: 60.26, label: BabyCrawling, predict: CuttingInKitchen
id: 0152, acc: 60.53, label: BabyCrawling, predict: BabyCrawling
id: 0153, acc: 60.13, label: BalanceBeam, predict: ParallelBars
id: 0154, acc: 59.74, label: BalanceBeam, predict: ParallelBars
id: 0155, acc: 59.35, label: BalanceBeam, predict: ParallelBars
id: 0156, acc: 59.62, label: BalanceBeam, predict: BalanceBeam
id: 0157, acc: 59.87, label: BalanceBeam, predict: BalanceBeam
id: 0158, acc: 60.13, label: BalanceBeam, predict: BalanceBeam
id: 0159, acc: 60.38, label: BalanceBeam, predict: BalanceBeam
id: 0160, acc: 60.62, label: BalanceBeam, predict: BalanceBeam
id: 0161, acc: 60.87, label: BalanceBeam, predict: BalanceBeam
id: 0162, acc: 61.11, label: BalanceBeam, predict: BalanceBeam
id: 0163, acc: 61.35, label: BalanceBeam, predict: BalanceBeam
id: 0164, acc: 61.59, label: BalanceBeam, predict: BalanceBeam
id: 0165, acc: 61.82, label: BalanceBeam, predict: BalanceBeam
id: 0166, acc: 62.05, label: BalanceBeam, predict: BalanceBeam
id: 0167, acc: 62.28, label: BalanceBeam, predict: BalanceBeam
id: 0168, acc: 62.50, label: BalanceBeam, predict: BalanceBeam
id: 0169, acc: 62.13, label: BalanceBeam, predict: FloorGymnastics
id: 0170, acc: 62.35, label: BalanceBeam, predict: BalanceBeam
id: 0171, acc: 62.57, label: BalanceBeam, predict: BalanceBeam
id: 0172, acc: 62.79, label: BalanceBeam, predict: BalanceBeam
id: 0173, acc: 63.01, label: BalanceBeam, predict: BalanceBeam
id: 0174, acc: 62.64, label: BalanceBeam, predict: Diving
id: 0175, acc: 62.86, label: BalanceBeam, predict: BalanceBeam
id: 0176, acc: 62.50, label: BalanceBeam, predict: WritingOnBoard
id: 0177, acc: 62.71, label: BalanceBeam, predict: BalanceBeam
id: 0178, acc: 62.92, label: BalanceBeam, predict: BalanceBeam
id: 0179, acc: 63.13, label: BalanceBeam, predict: BalanceBeam
id: 0180, acc: 63.33, label: BalanceBeam, predict: BalanceBeam
id: 0181, acc: 63.54, label: BalanceBeam, predict: BalanceBeam
id: 0182, acc: 63.19, label: BalanceBeam, predict: Typing
id: 0183, acc: 63.39, label: BalanceBeam, predict: BalanceBeam
id: 0184, acc: 63.59, label: BandMarching, predict: BandMarching
id: 0185, acc: 63.78, label: BandMarching, predict: BandMarching
id: 0186, acc: 63.98, label: BandMarching, predict: BandMarching
id: 0187, acc: 63.64, label: BandMarching, predict: MilitaryParade
id: 0188, acc: 63.30, label: BandMarching, predict: MilitaryParade
id: 0189, acc: 62.96, label: BandMarching, predict: MilitaryParade
id: 0190, acc: 62.63, label: BandMarching, predict: MilitaryParade
id: 0191, acc: 62.83, label: BandMarching, predict: BandMarching
id: 0192, acc: 63.02, label: BandMarching, predict: BandMarching
id: 0193, acc: 63.21, label: BandMarching, predict: BandMarching
id: 0194, acc: 63.40, label: BandMarching, predict: BandMarching
id: 0195, acc: 63.08, label: BandMarching, predict: Rowing
id: 0196, acc: 63.27, label: BandMarching, predict: BandMarching
id: 0197, acc: 62.94, label: BandMarching, predict: Rowing
id: 0198, acc: 63.13, label: BandMarching, predict: BandMarching
id: 0199, acc: 63.32, label: BandMarching, predict: BandMarching
id: 0200, acc: 63.50, label: BandMarching, predict: BandMarching
id: 0201, acc: 63.68, label: BandMarching, predict: BandMarching
id: 0202, acc: 63.86, label: BandMarching, predict: BandMarching
id: 0203, acc: 64.04, label: BandMarching, predict: BandMarching
id: 0204, acc: 64.22, label: BandMarching, predict: BandMarching
id: 0205, acc: 63.90, label: BandMarching, predict: SoccerJuggling
id: 0206, acc: 64.08, label: BandMarching, predict: BandMarching
id: 0207, acc: 64.25, label: BandMarching, predict: BandMarching
id: 0208, acc: 64.42, label: BandMarching, predict: BandMarching
id: 0209, acc: 64.11, label: BandMarching, predict: MilitaryParade
id: 0210, acc: 63.81, label: BandMarching, predict: MilitaryParade
id: 0211, acc: 63.98, label: BandMarching, predict: BandMarching
id: 0212, acc: 63.68, label: BandMarching, predict: MilitaryParade
id: 0213, acc: 63.38, label: BandMarching, predict: Rafting
id: 0214, acc: 63.55, label: BandMarching, predict: BandMarching
id: 0215, acc: 63.72, label: BandMarching, predict: BandMarching
id: 0216, acc: 63.89, label: BandMarching, predict: BandMarching
id: 0217, acc: 63.59, label: BandMarching, predict: Billiards
id: 0218, acc: 63.76, label: BandMarching, predict: BandMarching
id: 0219, acc: 63.47, label: BandMarching, predict: CliffDiving
id: 0220, acc: 63.64, label: BandMarching, predict: BandMarching
id: 0221, acc: 63.35, label: BandMarching, predict: PlayingViolin
id: 0222, acc: 63.51, label: BandMarching, predict: BandMarching
id: 0223, acc: 63.68, label: BandMarching, predict: BandMarching
id: 0224, acc: 63.84, label: BandMarching, predict: BandMarching
id: 0225, acc: 64.00, label: BandMarching, predict: BandMarching
id: 0226, acc: 64.16, label: BandMarching, predict: BandMarching
id: 0227, acc: 63.88, label: BaseballPitch, predict: SoccerJuggling
