id: 0001, acc: 100.00, label: ROA, predict: ROA
id: 0077, acc: 100.00, label: ROA, predict: ROA
id: 0078, acc: 100.00, label: ROA, predict: ROA
id: 0079, acc: 100.00, label: ROA, predict: ROA
id: 0080, acc: 100.00, label: ROA, predict: ROA
id: 0081, acc: 100.00, label: ROA, predict: ROA
id: 0082, acc: 100.00, label: ROA, predict: ROA
id: 0083, acc: 100.00, label: ROA, predict: ROA
id: 0084, acc: 100.00, label: ROA, predict: ROA
id: 0085, acc: 100.00, label: ROA, predict: ROA
id: 0086, acc: 100.00, label: ROA, predict: ROA
id: 0087, acc: 100.00, label: ROA, predict: ROA
id: 0088, acc: 100.00, label: ROA, predict: ROA
id: 0089, acc: 100.00, label: ROA, predict: ROA
id: 0090, acc: 100.00, label: ROA, predict: ROA
id: 0091, acc: 100.00, label: ROA, predict: ROA
id: 0092, acc: 100.00, label: ROA, predict: ROA
id: 0093, acc: 100.00, label: ROA, predict: ROA
id: 0094, acc: 100.00, label: ROA, predict: ROA
id: 0095, acc: 100.00, label: ROA, predict: ROA
id: 0096, acc: 100.00, label: ROA, predict: ROA
id: 0097, acc: 100.00, label: ROA, predict: ROA
id: 0098, acc: 100.00, label: ROA, predict: ROA
id: 0099, acc: 100.00, label: ROA, predict: ROA
id: 0100, acc: 100.00, label: ROA, predict: ROA
id: 0101, acc: 100.00, label: ROA, predict: ROA
id: 0102, acc: 100.00, label: ROA, predict: ROA
id: 0103, acc: 100.00, label: ROA, predict: ROA
id: 0104, acc: 100.00, label: ROA, predict: ROA
id: 0105, acc: 100.00, label: ROA, predict: ROA
id: 0106, acc: 100.00, label: ROA, predict: ROA
id: 0107, acc: 100.00, label: ROA, predict: ROA
id: 0108, acc: 100.00, label: ROA, predict: ROA
id: 0109, acc: 100.00, label: ROA, predict: ROA
id: 0110, acc: 100.00, label: ROA, predict: ROA
id: 0111, acc: 100.00, label: ROA, predict: ROA
id: 0112, acc: 100.00, label: ROA, predict: ROA
id: 0113, acc: 100.00, label: ROA, predict: ROA
id: 0114, acc: 100.00, label: ROA, predict: ROA
id: 0115, acc: 100.00, label: ROA, predict: ROA
id: 0116, acc: 100.00, label: ROA, predict: ROA
id: 0117, acc: 100.00, label: ROA, predict: ROA
id: 0118, acc: 100.00, label: ROA, predict: ROA
id: 0119, acc: 100.00, label: ROA, predict: ROA
id: 0120, acc: 100.00, label: ROA, predict: ROA
id: 0121, acc: 100.00, label: ROA, predict: ROA
id: 0122, acc: 100.00, label: ROA, predict: ROA
id: 0123, acc: 100.00, label: ROA, predict: ROA
id: 0124, acc: 100.00, label: ROA, predict: ROA
id: 0125, acc: 100.00, label: ROA, predict: ROA
id: 0126, acc: 100.00, label: ROA, predict: ROA
id: 0127, acc: 100.00, label: ROA, predict: ROA
id: 0128, acc: 100.00, label: ROA, predict: ROA
id: 0129, acc: 100.00, label: ROA, predict: ROA
id: 0130, acc: 100.00, label: ROA, predict: ROA
id: 0131, acc: 100.00, label: ROA, predict: ROA
id: 0132, acc: 100.00, label: ROA, predict: ROA
id: 0133, acc: 100.00, label: ROA, predict: ROA
id: 0134, acc: 100.00, label: ROA, predict: ROA
id: 0135, acc: 100.00, label: ROA, predict: ROA
id: 0136, acc: 100.00, label: ROA, predict: ROA
id: 0137, acc: 100.00, label: ROA, predict: ROA
id: 0138, acc: 100.00, label: ROA, predict: ROA
id: 0139, acc: 100.00, label: ROA, predict: ROA
id: 0140, acc: 100.00, label: ROA, predict: ROA
id: 0141, acc: 100.00, label: ROA, predict: ROA
id: 0142, acc: 100.00, label: ROA, predict: ROA
id: 0143, acc: 100.00, label: ROA, predict: ROA
id: 0144, acc: 100.00, label: ROA, predict: ROA
id: 0145, acc: 100.00, label: ROA, predict: ROA
id: 0146, acc: 100.00, label: ROA, predict: ROA
id: 0147, acc: 100.00, label: ROA, predict: ROA
id: 0148, acc: 100.00, label: ROA, predict: ROA
id: 0149, acc: 100.00, label: ROA, predict: ROA
id: 0150, acc: 100.00, label: ROA, predict: ROA
id: 0151, acc: 100.00, label: ROA, predict: ROA
id: 0152, acc: 100.00, label: ROA, predict: ROA
id: 0153, acc: 100.00, label: ROA, predict: ROA
id: 0154, acc: 100.00, label: ROA, predict: ROA
id: 0155, acc: 100.00, label: ROA, predict: ROA
id: 0156, acc: 100.00, label: ROA, predict: ROA
id: 0157, acc: 100.00, label: ROA, predict: ROA
id: 0158, acc: 100.00, label: ROA, predict: ROA
id: 0159, acc: 100.00, label: ROA, predict: ROA
id: 0160, acc: 100.00, label: ROA, predict: ROA
id: 0161, acc: 100.00, label: ROA, predict: ROA
id: 0162, acc: 100.00, label: ROA, predict: ROA
id: 0163, acc: 100.00, label: ROA, predict: ROA
id: 0164, acc: 100.00, label: ROA, predict: ROA
id: 0165, acc: 100.00, label: ROA, predict: ROA
id: 0166, acc: 100.00, label: ROA, predict: ROA
id: 0167, acc: 100.00, label: ROA, predict: ROA
id: 0168, acc: 100.00, label: ROA, predict: ROA
id: 0169, acc: 100.00, label: ROA, predict: ROA
id: 0170, acc: 100.00, label: ROA, predict: ROA
id: 0171, acc: 100.00, label: ROA, predict: ROA
id: 0172, acc: 100.00, label: ROA, predict: ROA
id: 0173, acc: 100.00, label: ROA, predict: ROA
id: 0174, acc: 100.00, label: ROA, predict: ROA
id: 0175, acc: 100.00, label: ROA, predict: ROA
id: 0176, acc: 100.00, label: ROA, predict: ROA
id: 0177, acc: 100.00, label: ROA, predict: ROA
id: 0178, acc: 100.00, label: ROA, predict: ROA
id: 0179, acc: 100.00, label: ROA, predict: ROA
id: 0180, acc: 100.00, label: ROA, predict: ROA
id: 0181, acc: 100.00, label: ROA, predict: ROA
id: 0182, acc: 100.00, label: ROA, predict: ROA
id: 0183, acc: 100.00, label: ROA, predict: ROA
id: 0184, acc: 100.00, label: ROA, predict: ROA
id: 0185, acc: 100.00, label: ROA, predict: ROA
id: 0186, acc: 100.00, label: ROA, predict: ROA
id: 0187, acc: 100.00, label: ROA, predict: ROA
id: 0188, acc: 100.00, label: ROA, predict: ROA
id: 0189, acc: 100.00, label: ROA, predict: ROA
id: 0190, acc: 100.00, label: ROA, predict: ROA
id: 0191, acc: 100.00, label: ROA, predict: ROA
id: 0192, acc: 100.00, label: ROA, predict: ROA
id: 0193, acc: 100.00, label: ROA, predict: ROA
id: 0194, acc: 100.00, label: ROA, predict: ROA
id: 0195, acc: 100.00, label: ROA, predict: ROA
id: 0196, acc: 100.00, label: ROA, predict: ROA
id: 0197, acc: 100.00, label: ROA, predict: ROA
id: 0198, acc: 100.00, label: ROA, predict: ROA
id: 0199, acc: 100.00, label: ROA, predict: ROA
id: 0200, acc: 100.00, label: ROA, predict: ROA
id: 0201, acc: 100.00, label: ROA, predict: ROA
id: 0202, acc: 100.00, label: ROA, predict: ROA
id: 0203, acc: 100.00, label: ROA, predict: ROA
id: 0204, acc: 100.00, label: ROA, predict: ROA
id: 0205, acc: 100.00, label: ROA, predict: ROA
id: 0206, acc: 100.00, label: ROA, predict: ROA
id: 0207, acc: 100.00, label: ROA, predict: ROA
id: 0208, acc: 100.00, label: ROA, predict: ROA
id: 0209, acc: 100.00, label: ROA, predict: ROA
id: 0210, acc: 100.00, label: ROA, predict: ROA
id: 0211, acc: 100.00, label: ROA, predict: ROA
id: 0212, acc: 100.00, label: ROA, predict: ROA
id: 0213, acc: 100.00, label: ROA, predict: ROA
id: 0214, acc: 100.00, label: ROA, predict: ROA
id: 0215, acc: 100.00, label: ROA, predict: ROA
id: 0216, acc: 100.00, label: ROA, predict: ROA
id: 0217, acc: 100.00, label: ROA, predict: ROA
id: 0218, acc: 100.00, label: ROA, predict: ROA
id: 0219, acc: 100.00, label: ROA, predict: ROA
id: 0220, acc: 100.00, label: ROA, predict: ROA
id: 0221, acc: 100.00, label: ROA, predict: ROA
id: 0222, acc: 100.00, label: ROA, predict: ROA
id: 0223, acc: 100.00, label: ROA, predict: ROA
id: 0224, acc: 100.00, label: ROA, predict: ROA
id: 0225, acc: 100.00, label: ROA, predict: ROA
id: 0226, acc: 100.00, label: ROA, predict: ROA
id: 0227, acc: 100.00, label: ROA, predict: ROA
id: 0228, acc: 100.00, label: ROA, predict: ROA
id: 0229, acc: 100.00, label: ROA, predict: ROA
id: 0230, acc: 100.00, label: ROA, predict: ROA
id: 0231, acc: 100.00, label: ROA, predict: ROA
id: 0232, acc: 100.00, label: ROA, predict: ROA
id: 0233, acc: 100.00, label: ROA, predict: ROA
id: 0234, acc: 100.00, label: ROA, predict: ROA
id: 0235, acc: 100.00, label: ROA, predict: ROA
id: 0236, acc: 100.00, label: ROA, predict: ROA
id: 0237, acc: 100.00, label: ROA, predict: ROA
id: 0238, acc: 100.00, label: ROA, predict: ROA
id: 0239, acc: 100.00, label: ROA, predict: ROA
id: 0240, acc: 100.00, label: ROA, predict: ROA
id: 0241, acc: 100.00, label: ROA, predict: ROA
id: 0242, acc: 100.00, label: ROA, predict: ROA
id: 0243, acc: 100.00, label: ROA, predict: ROA
id: 0244, acc: 100.00, label: ROA, predict: ROA
id: 0245, acc: 100.00, label: ROA, predict: ROA
id: 0246, acc: 100.00, label: ROA, predict: ROA
id: 0247, acc: 100.00, label: ROA, predict: ROA
id: 0248, acc: 100.00, label: ROA, predict: ROA
id: 0249, acc: 100.00, label: ROA, predict: ROA
id: 0250, acc: 100.00, label: ROA, predict: ROA
id: 0251, acc: 100.00, label: ROA, predict: ROA
id: 0252, acc: 100.00, label: ROA, predict: ROA
id: 0253, acc: 100.00, label: ROA, predict: ROA
id: 0254, acc: 100.00, label: ROA, predict: ROA
id: 0255, acc: 100.00, label: ROA, predict: ROA
id: 0256, acc: 100.00, label: ROA, predict: ROA
id: 0257, acc: 100.00, label: ROA, predict: ROA
id: 0258, acc: 100.00, label: ROA, predict: ROA
id: 0259, acc: 100.00, label: ROA, predict: ROA
id: 0260, acc: 100.00, label: ROA, predict: ROA
id: 0261, acc: 100.00, label: ROA, predict: ROA
id: 0262, acc: 100.00, label: ROA, predict: ROA
id: 0263, acc: 100.00, label: ROA, predict: ROA
id: 0264, acc: 100.00, label: ROA, predict: ROA
id: 0265, acc: 100.00, label: ROA, predict: ROA
id: 0266, acc: 100.00, label: ROA, predict: ROA
id: 0267, acc: 100.00, label: ROA, predict: ROA
id: 0268, acc: 100.00, label: ROA, predict: ROA
id: 0269, acc: 100.00, label: ROA, predict: ROA
id: 0270, acc: 100.00, label: ROA, predict: ROA
id: 0271, acc: 100.00, label: ROA, predict: ROA
id: 0272, acc: 100.00, label: ROA, predict: ROA
id: 0273, acc: 100.00, label: ROA, predict: ROA
id: 0274, acc: 100.00, label: ROA, predict: ROA
id: 0275, acc: 100.00, label: ROA, predict: ROA
id: 0276, acc: 100.00, label: ROA, predict: ROA
id: 0277, acc: 100.00, label: ROA, predict: ROA
id: 0278, acc: 100.00, label: ROA, predict: ROA
id: 0279, acc: 100.00, label: ROA, predict: ROA
id: 0280, acc: 100.00, label: ROA, predict: ROA
id: 0281, acc: 100.00, label: ROA, predict: ROA
id: 0282, acc: 100.00, label: ROA, predict: ROA
id: 0283, acc: 100.00, label: ROA, predict: ROA
id: 0284, acc: 100.00, label: ROA, predict: ROA
id: 0285, acc: 100.00, label: ROA, predict: ROA
id: 0286, acc: 100.00, label: ROA, predict: ROA
id: 0287, acc: 100.00, label: ROA, predict: ROA
id: 0288, acc: 100.00, label: ROA, predict: ROA
id: 0289, acc: 100.00, label: ROA, predict: ROA
id: 0290, acc: 100.00, label: ROA, predict: ROA
id: 0291, acc: 100.00, label: ROA, predict: ROA
id: 0292, acc: 100.00, label: ROA, predict: ROA
id: 0293, acc: 100.00, label: ROA, predict: ROA
id: 0294, acc: 100.00, label: ROA, predict: ROA
id: 0295, acc: 100.00, label: ROA, predict: ROA
id: 0296, acc: 100.00, label: ROA, predict: ROA
id: 0297, acc: 100.00, label: ROA, predict: ROA
id: 0298, acc: 100.00, label: ROA, predict: ROA
id: 0299, acc: 100.00, label: ROA, predict: ROA
id: 0300, acc: 100.00, label: ROA, predict: ROA
id: 0301, acc: 100.00, label: ROA, predict: ROA
id: 0302, acc: 100.00, label: ROA, predict: ROA
id: 0303, acc: 100.00, label: ROA, predict: ROA
id: 0304, acc: 100.00, label: ROA, predict: ROA
id: 0305, acc: 100.00, label: ROA, predict: ROA
id: 0306, acc: 100.00, label: ROA, predict: ROA
id: 0307, acc: 100.00, label: ROA, predict: ROA
id: 0308, acc: 100.00, label: ROA, predict: ROA
id: 0309, acc: 100.00, label: ROA, predict: ROA
id: 0310, acc: 100.00, label: ROA, predict: ROA
id: 0311, acc: 100.00, label: ROA, predict: ROA
id: 0312, acc: 100.00, label: ROA, predict: ROA
id: 0313, acc: 100.00, label: ROA, predict: ROA
id: 0314, acc: 100.00, label: ROA, predict: ROA
id: 0315, acc: 100.00, label: ROA, predict: ROA
id: 0316, acc: 100.00, label: ROA, predict: ROA
id: 0317, acc: 100.00, label: ROA, predict: ROA
id: 0318, acc: 100.00, label: ROA, predict: ROA
id: 0319, acc: 100.00, label: ROA, predict: ROA
id: 0320, acc: 100.00, label: ROA, predict: ROA
id: 0321, acc: 100.00, label: ROA, predict: ROA
id: 0322, acc: 100.00, label: ROA, predict: ROA
id: 0323, acc: 100.00, label: ROA, predict: ROA
id: 0324, acc: 100.00, label: ROA, predict: ROA
id: 0325, acc: 100.00, label: ROA, predict: ROA
id: 0326, acc: 100.00, label: ROA, predict: ROA
id: 0327, acc: 100.00, label: ROA, predict: ROA
id: 0328, acc: 100.00, label: ROA, predict: ROA
id: 0329, acc: 100.00, label: ROA, predict: ROA
id: 0330, acc: 100.00, label: ROA, predict: ROA
id: 0331, acc: 100.00, label: ROA, predict: ROA
id: 0332, acc: 100.00, label: ROA, predict: ROA
id: 0333, acc: 100.00, label: ROA, predict: ROA
id: 0334, acc: 100.00, label: ROA, predict: ROA
id: 0335, acc: 100.00, label: ROA, predict: ROA
id: 0336, acc: 100.00, label: ROA, predict: ROA
id: 0337, acc: 100.00, label: ROA, predict: ROA
id: 0338, acc: 100.00, label: ROA, predict: ROA
id: 0339, acc: 100.00, label: ROA, predict: ROA
id: 0340, acc: 100.00, label: ROA, predict: ROA
id: 0341, acc: 100.00, label: ROA, predict: ROA
id: 0342, acc: 100.00, label: ROA, predict: ROA
id: 0343, acc: 100.00, label: ROA, predict: ROA
id: 0344, acc: 100.00, label: ROA, predict: ROA
id: 0345, acc: 100.00, label: ROA, predict: ROA
id: 0346, acc: 100.00, label: ROA, predict: ROA
id: 0347, acc: 100.00, label: ROA, predict: ROA
id: 0348, acc: 100.00, label: ROA, predict: ROA
id: 0349, acc: 100.00, label: ROA, predict: ROA
id: 0350, acc: 100.00, label: ROA, predict: ROA
id: 0351, acc: 100.00, label: ROA, predict: ROA
id: 0352, acc: 100.00, label: ROA, predict: ROA
id: 0353, acc: 100.00, label: ROA, predict: ROA
id: 0354, acc: 100.00, label: ROA, predict: ROA
id: 0355, acc: 100.00, label: ROA, predict: ROA
id: 0356, acc: 100.00, label: ROA, predict: ROA
id: 0357, acc: 100.00, label: ROA, predict: ROA
id: 0358, acc: 100.00, label: ROA, predict: ROA
id: 0359, acc: 100.00, label: ROA, predict: ROA
id: 0360, acc: 100.00, label: ROA, predict: ROA
id: 0361, acc: 100.00, label: ROA, predict: ROA
id: 0362, acc: 100.00, label: ROA, predict: ROA
id: 0363, acc: 100.00, label: ROA, predict: ROA
id: 0364, acc: 100.00, label: ROA, predict: ROA
id: 0365, acc: 100.00, label: ROA, predict: ROA
id: 0366, acc: 100.00, label: ROA, predict: ROA
id: 0367, acc: 100.00, label: ROA, predict: ROA
id: 0368, acc: 100.00, label: ROA, predict: ROA
id: 0369, acc: 100.00, label: ROA, predict: ROA
id: 0370, acc: 100.00, label: ROA, predict: ROA
id: 0371, acc: 100.00, label: ROA, predict: ROA
id: 0372, acc: 100.00, label: ROA, predict: ROA
id: 0373, acc: 100.00, label: ROA, predict: ROA
id: 0374, acc: 100.00, label: ROA, predict: ROA
id: 0375, acc: 100.00, label: ROA, predict: ROA
id: 0376, acc: 100.00, label: ROA, predict: ROA
id: 0377, acc: 100.00, label: ROA, predict: ROA
id: 0378, acc: 100.00, label: ROA, predict: ROA
id: 0379, acc: 100.00, label: ROA, predict: ROA
id: 0380, acc: 100.00, label: ROA, predict: ROA
id: 0381, acc: 100.00, label: ROA, predict: ROA
id: 0382, acc: 100.00, label: ROA, predict: ROA
id: 0383, acc: 100.00, label: ROA, predict: ROA
id: 0384, acc: 100.00, label: ROA, predict: ROA
id: 0385, acc: 100.00, label: ROA, predict: ROA
id: 0386, acc: 100.00, label: ROA, predict: ROA
id: 0387, acc: 100.00, label: ROA, predict: ROA
id: 0388, acc: 100.00, label: ROA, predict: ROA
id: 0389, acc: 100.00, label: ROA, predict: ROA
id: 0390, acc: 100.00, label: ROA, predict: ROA
id: 0391, acc: 100.00, label: ROA, predict: ROA
id: 0392, acc: 100.00, label: ROA, predict: ROA
id: 0393, acc: 100.00, label: ROA, predict: ROA
id: 0394, acc: 100.00, label: ROA, predict: ROA
id: 0395, acc: 100.00, label: ROA, predict: ROA
id: 0396, acc: 100.00, label: ROA, predict: ROA
id: 0397, acc: 100.00, label: ROA, predict: ROA
id: 0398, acc: 100.00, label: ROA, predict: ROA
id: 0399, acc: 100.00, label: ROA, predict: ROA
id: 0400, acc: 100.00, label: ROA, predict: ROA
id: 0401, acc: 100.00, label: ROA, predict: ROA
id: 0402, acc: 100.00, label: ROA, predict: ROA
id: 0403, acc: 100.00, label: ROA, predict: ROA
id: 0404, acc: 100.00, label: ROA, predict: ROA
id: 0405, acc: 100.00, label: ROA, predict: ROA
id: 0406, acc: 100.00, label: ROA, predict: ROA
id: 0407, acc: 100.00, label: ROA, predict: ROA
id: 0408, acc: 100.00, label: ROA, predict: ROA
id: 0409, acc: 100.00, label: ROA, predict: ROA
id: 0410, acc: 100.00, label: ROA, predict: ROA
id: 0411, acc: 100.00, label: ROA, predict: ROA
id: 0412, acc: 100.00, label: ROA, predict: ROA
id: 0413, acc: 100.00, label: ROA, predict: ROA
id: 0414, acc: 100.00, label: ROA, predict: ROA
id: 0415, acc: 100.00, label: ROA, predict: ROA
id: 0416, acc: 100.00, label: ROA, predict: ROA
id: 0417, acc: 100.00, label: ROA, predict: ROA
id: 0418, acc: 100.00, label: ROA, predict: ROA
id: 0419, acc: 100.00, label: ROA, predict: ROA
id: 0420, acc: 100.00, label: ROA, predict: ROA
id: 0421, acc: 100.00, label: ROA, predict: ROA
id: 0422, acc: 100.00, label: ROA, predict: ROA
id: 0423, acc: 100.00, label: ROA, predict: ROA
id: 0424, acc: 100.00, label: ROA, predict: ROA
id: 0425, acc: 100.00, label: ROA, predict: ROA
id: 0426, acc: 100.00, label: ROA, predict: ROA
id: 0427, acc: 100.00, label: ROA, predict: ROA
id: 0428, acc: 100.00, label: ROA, predict: ROA
id: 0429, acc: 100.00, label: ROA, predict: ROA
id: 0430, acc: 100.00, label: ROA, predict: ROA
id: 0431, acc: 100.00, label: ROA, predict: ROA
id: 0432, acc: 100.00, label: ROA, predict: ROA
id: 0433, acc: 100.00, label: ROA, predict: ROA
id: 0434, acc: 100.00, label: ROA, predict: ROA
id: 0435, acc: 100.00, label: ROA, predict: ROA
id: 0436, acc: 100.00, label: ROA, predict: ROA
id: 0437, acc: 100.00, label: ROA, predict: ROA
id: 0438, acc: 100.00, label: ROA, predict: ROA
id: 0439, acc: 100.00, label: ROA, predict: ROA
id: 0440, acc: 100.00, label: ROA, predict: ROA
id: 0441, acc: 100.00, label: ROA, predict: ROA
id: 0442, acc: 100.00, label: ROA, predict: ROA
id: 0443, acc: 100.00, label: ROA, predict: ROA
id: 0444, acc: 100.00, label: ROA, predict: ROA
id: 0445, acc: 100.00, label: ROA, predict: ROA
id: 0446, acc: 100.00, label: ROA, predict: ROA
id: 0447, acc: 100.00, label: ROA, predict: ROA
id: 0448, acc: 100.00, label: ROA, predict: ROA
id: 0449, acc: 100.00, label: ROA, predict: ROA
id: 0450, acc: 100.00, label: ROA, predict: ROA
id: 0451, acc: 100.00, label: ROA, predict: ROA
id: 0452, acc: 100.00, label: ROA, predict: ROA
id: 0453, acc: 100.00, label: ROA, predict: ROA
id: 0454, acc: 100.00, label: ROA, predict: ROA
id: 0455, acc: 100.00, label: ROA, predict: ROA
id: 0456, acc: 100.00, label: ROA, predict: ROA
id: 0457, acc: 100.00, label: ROA, predict: ROA
id: 0458, acc: 100.00, label: ROA, predict: ROA
id: 0459, acc: 100.00, label: ROA, predict: ROA
id: 0460, acc: 100.00, label: ROA, predict: ROA
id: 0461, acc: 100.00, label: ROA, predict: ROA
id: 0462, acc: 100.00, label: ROA, predict: ROA
id: 0463, acc: 100.00, label: ROA, predict: ROA
id: 0464, acc: 100.00, label: ROA, predict: ROA
id: 0465, acc: 100.00, label: ROA, predict: ROA
id: 0466, acc: 100.00, label: ROA, predict: ROA
id: 0467, acc: 100.00, label: ROA, predict: ROA
id: 0468, acc: 100.00, label: ROA, predict: ROA
id: 0469, acc: 100.00, label: ROA, predict: ROA
id: 0470, acc: 100.00, label: ROA, predict: ROA
id: 0471, acc: 100.00, label: ROA, predict: ROA
id: 0472, acc: 100.00, label: ROA, predict: ROA
id: 0473, acc: 100.00, label: ROA, predict: ROA
id: 0474, acc: 100.00, label: ROA, predict: ROA
id: 0475, acc: 100.00, label: ROA, predict: ROA
id: 0476, acc: 100.00, label: ROA, predict: ROA
id: 0477, acc: 100.00, label: ROA, predict: ROA
id: 0478, acc: 100.00, label: ROA, predict: ROA
id: 0479, acc: 100.00, label: ROA, predict: ROA
id: 0480, acc: 100.00, label: ROA, predict: ROA
id: 0481, acc: 100.00, label: ROA, predict: ROA
id: 0482, acc: 100.00, label: ROA, predict: ROA
id: 0483, acc: 100.00, label: ROA, predict: ROA
id: 0484, acc: 100.00, label: ROA, predict: ROA
id: 0485, acc: 100.00, label: ROA, predict: ROA
id: 0486, acc: 100.00, label: ROA, predict: ROA
id: 0487, acc: 100.00, label: ROA, predict: ROA
id: 0488, acc: 100.00, label: ROA, predict: ROA
id: 0489, acc: 100.00, label: ROA, predict: ROA
id: 0490, acc: 100.00, label: ROA, predict: ROA
id: 0491, acc: 100.00, label: ROA, predict: ROA
id: 0492, acc: 100.00, label: ROA, predict: ROA
id: 0493, acc: 100.00, label: ROA, predict: ROA
id: 0494, acc: 100.00, label: ROA, predict: ROA
id: 0495, acc: 100.00, label: ROA, predict: ROA
id: 0496, acc: 100.00, label: ROA, predict: ROA
id: 0497, acc: 100.00, label: ROA, predict: ROA
id: 0498, acc: 100.00, label: ROA, predict: ROA
id: 0499, acc: 100.00, label: ROA, predict: ROA
id: 0500, acc: 100.00, label: ROA, predict: ROA
id: 0501, acc: 100.00, label: ROA, predict: ROA
id: 0502, acc: 100.00, label: ROA, predict: ROA
id: 0503, acc: 100.00, label: ROA, predict: ROA
id: 0504, acc: 100.00, label: ROA, predict: ROA
id: 0505, acc: 100.00, label: ROA, predict: ROA
id: 0506, acc: 100.00, label: ROA, predict: ROA
id: 0507, acc: 100.00, label: ROA, predict: ROA
id: 0508, acc: 100.00, label: ROA, predict: ROA
id: 0509, acc: 100.00, label: ROA, predict: ROA
id: 0510, acc: 100.00, label: ROA, predict: ROA
id: 0511, acc: 100.00, label: ROA, predict: ROA
id: 0512, acc: 100.00, label: ROA, predict: ROA
id: 0513, acc: 100.00, label: ROA, predict: ROA
id: 0514, acc: 100.00, label: ROA, predict: ROA
id: 0515, acc: 100.00, label: ROA, predict: ROA
id: 0516, acc: 100.00, label: ROA, predict: ROA
id: 0517, acc: 100.00, label: ROA, predict: ROA
