id: 0001, acc: 100.00, label: PGD, predict: PGD
id: 0042, acc: 100.00, label: PGD, predict: PGD
id: 0043, acc: 100.00, label: PGD, predict: PGD
id: 0044, acc: 100.00, label: PGD, predict: PGD
id: 0045, acc: 100.00, label: PGD, predict: PGD
id: 0046, acc: 100.00, label: PGD, predict: PGD
id: 0047, acc: 100.00, label: PGD, predict: PGD
id: 0048, acc: 100.00, label: PGD, predict: PGD
id: 0049, acc: 100.00, label: PGD, predict: PGD
id: 0050, acc: 100.00, label: PGD, predict: PGD
id: 0051, acc: 100.00, label: PGD, predict: PGD
id: 0052, acc: 100.00, label: PGD, predict: PGD
id: 0053, acc: 100.00, label: PGD, predict: PGD
id: 0054, acc: 100.00, label: PGD, predict: PGD
id: 0055, acc: 98.18, label: PGD, predict: clean
id: 0056, acc: 96.43, label: PGD, predict: clean
id: 0057, acc: 96.49, label: PGD, predict: PGD
id: 0058, acc: 96.55, label: PGD, predict: PGD
id: 0059, acc: 96.61, label: PGD, predict: PGD
id: 0060, acc: 96.67, label: PGD, predict: PGD
id: 0061, acc: 96.72, label: PGD, predict: PGD
id: 0062, acc: 96.77, label: PGD, predict: PGD
id: 0063, acc: 96.83, label: PGD, predict: PGD
id: 0064, acc: 96.88, label: PGD, predict: PGD
id: 0065, acc: 96.92, label: PGD, predict: PGD
id: 0066, acc: 96.97, label: PGD, predict: PGD
id: 0067, acc: 97.01, label: PGD, predict: PGD
id: 0068, acc: 97.06, label: PGD, predict: PGD
id: 0069, acc: 97.10, label: PGD, predict: PGD
id: 0070, acc: 97.14, label: PGD, predict: PGD
id: 0071, acc: 97.18, label: PGD, predict: PGD
id: 0072, acc: 97.22, label: PGD, predict: PGD
id: 0073, acc: 97.26, label: PGD, predict: PGD
id: 0074, acc: 97.30, label: PGD, predict: PGD
id: 0075, acc: 97.33, label: PGD, predict: PGD
id: 0076, acc: 97.37, label: PGD, predict: PGD
id: 0077, acc: 97.40, label: PGD, predict: PGD
id: 0078, acc: 97.44, label: PGD, predict: PGD
id: 0079, acc: 96.20, label: PGD, predict: clean
id: 0080, acc: 96.25, label: PGD, predict: PGD
id: 0081, acc: 96.30, label: PGD, predict: PGD
id: 0082, acc: 96.34, label: PGD, predict: PGD
id: 0083, acc: 96.39, label: PGD, predict: PGD
id: 0084, acc: 95.24, label: PGD, predict: clean
id: 0085, acc: 95.29, label: PGD, predict: PGD
id: 0086, acc: 95.35, label: PGD, predict: PGD
id: 0087, acc: 95.40, label: PGD, predict: PGD
id: 0088, acc: 95.45, label: PGD, predict: PGD
id: 0089, acc: 95.51, label: PGD, predict: PGD
id: 0090, acc: 95.56, label: PGD, predict: PGD
id: 0091, acc: 95.60, label: PGD, predict: PGD
id: 0092, acc: 95.65, label: PGD, predict: PGD
id: 0093, acc: 95.70, label: PGD, predict: PGD
id: 0094, acc: 95.74, label: PGD, predict: PGD
id: 0095, acc: 95.79, label: PGD, predict: PGD
id: 0096, acc: 95.83, label: PGD, predict: PGD
id: 0097, acc: 95.88, label: PGD, predict: PGD
id: 0098, acc: 95.92, label: PGD, predict: PGD
id: 0099, acc: 95.96, label: PGD, predict: PGD
id: 0100, acc: 96.00, label: PGD, predict: PGD
id: 0101, acc: 96.04, label: PGD, predict: PGD
id: 0102, acc: 96.08, label: PGD, predict: PGD
id: 0103, acc: 96.12, label: PGD, predict: PGD
id: 0104, acc: 96.15, label: PGD, predict: PGD
id: 0105, acc: 96.19, label: PGD, predict: PGD
id: 0106, acc: 96.23, label: PGD, predict: PGD
id: 0107, acc: 96.26, label: PGD, predict: PGD
id: 0108, acc: 96.30, label: PGD, predict: PGD
id: 0109, acc: 96.33, label: PGD, predict: PGD
id: 0110, acc: 96.36, label: PGD, predict: PGD
id: 0111, acc: 96.40, label: PGD, predict: PGD
id: 0112, acc: 96.43, label: PGD, predict: PGD
id: 0113, acc: 96.46, label: PGD, predict: PGD
id: 0114, acc: 96.49, label: PGD, predict: PGD
id: 0115, acc: 96.52, label: PGD, predict: PGD
id: 0116, acc: 96.55, label: PGD, predict: PGD
id: 0117, acc: 96.58, label: PGD, predict: PGD
id: 0118, acc: 96.61, label: PGD, predict: PGD
id: 0119, acc: 96.64, label: PGD, predict: PGD
id: 0120, acc: 96.67, label: PGD, predict: PGD
id: 0121, acc: 96.69, label: PGD, predict: PGD
id: 0122, acc: 96.72, label: PGD, predict: PGD
id: 0123, acc: 96.75, label: PGD, predict: PGD
id: 0124, acc: 96.77, label: PGD, predict: PGD
id: 0125, acc: 96.80, label: PGD, predict: PGD
id: 0126, acc: 96.83, label: PGD, predict: PGD
id: 0127, acc: 96.85, label: PGD, predict: PGD
id: 0128, acc: 96.88, label: PGD, predict: PGD
id: 0129, acc: 96.90, label: PGD, predict: PGD
id: 0130, acc: 96.92, label: PGD, predict: PGD
id: 0131, acc: 96.95, label: PGD, predict: PGD
id: 0132, acc: 96.97, label: PGD, predict: PGD
id: 0133, acc: 96.99, label: PGD, predict: PGD
id: 0134, acc: 97.01, label: PGD, predict: PGD
id: 0135, acc: 97.04, label: PGD, predict: PGD
id: 0136, acc: 97.06, label: PGD, predict: PGD
id: 0137, acc: 97.08, label: PGD, predict: PGD
id: 0138, acc: 97.10, label: PGD, predict: PGD
id: 0139, acc: 97.12, label: PGD, predict: PGD
id: 0140, acc: 97.14, label: PGD, predict: PGD
id: 0141, acc: 97.16, label: PGD, predict: PGD
id: 0142, acc: 96.48, label: PGD, predict: clean
id: 0143, acc: 96.50, label: PGD, predict: PGD
id: 0144, acc: 96.53, label: PGD, predict: PGD
id: 0145, acc: 96.55, label: PGD, predict: PGD
id: 0146, acc: 96.58, label: PGD, predict: PGD
id: 0147, acc: 96.60, label: PGD, predict: PGD
id: 0148, acc: 96.62, label: PGD, predict: PGD
id: 0149, acc: 96.64, label: PGD, predict: PGD
id: 0150, acc: 96.67, label: PGD, predict: PGD
id: 0151, acc: 96.69, label: PGD, predict: PGD
id: 0152, acc: 96.71, label: PGD, predict: PGD
id: 0153, acc: 96.73, label: PGD, predict: PGD
id: 0154, acc: 96.75, label: PGD, predict: PGD
id: 0155, acc: 96.77, label: PGD, predict: PGD
id: 0156, acc: 96.79, label: PGD, predict: PGD
id: 0157, acc: 96.82, label: PGD, predict: PGD
id: 0158, acc: 96.84, label: PGD, predict: PGD
id: 0159, acc: 96.86, label: PGD, predict: PGD
id: 0160, acc: 96.88, label: PGD, predict: PGD
id: 0161, acc: 96.89, label: PGD, predict: PGD
id: 0162, acc: 96.91, label: PGD, predict: PGD
id: 0163, acc: 96.93, label: PGD, predict: PGD
id: 0164, acc: 96.95, label: PGD, predict: PGD
id: 0165, acc: 96.97, label: PGD, predict: PGD
id: 0166, acc: 96.99, label: PGD, predict: PGD
id: 0167, acc: 97.01, label: PGD, predict: PGD
id: 0168, acc: 97.02, label: PGD, predict: PGD
id: 0169, acc: 97.04, label: PGD, predict: PGD
id: 0170, acc: 97.06, label: PGD, predict: PGD
id: 0171, acc: 97.08, label: PGD, predict: PGD
id: 0172, acc: 97.09, label: PGD, predict: PGD
id: 0173, acc: 97.11, label: PGD, predict: PGD
id: 0174, acc: 97.13, label: PGD, predict: PGD
id: 0175, acc: 97.14, label: PGD, predict: PGD
id: 0176, acc: 97.16, label: PGD, predict: PGD
id: 0177, acc: 97.18, label: PGD, predict: PGD
id: 0178, acc: 97.19, label: PGD, predict: PGD
id: 0179, acc: 97.21, label: PGD, predict: PGD
id: 0180, acc: 97.22, label: PGD, predict: PGD
id: 0181, acc: 97.24, label: PGD, predict: PGD
id: 0182, acc: 97.25, label: PGD, predict: PGD
id: 0183, acc: 97.27, label: PGD, predict: PGD
id: 0184, acc: 97.28, label: PGD, predict: PGD
id: 0185, acc: 97.30, label: PGD, predict: PGD
id: 0186, acc: 97.31, label: PGD, predict: PGD
id: 0187, acc: 97.33, label: PGD, predict: PGD
id: 0188, acc: 97.34, label: PGD, predict: PGD
id: 0189, acc: 97.35, label: PGD, predict: PGD
id: 0190, acc: 97.37, label: PGD, predict: PGD
id: 0191, acc: 97.38, label: PGD, predict: PGD
id: 0192, acc: 97.40, label: PGD, predict: PGD
id: 0193, acc: 97.41, label: PGD, predict: PGD
id: 0194, acc: 97.42, label: PGD, predict: PGD
id: 0195, acc: 97.44, label: PGD, predict: PGD
id: 0196, acc: 97.45, label: PGD, predict: PGD
id: 0197, acc: 97.46, label: PGD, predict: PGD
id: 0198, acc: 97.47, label: PGD, predict: PGD
id: 0199, acc: 97.49, label: PGD, predict: PGD
id: 0200, acc: 97.50, label: PGD, predict: PGD
id: 0201, acc: 97.51, label: PGD, predict: PGD
id: 0202, acc: 97.52, label: PGD, predict: PGD
id: 0203, acc: 97.54, label: PGD, predict: PGD
id: 0204, acc: 97.55, label: PGD, predict: PGD
id: 0205, acc: 97.56, label: PGD, predict: PGD
id: 0206, acc: 97.57, label: PGD, predict: PGD
id: 0207, acc: 97.58, label: PGD, predict: PGD
id: 0208, acc: 97.60, label: PGD, predict: PGD
id: 0209, acc: 97.61, label: PGD, predict: PGD
id: 0210, acc: 97.62, label: PGD, predict: PGD
id: 0211, acc: 97.63, label: PGD, predict: PGD
id: 0212, acc: 97.64, label: PGD, predict: PGD
id: 0213, acc: 97.65, label: PGD, predict: PGD
id: 0214, acc: 97.66, label: PGD, predict: PGD
id: 0215, acc: 97.67, label: PGD, predict: PGD
id: 0216, acc: 97.69, label: PGD, predict: PGD
id: 0217, acc: 97.70, label: PGD, predict: PGD
id: 0218, acc: 97.71, label: PGD, predict: PGD
id: 0219, acc: 97.72, label: PGD, predict: PGD
id: 0220, acc: 97.73, label: PGD, predict: PGD
id: 0221, acc: 97.74, label: PGD, predict: PGD
id: 0222, acc: 97.75, label: PGD, predict: PGD
id: 0223, acc: 97.76, label: PGD, predict: PGD
id: 0224, acc: 97.32, label: PGD, predict: clean
id: 0225, acc: 97.33, label: PGD, predict: PGD
id: 0226, acc: 97.35, label: PGD, predict: PGD
id: 0227, acc: 97.36, label: PGD, predict: PGD
id: 0228, acc: 97.37, label: PGD, predict: PGD
id: 0229, acc: 97.38, label: PGD, predict: PGD
id: 0230, acc: 97.39, label: PGD, predict: PGD
id: 0231, acc: 97.40, label: PGD, predict: PGD
id: 0232, acc: 97.41, label: PGD, predict: PGD
id: 0233, acc: 97.42, label: PGD, predict: PGD
id: 0234, acc: 97.44, label: PGD, predict: PGD
id: 0235, acc: 97.45, label: PGD, predict: PGD
id: 0236, acc: 97.46, label: PGD, predict: PGD
id: 0237, acc: 97.47, label: PGD, predict: PGD
id: 0238, acc: 97.48, label: PGD, predict: PGD
id: 0239, acc: 97.49, label: PGD, predict: PGD
id: 0240, acc: 97.50, label: PGD, predict: PGD
id: 0241, acc: 97.51, label: PGD, predict: PGD
id: 0242, acc: 97.52, label: PGD, predict: PGD
id: 0243, acc: 97.53, label: PGD, predict: PGD
id: 0244, acc: 97.54, label: PGD, predict: PGD
id: 0245, acc: 97.14, label: PGD, predict: clean
id: 0246, acc: 97.15, label: PGD, predict: PGD
id: 0247, acc: 97.17, label: PGD, predict: PGD
id: 0248, acc: 96.77, label: PGD, predict: clean
id: 0249, acc: 96.79, label: PGD, predict: PGD
id: 0250, acc: 96.80, label: PGD, predict: PGD
id: 0251, acc: 96.81, label: PGD, predict: PGD
id: 0252, acc: 96.83, label: PGD, predict: PGD
id: 0253, acc: 96.84, label: PGD, predict: PGD
id: 0254, acc: 96.85, label: PGD, predict: PGD
id: 0255, acc: 96.86, label: PGD, predict: PGD
id: 0256, acc: 96.88, label: PGD, predict: PGD
id: 0257, acc: 96.89, label: PGD, predict: PGD
id: 0258, acc: 96.90, label: PGD, predict: PGD
id: 0259, acc: 96.91, label: PGD, predict: PGD
id: 0260, acc: 96.92, label: PGD, predict: PGD
id: 0261, acc: 96.93, label: PGD, predict: PGD
id: 0262, acc: 96.95, label: PGD, predict: PGD
id: 0263, acc: 96.96, label: PGD, predict: PGD
id: 0264, acc: 96.97, label: PGD, predict: PGD
id: 0265, acc: 96.98, label: PGD, predict: PGD
id: 0266, acc: 96.99, label: PGD, predict: PGD
id: 0267, acc: 97.00, label: PGD, predict: PGD
id: 0268, acc: 97.01, label: PGD, predict: PGD
id: 0269, acc: 97.03, label: PGD, predict: PGD
id: 0270, acc: 97.04, label: PGD, predict: PGD
id: 0271, acc: 97.05, label: PGD, predict: PGD
id: 0272, acc: 97.06, label: PGD, predict: PGD
id: 0273, acc: 97.07, label: PGD, predict: PGD
id: 0274, acc: 97.08, label: PGD, predict: PGD
id: 0275, acc: 97.09, label: PGD, predict: PGD
id: 0276, acc: 97.10, label: PGD, predict: PGD
id: 0277, acc: 97.11, label: PGD, predict: PGD
id: 0278, acc: 97.12, label: PGD, predict: PGD
id: 0279, acc: 97.13, label: PGD, predict: PGD
id: 0280, acc: 97.14, label: PGD, predict: PGD
id: 0281, acc: 97.15, label: PGD, predict: PGD
id: 0282, acc: 97.16, label: PGD, predict: PGD
id: 0283, acc: 97.17, label: PGD, predict: PGD
id: 0284, acc: 97.18, label: PGD, predict: PGD
id: 0285, acc: 97.19, label: PGD, predict: PGD
id: 0286, acc: 97.20, label: PGD, predict: PGD
id: 0287, acc: 97.21, label: PGD, predict: PGD
id: 0288, acc: 97.22, label: PGD, predict: PGD
id: 0289, acc: 97.23, label: PGD, predict: PGD
id: 0290, acc: 97.24, label: PGD, predict: PGD
id: 0291, acc: 97.25, label: PGD, predict: PGD
id: 0292, acc: 97.26, label: PGD, predict: PGD
id: 0293, acc: 97.27, label: PGD, predict: PGD
id: 0294, acc: 97.28, label: PGD, predict: PGD
id: 0295, acc: 97.29, label: PGD, predict: PGD
id: 0296, acc: 97.30, label: PGD, predict: PGD
id: 0297, acc: 97.31, label: PGD, predict: PGD
id: 0298, acc: 97.32, label: PGD, predict: PGD
id: 0299, acc: 97.32, label: PGD, predict: PGD
id: 0300, acc: 97.33, label: PGD, predict: PGD
id: 0301, acc: 97.34, label: PGD, predict: PGD
id: 0302, acc: 97.35, label: PGD, predict: PGD
id: 0303, acc: 97.36, label: PGD, predict: PGD
id: 0304, acc: 97.37, label: PGD, predict: PGD
id: 0305, acc: 97.38, label: PGD, predict: PGD
id: 0306, acc: 97.39, label: PGD, predict: PGD
id: 0307, acc: 97.39, label: PGD, predict: PGD
id: 0308, acc: 97.40, label: PGD, predict: PGD
id: 0309, acc: 97.41, label: PGD, predict: PGD
id: 0310, acc: 97.42, label: PGD, predict: PGD
id: 0311, acc: 97.11, label: PGD, predict: clean
id: 0312, acc: 97.12, label: PGD, predict: PGD
id: 0313, acc: 97.12, label: PGD, predict: PGD
id: 0314, acc: 97.13, label: PGD, predict: PGD
id: 0315, acc: 97.14, label: PGD, predict: PGD
id: 0316, acc: 97.15, label: PGD, predict: PGD
id: 0317, acc: 97.16, label: PGD, predict: PGD
id: 0318, acc: 97.17, label: PGD, predict: PGD
id: 0319, acc: 97.18, label: PGD, predict: PGD
id: 0320, acc: 96.88, label: PGD, predict: clean
id: 0321, acc: 96.88, label: PGD, predict: PGD
id: 0322, acc: 96.89, label: PGD, predict: PGD
id: 0323, acc: 96.90, label: PGD, predict: PGD
id: 0324, acc: 96.91, label: PGD, predict: PGD
id: 0325, acc: 96.92, label: PGD, predict: PGD
id: 0326, acc: 96.93, label: PGD, predict: PGD
id: 0327, acc: 96.94, label: PGD, predict: PGD
id: 0328, acc: 96.95, label: PGD, predict: PGD
id: 0329, acc: 96.96, label: PGD, predict: PGD
id: 0330, acc: 96.97, label: PGD, predict: PGD
id: 0331, acc: 96.98, label: PGD, predict: PGD
id: 0332, acc: 96.99, label: PGD, predict: PGD
id: 0333, acc: 97.00, label: PGD, predict: PGD
id: 0334, acc: 97.01, label: PGD, predict: PGD
id: 0335, acc: 97.01, label: PGD, predict: PGD
id: 0336, acc: 97.02, label: PGD, predict: PGD
id: 0337, acc: 97.03, label: PGD, predict: PGD
id: 0338, acc: 97.04, label: PGD, predict: PGD
id: 0339, acc: 97.05, label: PGD, predict: PGD
id: 0340, acc: 97.06, label: PGD, predict: PGD
id: 0341, acc: 97.07, label: PGD, predict: PGD
id: 0342, acc: 97.08, label: PGD, predict: PGD
id: 0343, acc: 97.08, label: PGD, predict: PGD
id: 0344, acc: 97.09, label: PGD, predict: PGD
id: 0345, acc: 97.10, label: PGD, predict: PGD
id: 0346, acc: 96.82, label: PGD, predict: clean
id: 0347, acc: 96.83, label: PGD, predict: PGD
id: 0348, acc: 96.84, label: PGD, predict: PGD
id: 0349, acc: 96.85, label: PGD, predict: PGD
id: 0350, acc: 96.86, label: PGD, predict: PGD
id: 0351, acc: 96.87, label: PGD, predict: PGD
id: 0352, acc: 96.88, label: PGD, predict: PGD
id: 0353, acc: 96.88, label: PGD, predict: PGD
id: 0354, acc: 96.89, label: PGD, predict: PGD
id: 0355, acc: 96.90, label: PGD, predict: PGD
id: 0356, acc: 96.91, label: PGD, predict: PGD
id: 0357, acc: 96.92, label: PGD, predict: PGD
id: 0358, acc: 96.93, label: PGD, predict: PGD
id: 0359, acc: 96.94, label: PGD, predict: PGD
id: 0360, acc: 96.94, label: PGD, predict: PGD
id: 0361, acc: 96.95, label: PGD, predict: PGD
id: 0362, acc: 96.96, label: PGD, predict: PGD
id: 0363, acc: 96.97, label: PGD, predict: PGD
id: 0364, acc: 96.98, label: PGD, predict: PGD
id: 0365, acc: 96.99, label: PGD, predict: PGD
id: 0366, acc: 96.99, label: PGD, predict: PGD
id: 0367, acc: 97.00, label: PGD, predict: PGD
id: 0368, acc: 97.01, label: PGD, predict: PGD
id: 0369, acc: 97.02, label: PGD, predict: PGD
id: 0370, acc: 97.03, label: PGD, predict: PGD
id: 0371, acc: 97.04, label: PGD, predict: PGD
id: 0372, acc: 97.04, label: PGD, predict: PGD
id: 0373, acc: 97.05, label: PGD, predict: PGD
id: 0374, acc: 97.06, label: PGD, predict: PGD
id: 0375, acc: 97.07, label: PGD, predict: PGD
id: 0376, acc: 97.07, label: PGD, predict: PGD
id: 0377, acc: 97.08, label: PGD, predict: PGD
id: 0378, acc: 97.09, label: PGD, predict: PGD
id: 0379, acc: 97.10, label: PGD, predict: PGD
id: 0380, acc: 97.11, label: PGD, predict: PGD
id: 0381, acc: 97.11, label: PGD, predict: PGD
id: 0382, acc: 97.12, label: PGD, predict: PGD
id: 0383, acc: 97.13, label: PGD, predict: PGD
id: 0384, acc: 97.14, label: PGD, predict: PGD
id: 0385, acc: 97.14, label: PGD, predict: PGD
id: 0386, acc: 97.15, label: PGD, predict: PGD
id: 0387, acc: 97.16, label: PGD, predict: PGD
id: 0388, acc: 97.16, label: PGD, predict: PGD
id: 0389, acc: 97.17, label: PGD, predict: PGD
id: 0390, acc: 97.18, label: PGD, predict: PGD
id: 0391, acc: 97.19, label: PGD, predict: PGD
id: 0392, acc: 97.19, label: PGD, predict: PGD
id: 0393, acc: 97.20, label: PGD, predict: PGD
id: 0394, acc: 97.21, label: PGD, predict: PGD
id: 0395, acc: 97.22, label: PGD, predict: PGD
id: 0396, acc: 97.22, label: PGD, predict: PGD
id: 0397, acc: 97.23, label: PGD, predict: PGD
id: 0398, acc: 97.24, label: PGD, predict: PGD
id: 0399, acc: 96.99, label: PGD, predict: clean
id: 0400, acc: 97.00, label: PGD, predict: PGD
id: 0401, acc: 97.01, label: PGD, predict: PGD
id: 0402, acc: 97.01, label: PGD, predict: PGD
id: 0403, acc: 97.02, label: PGD, predict: PGD
id: 0404, acc: 97.03, label: PGD, predict: PGD
id: 0405, acc: 96.79, label: PGD, predict: clean
id: 0406, acc: 96.55, label: PGD, predict: clean
id: 0407, acc: 96.31, label: PGD, predict: clean
id: 0408, acc: 96.32, label: PGD, predict: PGD
id: 0409, acc: 96.33, label: PGD, predict: PGD
id: 0410, acc: 96.34, label: PGD, predict: PGD
id: 0411, acc: 96.35, label: PGD, predict: PGD
id: 0412, acc: 96.36, label: PGD, predict: PGD
id: 0413, acc: 96.37, label: PGD, predict: PGD
id: 0414, acc: 96.38, label: PGD, predict: PGD
id: 0415, acc: 96.39, label: PGD, predict: PGD
id: 0416, acc: 96.39, label: PGD, predict: PGD
id: 0417, acc: 96.40, label: PGD, predict: PGD
id: 0418, acc: 96.41, label: PGD, predict: PGD
id: 0419, acc: 96.42, label: PGD, predict: PGD
id: 0420, acc: 96.43, label: PGD, predict: PGD
id: 0421, acc: 96.44, label: PGD, predict: PGD
id: 0422, acc: 96.21, label: PGD, predict: clean
id: 0423, acc: 96.22, label: PGD, predict: PGD
id: 0424, acc: 96.23, label: PGD, predict: PGD
id: 0425, acc: 96.00, label: PGD, predict: clean
id: 0426, acc: 96.01, label: PGD, predict: PGD
id: 0427, acc: 96.02, label: PGD, predict: PGD
id: 0428, acc: 96.03, label: PGD, predict: PGD
id: 0429, acc: 96.04, label: PGD, predict: PGD
id: 0430, acc: 96.05, label: PGD, predict: PGD
id: 0431, acc: 96.06, label: PGD, predict: PGD
id: 0432, acc: 96.06, label: PGD, predict: PGD
id: 0433, acc: 96.07, label: PGD, predict: PGD
id: 0434, acc: 96.08, label: PGD, predict: PGD
id: 0435, acc: 96.09, label: PGD, predict: PGD
id: 0436, acc: 96.10, label: PGD, predict: PGD
id: 0437, acc: 96.11, label: PGD, predict: PGD
id: 0438, acc: 96.12, label: PGD, predict: PGD
id: 0439, acc: 96.13, label: PGD, predict: PGD
id: 0440, acc: 96.14, label: PGD, predict: PGD
id: 0441, acc: 96.15, label: PGD, predict: PGD
id: 0442, acc: 96.15, label: PGD, predict: PGD
id: 0443, acc: 96.16, label: PGD, predict: PGD
id: 0444, acc: 96.17, label: PGD, predict: PGD
id: 0445, acc: 96.18, label: PGD, predict: PGD
id: 0446, acc: 96.19, label: PGD, predict: PGD
id: 0447, acc: 96.20, label: PGD, predict: PGD
id: 0448, acc: 96.21, label: PGD, predict: PGD
id: 0449, acc: 96.21, label: PGD, predict: PGD
id: 0450, acc: 96.22, label: PGD, predict: PGD
id: 0451, acc: 96.23, label: PGD, predict: PGD
id: 0452, acc: 96.24, label: PGD, predict: PGD
id: 0453, acc: 96.25, label: PGD, predict: PGD
id: 0454, acc: 96.26, label: PGD, predict: PGD
id: 0455, acc: 96.26, label: PGD, predict: PGD
id: 0456, acc: 96.27, label: PGD, predict: PGD
id: 0457, acc: 96.06, label: PGD, predict: clean
id: 0458, acc: 96.07, label: PGD, predict: PGD
id: 0459, acc: 96.08, label: PGD, predict: PGD
id: 0460, acc: 96.09, label: PGD, predict: PGD
id: 0461, acc: 96.10, label: PGD, predict: PGD
id: 0462, acc: 96.10, label: PGD, predict: PGD
id: 0463, acc: 96.11, label: PGD, predict: PGD
id: 0464, acc: 96.12, label: PGD, predict: PGD
id: 0465, acc: 96.13, label: PGD, predict: PGD
id: 0466, acc: 96.14, label: PGD, predict: PGD
id: 0467, acc: 96.15, label: PGD, predict: PGD
id: 0468, acc: 96.15, label: PGD, predict: PGD
id: 0469, acc: 96.16, label: PGD, predict: PGD
id: 0470, acc: 96.17, label: PGD, predict: PGD
id: 0471, acc: 96.18, label: PGD, predict: PGD
id: 0472, acc: 96.19, label: PGD, predict: PGD
id: 0473, acc: 96.19, label: PGD, predict: PGD
id: 0474, acc: 96.20, label: PGD, predict: PGD
id: 0475, acc: 96.21, label: PGD, predict: PGD
id: 0476, acc: 96.22, label: PGD, predict: PGD
id: 0477, acc: 96.23, label: PGD, predict: PGD
id: 0478, acc: 96.23, label: PGD, predict: PGD
id: 0479, acc: 96.24, label: PGD, predict: PGD
id: 0480, acc: 96.25, label: PGD, predict: PGD
id: 0481, acc: 96.26, label: PGD, predict: PGD
id: 0482, acc: 96.27, label: PGD, predict: PGD
id: 0483, acc: 96.27, label: PGD, predict: PGD
id: 0484, acc: 96.28, label: PGD, predict: PGD
id: 0485, acc: 96.29, label: PGD, predict: PGD
id: 0486, acc: 96.30, label: PGD, predict: PGD
id: 0487, acc: 96.30, label: PGD, predict: PGD
id: 0488, acc: 96.31, label: PGD, predict: PGD
id: 0489, acc: 96.32, label: PGD, predict: PGD
id: 0490, acc: 96.33, label: PGD, predict: PGD
id: 0491, acc: 96.33, label: PGD, predict: PGD
id: 0492, acc: 96.34, label: PGD, predict: PGD
id: 0493, acc: 96.35, label: PGD, predict: PGD
id: 0494, acc: 96.36, label: PGD, predict: PGD
id: 0495, acc: 96.36, label: PGD, predict: PGD
id: 0496, acc: 96.37, label: PGD, predict: PGD
id: 0497, acc: 96.38, label: PGD, predict: PGD
id: 0498, acc: 96.39, label: PGD, predict: PGD
id: 0499, acc: 96.39, label: PGD, predict: PGD
id: 0500, acc: 96.40, label: PGD, predict: PGD
id: 0501, acc: 96.41, label: PGD, predict: PGD
id: 0502, acc: 96.41, label: PGD, predict: PGD
id: 0503, acc: 96.42, label: PGD, predict: PGD
id: 0504, acc: 96.43, label: PGD, predict: PGD
id: 0505, acc: 96.44, label: PGD, predict: PGD
id: 0506, acc: 96.44, label: PGD, predict: PGD
id: 0507, acc: 96.45, label: PGD, predict: PGD
id: 0508, acc: 96.46, label: PGD, predict: PGD
id: 0509, acc: 96.46, label: PGD, predict: PGD
id: 0510, acc: 96.47, label: PGD, predict: PGD
id: 0511, acc: 96.48, label: PGD, predict: PGD
id: 0512, acc: 96.48, label: PGD, predict: PGD
id: 0513, acc: 96.49, label: PGD, predict: PGD
id: 0514, acc: 96.50, label: PGD, predict: PGD
id: 0515, acc: 96.50, label: PGD, predict: PGD
id: 0516, acc: 96.51, label: PGD, predict: PGD
id: 0517, acc: 96.52, label: PGD, predict: PGD
id: 0518, acc: 96.53, label: PGD, predict: PGD
