Namespace(arch='resnext-101', attack_iter=5, attack_type='roa', batch_size=32, epsilon=255, exp_name='roa_clean', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=True, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist01_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth

2020-02-22 02:24:35.925026

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0024, acc: 4.17, label: ApplyEyeMakeup, predict: Lunges
id: 0025, acc: 4.00, label: ApplyEyeMakeup, predict: Skijet
id: 0026, acc: 3.85, label: ApplyEyeMakeup, predict: Swing
id: 0027, acc: 3.70, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0028, acc: 3.57, label: ApplyEyeMakeup, predict: Swing
id: 0029, acc: 3.45, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0030, acc: 3.33, label: ApplyEyeMakeup, predict: JugglingBalls
id: 0031, acc: 3.23, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0032, acc: 3.12, label: ApplyEyeMakeup, predict: Swing
id: 0033, acc: 3.03, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0034, acc: 2.94, label: ApplyEyeMakeup, predict: Swing
id: 0035, acc: 2.86, label: ApplyEyeMakeup, predict: Skijet
id: 0036, acc: 2.78, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0037, acc: 2.70, label: ApplyEyeMakeup, predict: BabyCrawling
id: 0038, acc: 2.63, label: ApplyEyeMakeup, predict: Swing
id: 0039, acc: 2.56, label: ApplyEyeMakeup, predict: Swing
id: 0040, acc: 2.50, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0041, acc: 2.44, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0042, acc: 2.38, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0043, acc: 2.33, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0044, acc: 2.27, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0045, acc: 2.22, label: ApplyLipstick, predict: JugglingBalls
id: 0046, acc: 2.17, label: ApplyLipstick, predict: Shotput
id: 0047, acc: 2.13, label: ApplyLipstick, predict: BabyCrawling
id: 0048, acc: 2.08, label: ApplyLipstick, predict: BabyCrawling
id: 0049, acc: 2.04, label: ApplyLipstick, predict: BabyCrawling
id: 0050, acc: 2.00, label: ApplyLipstick, predict: JugglingBalls
id: 0051, acc: 1.96, label: ApplyLipstick, predict: Lunges
id: 0052, acc: 1.92, label: ApplyLipstick, predict: ShavingBeard
id: 0053, acc: 1.89, label: ApplyLipstick, predict: Swing
id: 0054, acc: 1.85, label: ApplyLipstick, predict: Swing
id: 0055, acc: 1.82, label: ApplyLipstick, predict: BabyCrawling
id: 0056, acc: 1.79, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 1.75, label: ApplyLipstick, predict: ShavingBeard
id: 0058, acc: 1.72, label: ApplyLipstick, predict: Swing
id: 0059, acc: 1.69, label: ApplyLipstick, predict: ShavingBeard
id: 0060, acc: 1.67, label: ApplyLipstick, predict: HandstandPushups
id: 0061, acc: 1.64, label: ApplyLipstick, predict: BlowingCandles
id: 0062, acc: 1.61, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0063, acc: 1.59, label: ApplyLipstick, predict: ShavingBeard
id: 0064, acc: 1.56, label: ApplyLipstick, predict: JugglingBalls
id: 0065, acc: 1.54, label: ApplyLipstick, predict: ShavingBeard
id: 0066, acc: 1.52, label: ApplyLipstick, predict: ShavingBeard
id: 0067, acc: 1.49, label: ApplyLipstick, predict: ShavingBeard
id: 0068, acc: 1.47, label: ApplyLipstick, predict: Swing
id: 0069, acc: 1.45, label: ApplyLipstick, predict: Swing
id: 0070, acc: 1.43, label: ApplyLipstick, predict: Swing
id: 0071, acc: 1.41, label: ApplyLipstick, predict: BabyCrawling
id: 0072, acc: 1.39, label: ApplyLipstick, predict: Swing
id: 0073, acc: 1.37, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0074, acc: 1.35, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0075, acc: 1.33, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0076, acc: 1.32, label: ApplyLipstick, predict: Shotput
id: 0077, acc: 1.30, label: Archery, predict: Swing
id: 0078, acc: 1.28, label: Archery, predict: HammerThrow
id: 0079, acc: 1.27, label: Archery, predict: HammerThrow
id: 0080, acc: 1.25, label: Archery, predict: Swing
id: 0081, acc: 1.23, label: Archery, predict: Lunges
id: 0082, acc: 1.22, label: Archery, predict: Lunges
id: 0083, acc: 1.20, label: Archery, predict: Swing
id: 0084, acc: 1.19, label: Archery, predict: Swing
id: 0085, acc: 1.18, label: Archery, predict: Swing
id: 0086, acc: 1.16, label: Archery, predict: Swing
id: 0087, acc: 1.15, label: Archery, predict: Swing
id: 0088, acc: 1.14, label: Archery, predict: Swing
id: 0089, acc: 1.12, label: Archery, predict: Swing
id: 0090, acc: 1.11, label: Archery, predict: Swing
id: 0091, acc: 1.10, label: Archery, predict: Swing
id: 0092, acc: 1.09, label: Archery, predict: Swing
id: 0093, acc: 1.08, label: Archery, predict: Swing
id: 0094, acc: 1.06, label: Archery, predict: Swing
id: 0095, acc: 1.05, label: Archery, predict: Swing
id: 0096, acc: 1.04, label: Archery, predict: Swing
id: 0097, acc: 1.03, label: Archery, predict: Swing
id: 0098, acc: 1.02, label: Archery, predict: Swing
id: 0099, acc: 1.01, label: Archery, predict: Swing
id: 0100, acc: 1.00, label: Archery, predict: Swing
id: 0101, acc: 0.99, label: Archery, predict: Swing
id: 0102, acc: 0.98, label: Archery, predict: Swing
id: 0103, acc: 0.97, label: Archery, predict: Swing
id: 0104, acc: 0.96, label: Archery, predict: Swing
id: 0105, acc: 0.95, label: Archery, predict: JugglingBalls
id: 0106, acc: 0.94, label: Archery, predict: Swing
id: 0107, acc: 0.93, label: Archery, predict: Swing
id: 0108, acc: 0.93, label: Archery, predict: Swing
id: 0109, acc: 0.92, label: Archery, predict: Swing
id: 0110, acc: 0.91, label: Archery, predict: Swing
id: 0111, acc: 0.90, label: Archery, predict: Swing
id: 0112, acc: 0.89, label: Archery, predict: Swing
id: 0113, acc: 0.88, label: Archery, predict: Swing
id: 0114, acc: 0.88, label: Archery, predict: TrampolineJumping
id: 0115, acc: 0.87, label: Archery, predict: TrampolineJumping
id: 0116, acc: 0.86, label: Archery, predict: Swing
id: 0117, acc: 0.85, label: Archery, predict: Swing
id: 0118, acc: 0.85, label: BabyCrawling, predict: Lunges
id: 0119, acc: 0.84, label: BabyCrawling, predict: Lunges
id: 0120, acc: 0.83, label: BabyCrawling, predict: SkateBoarding
id: 0121, acc: 1.65, label: BabyCrawling, predict: BabyCrawling
id: 0122, acc: 1.64, label: BabyCrawling, predict: HandstandPushups
id: 0123, acc: 1.63, label: BabyCrawling, predict: Swing
id: 0124, acc: 2.42, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 2.40, label: BabyCrawling, predict: PullUps
id: 0126, acc: 2.38, label: BabyCrawling, predict: Swing
id: 0127, acc: 3.15, label: BabyCrawling, predict: BabyCrawling
id: 0128, acc: 3.12, label: BabyCrawling, predict: HulaHoop
id: 0129, acc: 3.10, label: BabyCrawling, predict: Lunges
id: 0130, acc: 3.08, label: BabyCrawling, predict: Lunges
id: 0131, acc: 3.82, label: BabyCrawling, predict: BabyCrawling
id: 0132, acc: 4.55, label: BabyCrawling, predict: BabyCrawling
id: 0133, acc: 4.51, label: BabyCrawling, predict: Swing
id: 0134, acc: 4.48, label: BabyCrawling, predict: Swing
id: 0135, acc: 4.44, label: BabyCrawling, predict: Lunges
id: 0136, acc: 4.41, label: BabyCrawling, predict: Swing
id: 0137, acc: 4.38, label: BabyCrawling, predict: Lunges
id: 0138, acc: 4.35, label: BabyCrawling, predict: Lunges
id: 0139, acc: 4.32, label: BabyCrawling, predict: Lunges
id: 0140, acc: 4.29, label: BabyCrawling, predict: Lunges
id: 0141, acc: 4.26, label: BabyCrawling, predict: Swing
id: 0142, acc: 4.23, label: BabyCrawling, predict: Swing
id: 0143, acc: 4.20, label: BabyCrawling, predict: Swing
id: 0144, acc: 4.17, label: BabyCrawling, predict: Swing
id: 0145, acc: 4.14, label: BabyCrawling, predict: CuttingInKitchen
id: 0146, acc: 4.11, label: BabyCrawling, predict: BlowingCandles
id: 0147, acc: 4.08, label: BabyCrawling, predict: Lunges
id: 0148, acc: 4.05, label: BabyCrawling, predict: Skijet
id: 0149, acc: 4.03, label: BabyCrawling, predict: Lunges
id: 0150, acc: 4.00, label: BabyCrawling, predict: Lunges
id: 0151, acc: 3.97, label: BabyCrawling, predict: BandMarching
id: 0152, acc: 3.95, label: BabyCrawling, predict: Lunges
id: 0153, acc: 3.92, label: BalanceBeam, predict: Swing
id: 0154, acc: 3.90, label: BalanceBeam, predict: Swing
id: 0155, acc: 3.87, label: BalanceBeam, predict: Swing
id: 0156, acc: 3.85, label: BalanceBeam, predict: BodyWeightSquats
id: 0157, acc: 3.82, label: BalanceBeam, predict: Swing
id: 0158, acc: 3.80, label: BalanceBeam, predict: Swing
id: 0159, acc: 3.77, label: BalanceBeam, predict: Swing
id: 0160, acc: 3.75, label: BalanceBeam, predict: Swing
id: 0161, acc: 3.73, label: BalanceBeam, predict: Swing
id: 0162, acc: 3.70, label: BalanceBeam, predict: Swing
id: 0163, acc: 3.68, label: BalanceBeam, predict: Swing
id: 0164, acc: 3.66, label: BalanceBeam, predict: Swing
id: 0165, acc: 3.64, label: BalanceBeam, predict: Swing
id: 0166, acc: 3.61, label: BalanceBeam, predict: LongJump
id: 0167, acc: 3.59, label: BalanceBeam, predict: Swing
id: 0168, acc: 3.57, label: BalanceBeam, predict: Swing
id: 0169, acc: 3.55, label: BalanceBeam, predict: Swing
id: 0170, acc: 3.53, label: BalanceBeam, predict: Swing
id: 0171, acc: 3.51, label: BalanceBeam, predict: Swing
id: 0172, acc: 3.49, label: BalanceBeam, predict: TrampolineJumping
id: 0173, acc: 3.47, label: BalanceBeam, predict: Swing
id: 0174, acc: 3.45, label: BalanceBeam, predict: Swing
id: 0175, acc: 3.43, label: BalanceBeam, predict: Swing
id: 0176, acc: 3.41, label: BalanceBeam, predict: Swing
id: 0177, acc: 3.39, label: BalanceBeam, predict: Swing
id: 0178, acc: 3.37, label: BalanceBeam, predict: Swing
id: 0179, acc: 3.35, label: BalanceBeam, predict: Swing
id: 0180, acc: 3.33, label: BalanceBeam, predict: UnevenBars
id: 0181, acc: 3.31, label: BalanceBeam, predict: Swing
id: 0182, acc: 3.30, label: BalanceBeam, predict: Swing
id: 0183, acc: 3.28, label: BalanceBeam, predict: Swing
id: 0184, acc: 3.26, label: BandMarching, predict: Swing
id: 0185, acc: 3.24, label: BandMarching, predict: Swing
id: 0186, acc: 3.23, label: BandMarching, predict: Swing
id: 0187, acc: 3.21, label: BandMarching, predict: Swing
id: 0188, acc: 3.19, label: BandMarching, predict: Swing
id: 0189, acc: 3.17, label: BandMarching, predict: Swing
id: 0190, acc: 3.16, label: BandMarching, predict: Swing
id: 0191, acc: 3.14, label: BandMarching, predict: Swing
id: 0192, acc: 3.65, label: BandMarching, predict: BandMarching
id: 0193, acc: 3.63, label: BandMarching, predict: Swing
id: 0194, acc: 3.61, label: BandMarching, predict: Swing
id: 0195, acc: 3.59, label: BandMarching, predict: Swing
id: 0196, acc: 4.08, label: BandMarching, predict: BandMarching
id: 0197, acc: 4.06, label: BandMarching, predict: Swing
id: 0198, acc: 4.04, label: BandMarching, predict: Swing
id: 0199, acc: 4.02, label: BandMarching, predict: Swing
id: 0200, acc: 4.00, label: BandMarching, predict: Swing
id: 0201, acc: 3.98, label: BandMarching, predict: Swing
id: 0202, acc: 3.96, label: BandMarching, predict: TrampolineJumping
id: 0203, acc: 3.94, label: BandMarching, predict: Swing
id: 0204, acc: 3.92, label: BandMarching, predict: Swing
id: 0205, acc: 3.90, label: BandMarching, predict: Swing
id: 0206, acc: 3.88, label: BandMarching, predict: Swing
id: 0207, acc: 3.86, label: BandMarching, predict: Swing
id: 0208, acc: 3.85, label: BandMarching, predict: Swing
id: 0209, acc: 3.83, label: BandMarching, predict: Swing
id: 0210, acc: 3.81, label: BandMarching, predict: Swing
id: 0211, acc: 3.79, label: BandMarching, predict: Swing
id: 0212, acc: 3.77, label: BandMarching, predict: Swing
id: 0213, acc: 3.76, label: BandMarching, predict: Swing
id: 0214, acc: 3.74, label: BandMarching, predict: Swing
id: 0215, acc: 3.72, label: BandMarching, predict: Swing
id: 0216, acc: 3.70, label: BandMarching, predict: Swing
id: 0217, acc: 3.69, label: BandMarching, predict: Swing
id: 0218, acc: 3.67, label: BandMarching, predict: Swing
id: 0219, acc: 3.65, label: BandMarching, predict: Swing
id: 0220, acc: 3.64, label: BandMarching, predict: Swing
id: 0221, acc: 3.62, label: BandMarching, predict: Swing
id: 0222, acc: 4.05, label: BandMarching, predict: BandMarching
id: 0223, acc: 4.04, label: BandMarching, predict: Swing
id: 0224, acc: 4.46, label: BandMarching, predict: BandMarching
id: 0225, acc: 4.44, label: BandMarching, predict: Swing
id: 0226, acc: 4.87, label: BandMarching, predict: BandMarching
id: 0227, acc: 4.85, label: BaseballPitch, predict: Swing
id: 0228, acc: 4.82, label: BaseballPitch, predict: Swing
id: 0229, acc: 4.80, label: BaseballPitch, predict: Swing
id: 0230, acc: 4.78, label: BaseballPitch, predict: Swing
id: 0231, acc: 4.76, label: BaseballPitch, predict: Swing
id: 0232, acc: 4.74, label: BaseballPitch, predict: Swing
id: 0233, acc: 5.15, label: BaseballPitch, predict: BaseballPitch
id: 0234, acc: 5.13, label: BaseballPitch, predict: Swing
id: 0235, acc: 5.53, label: BaseballPitch, predict: BaseballPitch
id: 0236, acc: 5.51, label: BaseballPitch, predict: Swing
id: 0237, acc: 5.49, label: BaseballPitch, predict: CricketBowling
id: 0238, acc: 5.46, label: BaseballPitch, predict: Swing
id: 0239, acc: 5.44, label: BaseballPitch, predict: Swing
id: 0240, acc: 5.42, label: BaseballPitch, predict: Swing
id: 0241, acc: 5.39, label: BaseballPitch, predict: Swing
id: 0242, acc: 5.37, label: BaseballPitch, predict: Swing
id: 0243, acc: 5.35, label: BaseballPitch, predict: Swing
id: 0244, acc: 5.33, label: BaseballPitch, predict: Swing
id: 0245, acc: 5.31, label: BaseballPitch, predict: Swing
id: 0246, acc: 5.28, label: BaseballPitch, predict: Swing
id: 0247, acc: 5.26, label: BaseballPitch, predict: Swing
id: 0248, acc: 5.24, label: BaseballPitch, predict: Swing
id: 0249, acc: 5.22, label: BaseballPitch, predict: Swing
id: 0250, acc: 5.20, label: BaseballPitch, predict: Swing
id: 0251, acc: 5.18, label: BaseballPitch, predict: Swing
id: 0252, acc: 5.16, label: BaseballPitch, predict: Swing
id: 0253, acc: 5.14, label: BaseballPitch, predict: Swing
id: 0254, acc: 5.12, label: BaseballPitch, predict: Swing
id: 0255, acc: 5.10, label: BaseballPitch, predict: Swing
id: 0256, acc: 5.47, label: BaseballPitch, predict: BaseballPitch
id: 0257, acc: 5.45, label: BaseballPitch, predict: Swing
id: 0258, acc: 5.43, label: BaseballPitch, predict: Swing
id: 0259, acc: 5.41, label: BaseballPitch, predict: Swing
id: 0260, acc: 5.38, label: BaseballPitch, predict: Swing
id: 0261, acc: 5.36, label: BaseballPitch, predict: Swing
id: 0262, acc: 5.34, label: BaseballPitch, predict: Swing
id: 0263, acc: 5.32, label: BaseballPitch, predict: Swing
id: 0264, acc: 5.30, label: BaseballPitch, predict: Swing
id: 0265, acc: 5.28, label: BaseballPitch, predict: Swing
id: 0266, acc: 5.26, label: BaseballPitch, predict: Swing
id: 0267, acc: 5.24, label: BaseballPitch, predict: Swing
id: 0268, acc: 5.22, label: BaseballPitch, predict: Swing
id: 0269, acc: 5.20, label: BaseballPitch, predict: Swing
id: 0270, acc: 5.19, label: Basketball, predict: Swing
id: 0271, acc: 5.17, label: Basketball, predict: Swing
id: 0272, acc: 5.15, label: Basketball, predict: Swing
id: 0273, acc: 5.13, label: Basketball, predict: Swing
id: 0274, acc: 5.11, label: Basketball, predict: Swing
id: 0275, acc: 5.09, label: Basketball, predict: Swing
id: 0276, acc: 5.07, label: Basketball, predict: Swing
id: 0277, acc: 5.05, label: Basketball, predict: Swing
id: 0278, acc: 5.04, label: Basketball, predict: Swing
id: 0279, acc: 5.02, label: Basketball, predict: Swing
id: 0280, acc: 5.00, label: Basketball, predict: Swing
id: 0281, acc: 4.98, label: Basketball, predict: Lunges
id: 0282, acc: 4.96, label: Basketball, predict: Swing
id: 0283, acc: 4.95, label: Basketball, predict: Swing
id: 0284, acc: 4.93, label: Basketball, predict: Swing
id: 0285, acc: 4.91, label: Basketball, predict: Swing
id: 0286, acc: 4.90, label: Basketball, predict: Swing
id: 0287, acc: 4.88, label: Basketball, predict: TrampolineJumping
id: 0288, acc: 4.86, label: Basketball, predict: Swing
id: 0289, acc: 4.84, label: Basketball, predict: Swing
id: 0290, acc: 4.83, label: Basketball, predict: Swing
id: 0291, acc: 4.81, label: Basketball, predict: Swing
id: 0292, acc: 4.79, label: Basketball, predict: Swing
id: 0293, acc: 4.78, label: Basketball, predict: Swing
id: 0294, acc: 4.76, label: Basketball, predict: HandstandPushups
id: 0295, acc: 4.75, label: Basketball, predict: Swing
id: 0296, acc: 4.73, label: Basketball, predict: Swing
id: 0297, acc: 4.71, label: Basketball, predict: Swing
id: 0298, acc: 4.70, label: Basketball, predict: Swing
id: 0299, acc: 4.68, label: Basketball, predict: Swing
id: 0300, acc: 4.67, label: Basketball, predict: Swing
id: 0301, acc: 4.65, label: Basketball, predict: Swing
id: 0302, acc: 4.64, label: Basketball, predict: Swing
id: 0303, acc: 4.62, label: Basketball, predict: Swing
id: 0304, acc: 4.61, label: Basketball, predict: Swing
id: 0305, acc: 4.59, label: BasketballDunk, predict: BandMarching
id: 0306, acc: 4.58, label: BasketballDunk, predict: Swing
id: 0307, acc: 4.56, label: BasketballDunk, predict: Swing
id: 0308, acc: 4.55, label: BasketballDunk, predict: BandMarching
id: 0309, acc: 4.53, label: BasketballDunk, predict: BandMarching
id: 0310, acc: 4.52, label: BasketballDunk, predict: Swing
id: 0311, acc: 4.50, label: BasketballDunk, predict: BandMarching
id: 0312, acc: 4.49, label: BasketballDunk, predict: Swing
id: 0313, acc: 4.47, label: BasketballDunk, predict: Swing
id: 0314, acc: 4.46, label: BasketballDunk, predict: BandMarching
id: 0315, acc: 4.44, label: BasketballDunk, predict: BaseballPitch
id: 0316, acc: 4.43, label: BasketballDunk, predict: Swing
id: 0317, acc: 4.42, label: BasketballDunk, predict: Swing
id: 0318, acc: 4.40, label: BasketballDunk, predict: Swing
id: 0319, acc: 4.39, label: BasketballDunk, predict: BandMarching
id: 0320, acc: 4.38, label: BasketballDunk, predict: BandMarching
id: 0321, acc: 4.36, label: BasketballDunk, predict: Swing
id: 0322, acc: 4.35, label: BasketballDunk, predict: Swing
id: 0323, acc: 4.33, label: BasketballDunk, predict: Swing
id: 0324, acc: 4.32, label: BasketballDunk, predict: Swing
id: 0325, acc: 4.31, label: BasketballDunk, predict: Swing
id: 0326, acc: 4.29, label: BasketballDunk, predict: Swing
id: 0327, acc: 4.28, label: BasketballDunk, predict: Swing
id: 0328, acc: 4.27, label: BasketballDunk, predict: Swing
id: 0329, acc: 4.26, label: BasketballDunk, predict: BandMarching
id: 0330, acc: 4.24, label: BasketballDunk, predict: BlowingCandles
id: 0331, acc: 4.23, label: BasketballDunk, predict: Swing
id: 0332, acc: 4.22, label: BasketballDunk, predict: Swing
id: 0333, acc: 4.20, label: BasketballDunk, predict: Swing
id: 0334, acc: 4.19, label: BasketballDunk, predict: Swing
id: 0335, acc: 4.18, label: BasketballDunk, predict: Swing
id: 0336, acc: 4.17, label: BasketballDunk, predict: Swing
id: 0337, acc: 4.15, label: BasketballDunk, predict: BandMarching
id: 0338, acc: 4.14, label: BasketballDunk, predict: Swing
id: 0339, acc: 4.13, label: BasketballDunk, predict: Swing
id: 0340, acc: 4.12, label: BasketballDunk, predict: Swing
id: 0341, acc: 4.11, label: BasketballDunk, predict: Swing
id: 0342, acc: 4.09, label: BenchPress, predict: Swing
id: 0343, acc: 4.08, label: BenchPress, predict: Swing
id: 0344, acc: 4.07, label: BenchPress, predict: Swing
id: 0345, acc: 4.06, label: BenchPress, predict: Lunges
id: 0346, acc: 4.05, label: BenchPress, predict: Swing
id: 0347, acc: 4.03, label: BenchPress, predict: Swing
id: 0348, acc: 4.02, label: BenchPress, predict: Lunges
id: 0349, acc: 4.01, label: BenchPress, predict: Lunges
id: 0350, acc: 4.00, label: BenchPress, predict: Lunges
id: 0351, acc: 3.99, label: BenchPress, predict: Lunges
id: 0352, acc: 3.98, label: BenchPress, predict: Lunges
id: 0353, acc: 3.97, label: BenchPress, predict: Lunges
id: 0354, acc: 3.95, label: BenchPress, predict: Lunges
id: 0355, acc: 3.94, label: BenchPress, predict: HulaHoop
id: 0356, acc: 3.93, label: BenchPress, predict: Swing
id: 0357, acc: 3.92, label: BenchPress, predict: BabyCrawling
id: 0358, acc: 3.91, label: BenchPress, predict: HandstandPushups
id: 0359, acc: 3.90, label: BenchPress, predict: HandstandPushups
id: 0360, acc: 3.89, label: BenchPress, predict: HandstandPushups
id: 0361, acc: 3.88, label: BenchPress, predict: HandstandPushups
id: 0362, acc: 3.87, label: BenchPress, predict: CleanAndJerk
id: 0363, acc: 3.86, label: BenchPress, predict: CleanAndJerk
id: 0364, acc: 3.85, label: BenchPress, predict: PlayingDhol
id: 0365, acc: 3.84, label: BenchPress, predict: TrampolineJumping
id: 0366, acc: 3.83, label: BenchPress, predict: JugglingBalls
id: 0367, acc: 3.81, label: BenchPress, predict: JugglingBalls
id: 0368, acc: 3.80, label: BenchPress, predict: HulaHoop
id: 0369, acc: 3.79, label: BenchPress, predict: Swing
id: 0370, acc: 3.78, label: BenchPress, predict: Swing
id: 0371, acc: 3.77, label: BenchPress, predict: Swing
id: 0372, acc: 3.76, label: BenchPress, predict: Swing
id: 0373, acc: 3.75, label: BenchPress, predict: Swing
id: 0374, acc: 3.74, label: BenchPress, predict: Swing
id: 0375, acc: 3.73, label: BenchPress, predict: Swing
id: 0376, acc: 3.72, label: BenchPress, predict: BandMarching
id: 0377, acc: 3.71, label: BenchPress, predict: Swing
id: 0378, acc: 3.70, label: BenchPress, predict: Swing
id: 0379, acc: 3.69, label: BenchPress, predict: Swing
id: 0380, acc: 3.68, label: BenchPress, predict: Swing
id: 0381, acc: 3.67, label: BenchPress, predict: Swing
id: 0382, acc: 3.66, label: BenchPress, predict: Swing
id: 0383, acc: 3.66, label: BenchPress, predict: Swing
id: 0384, acc: 3.65, label: BenchPress, predict: Swing
id: 0385, acc: 3.64, label: BenchPress, predict: Swing
id: 0386, acc: 3.63, label: BenchPress, predict: Swing
id: 0387, acc: 3.62, label: BenchPress, predict: Swing
id: 0388, acc: 3.61, label: BenchPress, predict: Swing
id: 0389, acc: 3.60, label: BenchPress, predict: CleanAndJerk
id: 0390, acc: 3.59, label: Biking, predict: Swing
id: 0391, acc: 3.58, label: Biking, predict: Swing
id: 0392, acc: 3.57, label: Biking, predict: TrampolineJumping
id: 0393, acc: 3.56, label: Biking, predict: Swing
id: 0394, acc: 3.55, label: Biking, predict: BabyCrawling
