Namespace(arch='resnext-101', attack_iter=5, attack_type='noise', batch_size=32, bn_branch='clean', epsilon=4, exp_name='pgd_clean_testlist3b', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, num_pixel=100, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=False, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth

2020-02-25 23:16:23.476608

Namespace(arch='resnext-101', attack_iter=5, attack_type='noise', batch_size=32, bn_branch='clean', epsilon=4, exp_name='pgd_clean_testlist3b', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, num_pixel=100, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=True, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth

2020-02-25 23:16:33.295450

Namespace(arch='resnext-101', attack_iter=5, attack_type='noise', batch_size=32, bn_branch='clean', epsilon=4, exp_name='pgd_clean_testlist3b', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, num_pixel=100, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=True, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth

2020-02-25 23:17:43.274572

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: Knitting
id: 0047, acc: 2.13, label: Basketball, predict: VolleyballSpiking
id: 0048, acc: 2.08, label: Basketball, predict: CricketBowling
id: 0049, acc: 2.04, label: Basketball, predict: BasketballDunk
id: 0050, acc: 2.00, label: Basketball, predict: RopeClimbing
id: 0051, acc: 1.96, label: BasketballDunk, predict: PizzaTossing
id: 0052, acc: 1.92, label: BasketballDunk, predict: VolleyballSpiking
id: 0053, acc: 1.89, label: BasketballDunk, predict: VolleyballSpiking
id: 0054, acc: 1.85, label: BasketballDunk, predict: FrisbeeCatch
id: 0055, acc: 1.82, label: BasketballDunk, predict: VolleyballSpiking
id: 0056, acc: 1.79, label: BasketballDunk, predict: BaseballPitch
id: 0057, acc: 3.51, label: BasketballDunk, predict: BasketballDunk
id: 0058, acc: 3.45, label: BenchPress, predict: MilitaryParade
id: 0059, acc: 3.39, label: BenchPress, predict: MilitaryParade
id: 0060, acc: 3.33, label: BenchPress, predict: BodyWeightSquats
id: 0061, acc: 3.28, label: BenchPress, predict: MilitaryParade
id: 0062, acc: 3.23, label: BenchPress, predict: MilitaryParade
id: 0063, acc: 3.17, label: BenchPress, predict: MilitaryParade
id: 0064, acc: 3.12, label: Biking, predict: JumpRope
id: 0065, acc: 3.08, label: Biking, predict: JumpRope
id: 0066, acc: 3.03, label: Biking, predict: JumpRope
id: 0067, acc: 2.99, label: Biking, predict: JumpRope
Namespace(arch='resnext-101', attack_iter=5, attack_type='noise', batch_size=32, bn_branch='clean', epsilon=4, exp_name='pgd_clean_testlist3b', framing_width=5, input='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt', mean=[114.7748, 107.7354, 99.475], mode='score', model='/home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth', model_depth=101, model_name='resnext', n_classes=101, n_threads=4, no_cuda=False, num_pixel=100, output='output.json', resnet_shortcut='B', resnext_cardinality=32, roa_size=30, roa_stride=1, sample_duration=40, sample_size=112, save_image=True, sparsity=40, step_size=1.0, verbose=False, video_root='/home/sylo/SegNet/flowattack/UCF-101_jpg', wide_resnet_k=2)

-input: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/video_classification/ucfTrainTestlist/testlist03b_jpg.txt
-model: /home/sylo/SegNet/flowattack/3D-ResNets-PyTorch/my_train/save_10.pth

2020-02-25 23:20:43.485723

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: Knitting
id: 0002, acc: 0.00, label: ApplyEyeMakeup, predict: Knitting
id: 0003, acc: 0.00, label: ApplyEyeMakeup, predict: ApplyLipstick
id: 0004, acc: 25.00, label: ApplyEyeMakeup, predict: ApplyEyeMakeup
id: 0005, acc: 20.00, label: ApplyEyeMakeup, predict: ShavingBeard
id: 0006, acc: 16.67, label: ApplyEyeMakeup, predict: BrushingTeeth
id: 0007, acc: 14.29, label: ApplyEyeMakeup, predict: PlayingGuitar
id: 0008, acc: 12.50, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0009, acc: 11.11, label: ApplyLipstick, predict: BrushingTeeth
id: 0010, acc: 10.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0011, acc: 9.09, label: ApplyLipstick, predict: BrushingTeeth
id: 0012, acc: 8.33, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0013, acc: 7.69, label: Archery, predict: Basketball
id: 0014, acc: 7.14, label: Archery, predict: GolfSwing
id: 0015, acc: 6.67, label: Archery, predict: SoccerJuggling
id: 0016, acc: 6.25, label: Archery, predict: SoccerJuggling
id: 0017, acc: 5.88, label: Archery, predict: SoccerJuggling
id: 0018, acc: 5.56, label: Archery, predict: Nunchucks
id: 0019, acc: 5.26, label: Archery, predict: GolfSwing
id: 0020, acc: 5.00, label: BabyCrawling, predict: SalsaSpin
id: 0021, acc: 4.76, label: BabyCrawling, predict: PushUps
id: 0022, acc: 4.55, label: BabyCrawling, predict: Basketball
id: 0023, acc: 4.35, label: BabyCrawling, predict: MilitaryParade
id: 0024, acc: 4.17, label: BabyCrawling, predict: HulaHoop
id: 0025, acc: 4.00, label: BabyCrawling, predict: BlowingCandles
id: 0026, acc: 3.85, label: BalanceBeam, predict: UnevenBars
id: 0027, acc: 3.70, label: BalanceBeam, predict: UnevenBars
id: 0028, acc: 3.57, label: BalanceBeam, predict: FloorGymnastics
id: 0029, acc: 3.45, label: BalanceBeam, predict: StillRings
id: 0030, acc: 3.33, label: BandMarching, predict: Swing
id: 0031, acc: 3.23, label: BandMarching, predict: MilitaryParade
id: 0032, acc: 3.12, label: BandMarching, predict: MilitaryParade
id: 0033, acc: 3.03, label: BandMarching, predict: Archery
id: 0034, acc: 2.94, label: BandMarching, predict: LongJump
id: 0035, acc: 2.86, label: BandMarching, predict: MilitaryParade
id: 0036, acc: 2.78, label: BandMarching, predict: MilitaryParade
id: 0037, acc: 2.70, label: BaseballPitch, predict: CricketShot
id: 0038, acc: 2.63, label: BaseballPitch, predict: Surfing
id: 0039, acc: 2.56, label: BaseballPitch, predict: Surfing
id: 0040, acc: 2.50, label: BaseballPitch, predict: SoccerJuggling
id: 0041, acc: 2.44, label: BaseballPitch, predict: Surfing
id: 0042, acc: 2.38, label: BaseballPitch, predict: Surfing
id: 0043, acc: 2.33, label: BaseballPitch, predict: Surfing
id: 0044, acc: 2.27, label: Basketball, predict: MilitaryParade
id: 0045, acc: 2.22, label: Basketball, predict: SalsaSpin
id: 0046, acc: 2.17, label: Basketball, predict: TennisSwing
id: 0047, acc: 2.13, label: Basketball, predict: VolleyballSpiking
id: 0048, acc: 2.08, label: Basketball, predict: MilitaryParade
id: 0049, acc: 2.04, label: Basketball, predict: BasketballDunk
id: 0050, acc: 2.00, label: Basketball, predict: JumpRope
id: 0051, acc: 1.96, label: BasketballDunk, predict: BaseballPitch
id: 0052, acc: 1.92, label: BasketballDunk, predict: VolleyballSpiking
id: 0053, acc: 1.89, label: BasketballDunk, predict: VolleyballSpiking
id: 0054, acc: 1.85, label: BasketballDunk, predict: FrisbeeCatch
id: 0055, acc: 1.82, label: BasketballDunk, predict: VolleyballSpiking
id: 0056, acc: 1.79, label: BasketballDunk, predict: BaseballPitch
id: 0057, acc: 3.51, label: BasketballDunk, predict: BasketballDunk
id: 0058, acc: 3.45, label: BenchPress, predict: MilitaryParade
id: 0059, acc: 3.39, label: BenchPress, predict: HulaHoop
id: 0060, acc: 3.33, label: BenchPress, predict: Lunges
id: 0061, acc: 3.28, label: BenchPress, predict: MilitaryParade
id: 0062, acc: 3.23, label: BenchPress, predict: MilitaryParade
id: 0063, acc: 3.17, label: BenchPress, predict: MilitaryParade
id: 0064, acc: 3.12, label: Biking, predict: JumpRope
id: 0065, acc: 3.08, label: Biking, predict: JumpRope
id: 0066, acc: 3.03, label: Biking, predict: JumpRope
id: 0067, acc: 2.99, label: Biking, predict: JumpRope
id: 0068, acc: 2.94, label: Biking, predict: JumpRope
id: 0069, acc: 2.90, label: Billiards, predict: UnevenBars
id: 0070, acc: 4.29, label: Billiards, predict: Billiards
id: 0071, acc: 4.23, label: Billiards, predict: Diving
id: 0072, acc: 4.17, label: Billiards, predict: Bowling
id: 0073, acc: 4.11, label: Billiards, predict: RopeClimbing
id: 0074, acc: 4.05, label: Billiards, predict: Rafting
id: 0075, acc: 4.00, label: Billiards, predict: Diving
id: 0076, acc: 3.95, label: BlowDryHair, predict: ApplyEyeMakeup
id: 0077, acc: 3.90, label: BlowDryHair, predict: RopeClimbing
id: 0078, acc: 3.85, label: BlowDryHair, predict: ApplyEyeMakeup
id: 0079, acc: 3.80, label: BlowDryHair, predict: Haircut
id: 0080, acc: 5.00, label: BlowDryHair, predict: BlowDryHair
id: 0081, acc: 4.94, label: BlowingCandles, predict: BabyCrawling
id: 0082, acc: 4.88, label: BlowingCandles, predict: Mixing
id: 0083, acc: 4.82, label: BlowingCandles, predict: BabyCrawling
id: 0084, acc: 4.76, label: BlowingCandles, predict: BabyCrawling
id: 0085, acc: 4.71, label: Bowling, predict: BasketballDunk
id: 0086, acc: 4.65, label: Bowling, predict: VolleyballSpiking
id: 0087, acc: 4.60, label: Bowling, predict: BasketballDunk
id: 0088, acc: 4.55, label: Bowling, predict: Biking
id: 0089, acc: 4.49, label: Bowling, predict: BasketballDunk
id: 0090, acc: 4.44, label: Bowling, predict: BasketballDunk
id: 0091, acc: 4.40, label: Bowling, predict: BasketballDunk
id: 0092, acc: 4.35, label: BoxingPunchingBag, predict: SalsaSpin
id: 0093, acc: 4.30, label: BoxingPunchingBag, predict: BoxingSpeedBag
id: 0094, acc: 4.26, label: BoxingPunchingBag, predict: Punch
id: 0095, acc: 4.21, label: BoxingPunchingBag, predict: BoxingSpeedBag
id: 0096, acc: 4.17, label: BoxingPunchingBag, predict: WritingOnBoard
id: 0097, acc: 4.12, label: BoxingPunchingBag, predict: Archery
id: 0098, acc: 4.08, label: BoxingPunchingBag, predict: Archery
id: 0099, acc: 4.04, label: BoxingSpeedBag, predict: TrampolineJumping
id: 0100, acc: 4.00, label: BoxingSpeedBag, predict: Basketball
id: 0101, acc: 3.96, label: BoxingSpeedBag, predict: Typing
id: 0102, acc: 3.92, label: BoxingSpeedBag, predict: BoxingPunchingBag
id: 0103, acc: 3.88, label: BoxingSpeedBag, predict: BoxingPunchingBag
id: 0104, acc: 3.85, label: BoxingSpeedBag, predict: Typing
id: 0105, acc: 3.81, label: BoxingSpeedBag, predict: CuttingInKitchen
id: 0106, acc: 3.77, label: BreastStroke, predict: FrontCrawl
id: 0107, acc: 3.74, label: BreastStroke, predict: FrontCrawl
id: 0108, acc: 4.63, label: BreastStroke, predict: BreastStroke
id: 0109, acc: 4.59, label: BreastStroke, predict: FrontCrawl
id: 0110, acc: 4.55, label: BrushingTeeth, predict: BabyCrawling
id: 0111, acc: 4.50, label: BrushingTeeth, predict: BabyCrawling
id: 0112, acc: 4.46, label: BrushingTeeth, predict: BabyCrawling
id: 0113, acc: 4.42, label: BrushingTeeth, predict: BabyCrawling
id: 0114, acc: 5.26, label: CleanAndJerk, predict: CleanAndJerk
id: 0115, acc: 5.22, label: CleanAndJerk, predict: MilitaryParade
id: 0116, acc: 5.17, label: CleanAndJerk, predict: Lunges
id: 0117, acc: 5.13, label: CleanAndJerk, predict: Lunges
id: 0118, acc: 5.08, label: CliffDiving, predict: Kayaking
id: 0119, acc: 5.04, label: CliffDiving, predict: Skiing
id: 0120, acc: 5.00, label: CliffDiving, predict: Kayaking
id: 0121, acc: 4.96, label: CliffDiving, predict: MoppingFloor
id: 0122, acc: 4.92, label: CricketBowling, predict: BaseballPitch
id: 0123, acc: 4.88, label: CricketBowling, predict: BaseballPitch
id: 0124, acc: 4.84, label: CricketBowling, predict: BaseballPitch
id: 0125, acc: 4.80, label: CricketBowling, predict: BaseballPitch
id: 0126, acc: 4.76, label: CricketBowling, predict: BaseballPitch
id: 0127, acc: 4.72, label: CricketBowling, predict: BaseballPitch
id: 0128, acc: 4.69, label: CricketShot, predict: CricketBowling
id: 0129, acc: 4.65, label: CricketShot, predict: BaseballPitch
id: 0130, acc: 4.62, label: CricketShot, predict: CricketBowling
id: 0131, acc: 4.58, label: CricketShot, predict: BaseballPitch
id: 0132, acc: 4.55, label: CricketShot, predict: BaseballPitch
id: 0133, acc: 4.51, label: CricketShot, predict: BaseballPitch
id: 0134, acc: 4.48, label: CricketShot, predict: CricketBowling
id: 0135, acc: 4.44, label: CuttingInKitchen, predict: BabyCrawling
id: 0136, acc: 4.41, label: CuttingInKitchen, predict: BabyCrawling
id: 0137, acc: 4.38, label: CuttingInKitchen, predict: BabyCrawling
id: 0138, acc: 4.35, label: CuttingInKitchen, predict: Mixing
id: 0139, acc: 4.32, label: Diving, predict: UnevenBars
id: 0140, acc: 4.29, label: Diving, predict: Mixing
id: 0141, acc: 4.26, label: Diving, predict: StillRings
id: 0142, acc: 4.23, label: Diving, predict: ParallelBars
id: 0143, acc: 4.20, label: Diving, predict: Drumming
id: 0144, acc: 4.17, label: Diving, predict: SkateBoarding
id: 0145, acc: 4.14, label: Diving, predict: Mixing
id: 0146, acc: 4.11, label: Drumming, predict: YoYo
id: 0147, acc: 4.08, label: Drumming, predict: PlayingSitar
id: 0148, acc: 4.05, label: Drumming, predict: StillRings
id: 0149, acc: 4.03, label: Drumming, predict: UnevenBars
id: 0150, acc: 4.00, label: Drumming, predict: YoYo
id: 0151, acc: 3.97, label: Drumming, predict: MilitaryParade
id: 0152, acc: 3.95, label: Drumming, predict: PlayingSitar
id: 0153, acc: 3.92, label: Fencing, predict: HorseRace
id: 0154, acc: 3.90, label: Fencing, predict: Bowling
id: 0155, acc: 3.87, label: Fencing, predict: Nunchucks
id: 0156, acc: 3.85, label: Fencing, predict: TaiChi
id: 0157, acc: 3.82, label: FieldHockeyPenalty, predict: FrisbeeCatch
id: 0158, acc: 3.80, label: FieldHockeyPenalty, predict: SoccerPenalty
id: 0159, acc: 3.77, label: FieldHockeyPenalty, predict: FrisbeeCatch
id: 0160, acc: 3.75, label: FieldHockeyPenalty, predict: FrisbeeCatch
id: 0161, acc: 3.73, label: FieldHockeyPenalty, predict: MilitaryParade
id: 0162, acc: 3.70, label: FieldHockeyPenalty, predict: FrisbeeCatch
id: 0163, acc: 3.68, label: FloorGymnastics, predict: Basketball
id: 0164, acc: 3.66, label: FloorGymnastics, predict: BalanceBeam
id: 0165, acc: 3.64, label: FloorGymnastics, predict: PoleVault
id: 0166, acc: 3.61, label: FloorGymnastics, predict: CliffDiving
id: 0167, acc: 3.59, label: FloorGymnastics, predict: LongJump
id: 0168, acc: 3.57, label: FloorGymnastics, predict: SkateBoarding
id: 0169, acc: 3.55, label: FrisbeeCatch, predict: VolleyballSpiking
id: 0170, acc: 3.53, label: FrisbeeCatch, predict: VolleyballSpiking
id: 0171, acc: 3.51, label: FrisbeeCatch, predict: BasketballDunk
id: 0172, acc: 3.49, label: FrisbeeCatch, predict: BasketballDunk
id: 0173, acc: 3.47, label: FrontCrawl, predict: BreastStroke
id: 0174, acc: 3.45, label: FrontCrawl, predict: BreastStroke
id: 0175, acc: 3.43, label: FrontCrawl, predict: BreastStroke
id: 0176, acc: 3.41, label: FrontCrawl, predict: MoppingFloor
id: 0177, acc: 3.39, label: GolfSwing, predict: JugglingBalls
id: 0178, acc: 3.37, label: GolfSwing, predict: JugglingBalls
id: 0179, acc: 3.35, label: GolfSwing, predict: Swing
id: 0180, acc: 3.33, label: GolfSwing, predict: Nunchucks
id: 0181, acc: 3.31, label: Haircut, predict: ApplyEyeMakeup
id: 0182, acc: 3.30, label: Haircut, predict: PlayingFlute
id: 0183, acc: 3.28, label: Haircut, predict: RopeClimbing
id: 0184, acc: 3.26, label: Haircut, predict: ApplyEyeMakeup
id: 0185, acc: 3.24, label: Hammering, predict: Drumming
id: 0186, acc: 3.23, label: Hammering, predict: Drumming
id: 0187, acc: 3.21, label: Hammering, predict: CuttingInKitchen
id: 0188, acc: 3.19, label: Hammering, predict: CuttingInKitchen
id: 0189, acc: 3.17, label: Hammering, predict: CuttingInKitchen
id: 0190, acc: 3.16, label: Hammering, predict: HulaHoop
id: 0191, acc: 3.14, label: Hammering, predict: Drumming
id: 0192, acc: 3.12, label: HammerThrow, predict: ThrowDiscus
id: 0193, acc: 3.11, label: HammerThrow, predict: ThrowDiscus
id: 0194, acc: 3.09, label: HammerThrow, predict: MilitaryParade
id: 0195, acc: 3.08, label: HammerThrow, predict: CricketBowling
id: 0196, acc: 3.06, label: HammerThrow, predict: ThrowDiscus
id: 0197, acc: 3.05, label: HandstandPushups, predict: PushUps
id: 0198, acc: 3.03, label: HandstandPushups, predict: PushUps
id: 0199, acc: 3.02, label: HandstandPushups, predict: PushUps
id: 0200, acc: 3.00, label: HandstandPushups, predict: PushUps
id: 0201, acc: 2.99, label: HandstandPushups, predict: PushUps
id: 0202, acc: 2.97, label: HandstandPushups, predict: PushUps
id: 0203, acc: 2.96, label: HandstandWalking, predict: BasketballDunk
id: 0204, acc: 2.94, label: HandstandWalking, predict: HorseRace
id: 0205, acc: 2.93, label: HandstandWalking, predict: Basketball
id: 0206, acc: 2.91, label: HandstandWalking, predict: Swing
id: 0207, acc: 2.90, label: HeadMassage, predict: Haircut
id: 0208, acc: 2.88, label: HeadMassage, predict: PullUps
id: 0209, acc: 2.87, label: HeadMassage, predict: ShavingBeard
id: 0210, acc: 2.86, label: HeadMassage, predict: Haircut
id: 0211, acc: 2.84, label: HeadMassage, predict: PizzaTossing
id: 0212, acc: 2.83, label: HeadMassage, predict: Haircut
id: 0213, acc: 2.82, label: HeadMassage, predict: RockClimbingIndoor
id: 0214, acc: 2.80, label: HighJump, predict: VolleyballSpiking
id: 0215, acc: 2.79, label: HighJump, predict: PoleVault
id: 0216, acc: 2.78, label: HighJump, predict: PoleVault
id: 0217, acc: 2.76, label: HighJump, predict: PoleVault
id: 0218, acc: 2.75, label: HorseRace, predict: FrisbeeCatch
id: 0219, acc: 2.74, label: HorseRace, predict: PoleVault
id: 0220, acc: 2.73, label: HorseRace, predict: HorseRiding
id: 0221, acc: 2.71, label: HorseRace, predict: LongJump
id: 0222, acc: 2.70, label: HorseRiding, predict: PoleVault
id: 0223, acc: 2.69, label: HorseRiding, predict: Archery
id: 0224, acc: 2.68, label: HorseRiding, predict: Rafting
id: 0225, acc: 2.67, label: HorseRiding, predict: StillRings
id: 0226, acc: 2.65, label: HorseRiding, predict: Rafting
id: 0227, acc: 2.64, label: HorseRiding, predict: HorseRace
id: 0228, acc: 2.63, label: HulaHoop, predict: FieldHockeyPenalty
id: 0229, acc: 2.62, label: HulaHoop, predict: BabyCrawling
id: 0230, acc: 2.61, label: HulaHoop, predict: Knitting
id: 0231, acc: 2.60, label: HulaHoop, predict: ThrowDiscus
id: 0232, acc: 2.59, label: HulaHoop, predict: Hammering
id: 0233, acc: 2.58, label: IceDancing, predict: BasketballDunk
id: 0234, acc: 2.56, label: IceDancing, predict: FloorGymnastics
id: 0235, acc: 2.55, label: IceDancing, predict: BasketballDunk
id: 0236, acc: 2.54, label: IceDancing, predict: VolleyballSpiking
id: 0237, acc: 2.53, label: JavelinThrow, predict: TennisSwing
id: 0238, acc: 2.52, label: JavelinThrow, predict: ThrowDiscus
id: 0239, acc: 2.51, label: JavelinThrow, predict: HulaHoop
id: 0240, acc: 2.50, label: JavelinThrow, predict: BaseballPitch
id: 0241, acc: 2.49, label: JavelinThrow, predict: Swing
id: 0242, acc: 2.48, label: JavelinThrow, predict: Basketball
id: 0243, acc: 2.47, label: JugglingBalls, predict: TrampolineJumping
