ROA

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: SkyDiving
id: 0085, acc: 0.00, label: Archery, predict: Swing
id: 0086, acc: 0.00, label: Archery, predict: Swing
id: 0087, acc: 0.00, label: Archery, predict: Swing
id: 0088, acc: 0.00, label: Archery, predict: Swing
id: 0089, acc: 0.00, label: Archery, predict: Swing
id: 0090, acc: 0.00, label: Archery, predict: Swing
id: 0091, acc: 0.00, label: Archery, predict: Swing
id: 0092, acc: 0.00, label: Archery, predict: SkyDiving
id: 0093, acc: 0.00, label: Archery, predict: Swing
id: 0094, acc: 0.00, label: Archery, predict: UnevenBars
id: 0095, acc: 0.00, label: Archery, predict: Swing
id: 0096, acc: 0.00, label: Archery, predict: Swing
id: 0097, acc: 0.00, label: Archery, predict: Swing
id: 0098, acc: 0.00, label: Archery, predict: Swing
id: 0099, acc: 0.00, label: Archery, predict: UnevenBars
id: 0100, acc: 0.00, label: Archery, predict: Swing
id: 0101, acc: 0.00, label: Archery, predict: Swing
id: 0102, acc: 0.00, label: Archery, predict: Swing
id: 0103, acc: 0.00, label: Archery, predict: SkyDiving
id: 0104, acc: 0.00, label: Archery, predict: SkyDiving
id: 0105, acc: 0.00, label: Archery, predict: Skiing
id: 0106, acc: 0.00, label: Archery, predict: SkyDiving
id: 0107, acc: 0.00, label: Archery, predict: Swing
id: 0108, acc: 0.00, label: Archery, predict: Swing
id: 0109, acc: 0.00, label: Archery, predict: Swing
id: 0110, acc: 0.00, label: Archery, predict: Swing
id: 0111, acc: 0.00, label: Archery, predict: SkyDiving
id: 0112, acc: 0.00, label: Archery, predict: SkyDiving
id: 0113, acc: 0.00, label: Archery, predict: SkyDiving
id: 0114, acc: 0.00, label: Archery, predict: SkyDiving
id: 0115, acc: 0.00, label: Archery, predict: SkyDiving
id: 0116, acc: 0.00, label: Archery, predict: SkyDiving
id: 0117, acc: 0.00, label: Archery, predict: SkyDiving
id: 0118, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0119, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0120, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0121, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0122, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0123, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0124, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0125, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0126, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0127, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0128, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0129, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0130, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0131, acc: 0.00, label: BabyCrawling, predict: MoppingFloor
id: 0132, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0133, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0134, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0135, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0136, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0137, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0138, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0139, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0140, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0141, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0142, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0143, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0144, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0145, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0146, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0147, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0148, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0149, acc: 0.00, label: BabyCrawling, predict: SkyDiving
id: 0150, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0151, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0152, acc: 0.00, label: BabyCrawling, predict: Swing
id: 0153, acc: 0.00, label: BalanceBeam, predict: Swing
id: 0154, acc: 0.00, label: BalanceBeam, predict: Swing
id: 0155, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0156, acc: 0.00, label: BalanceBeam, predict: SkyDiving
id: 0157, acc: 0.00, label: BalanceBeam, predict: UnevenBars
id: 0158, acc: 0.00, label: BalanceBeam, predict: UnevenBars
id: 0159, acc: 0.00, label: BalanceBeam, predict: SkyDiving
id: 0160, acc: 0.00, label: BalanceBeam, predict: UnevenBars
id: 0161, acc: 0.00, label: BalanceBeam, predict: SkyDiving
id: 0162, acc: 0.00, label: BalanceBeam, predict: SkyDiving
id: 0163, acc: 0.00, label: BalanceBeam, predict: SkyDiving
id: 0164, acc: 0.00, label: BalanceBeam, predict: SkyDiving
id: 0165, acc: 0.00, label: BalanceBeam, predict: UnevenBars
id: 0166, acc: 0.00, label: BalanceBeam, predict: UnevenBars
id: 0167, acc: 0.00, label: BalanceBeam, predict: FloorGymnastics
id: 0168, acc: 0.00, label: BalanceBeam, predict: BandMarching
id: 0169, acc: 0.00, label: BalanceBeam, predict: UnevenBars
id: 0170, acc: 0.00, label: BalanceBeam, predict: SkyDiving
id: 0171, acc: 0.00, label: BalanceBeam, predict: Swing
id: 0172, acc: 0.00, label: BalanceBeam, predict: UnevenBars
id: 0173, acc: 0.00, label: BalanceBeam, predict: Swing
id: 0174, acc: 0.00, label: BalanceBeam, predict: Swing
id: 0175, acc: 0.00, label: BalanceBeam, predict: SkyDiving
id: 0176, acc: 0.00, label: BalanceBeam, predict: Swing
id: 0177, acc: 0.00, label: BalanceBeam, predict: SkyDiving
id: 0178, acc: 0.00, label: BalanceBeam, predict: Swing
id: 0179, acc: 0.00, label: BalanceBeam, predict: Swing
id: 0180, acc: 0.00, label: BalanceBeam, predict: UnevenBars
id: 0181, acc: 0.00, label: BalanceBeam, predict: UnevenBars
id: 0182, acc: 0.00, label: BalanceBeam, predict: Swing
id: 0183, acc: 0.00, label: BalanceBeam, predict: UnevenBars
id: 0184, acc: 0.00, label: BandMarching, predict: Swing
id: 0185, acc: 0.00, label: BandMarching, predict: MilitaryParade
id: 0186, acc: 0.00, label: BandMarching, predict: UnevenBars
id: 0187, acc: 0.00, label: BandMarching, predict: Swing
id: 0188, acc: 0.00, label: BandMarching, predict: Swing
id: 0189, acc: 0.00, label: BandMarching, predict: Swing
id: 0190, acc: 0.00, label: BandMarching, predict: Swing
id: 0191, acc: 0.00, label: BandMarching, predict: MilitaryParade
id: 0192, acc: 0.00, label: BandMarching, predict: MilitaryParade
id: 0193, acc: 0.52, label: BandMarching, predict: BandMarching
id: 0194, acc: 1.03, label: BandMarching, predict: BandMarching
id: 0195, acc: 1.54, label: BandMarching, predict: BandMarching
id: 0196, acc: 1.53, label: BandMarching, predict: MilitaryParade
id: 0197, acc: 1.52, label: BandMarching, predict: SkyDiving
id: 0198, acc: 1.52, label: BandMarching, predict: SkyDiving
id: 0199, acc: 1.51, label: BandMarching, predict: SkyDiving
id: 0200, acc: 1.50, label: BandMarching, predict: SkyDiving
id: 0201, acc: 1.49, label: BandMarching, predict: SkyDiving
id: 0202, acc: 1.49, label: BandMarching, predict: SkyDiving
id: 0203, acc: 1.48, label: BandMarching, predict: Swing
id: 0204, acc: 1.47, label: BandMarching, predict: SkyDiving
id: 0205, acc: 1.46, label: BandMarching, predict: Swing
id: 0206, acc: 1.46, label: BandMarching, predict: UnevenBars
id: 0207, acc: 1.45, label: BandMarching, predict: SkyDiving
id: 0208, acc: 1.44, label: BandMarching, predict: Swing
id: 0209, acc: 1.44, label: BandMarching, predict: UnevenBars
id: 0210, acc: 1.43, label: BandMarching, predict: UnevenBars
id: 0211, acc: 1.42, label: BandMarching, predict: Drumming
id: 0212, acc: 1.42, label: BandMarching, predict: UnevenBars
id: 0213, acc: 1.41, label: BandMarching, predict: UnevenBars
id: 0214, acc: 1.40, label: BandMarching, predict: SkyDiving
id: 0215, acc: 1.40, label: BandMarching, predict: Swing
id: 0216, acc: 1.39, label: BandMarching, predict: SkyDiving
id: 0217, acc: 1.38, label: BandMarching, predict: UnevenBars
id: 0218, acc: 1.38, label: BandMarching, predict: Swing
id: 0219, acc: 1.37, label: BandMarching, predict: UnevenBars
id: 0220, acc: 1.36, label: BandMarching, predict: UnevenBars
id: 0221, acc: 1.36, label: BandMarching, predict: UnevenBars
id: 0222, acc: 1.80, label: BandMarching, predict: BandMarching
id: 0223, acc: 1.79, label: BandMarching, predict: SkyDiving
id: 0224, acc: 2.23, label: BandMarching, predict: BandMarching
id: 0225, acc: 2.67, label: BandMarching, predict: BandMarching
id: 0226, acc: 2.65, label: BandMarching, predict: UnevenBars
id: 0227, acc: 2.64, label: BaseballPitch, predict: Swing
id: 0228, acc: 2.63, label: BaseballPitch, predict: Swing
id: 0229, acc: 2.62, label: BaseballPitch, predict: Swing
id: 0230, acc: 2.61, label: BaseballPitch, predict: Swing
id: 0231, acc: 2.60, label: BaseballPitch, predict: Swing
id: 0232, acc: 2.59, label: BaseballPitch, predict: Swing
id: 0233, acc: 2.58, label: BaseballPitch, predict: Swing
id: 0234, acc: 2.56, label: BaseballPitch, predict: Swing
id: 0235, acc: 2.55, label: BaseballPitch, predict: Swing
id: 0236, acc: 2.54, label: BaseballPitch, predict: Swing
id: 0237, acc: 2.53, label: BaseballPitch, predict: Swing
id: 0238, acc: 2.52, label: BaseballPitch, predict: Swing
id: 0239, acc: 2.51, label: BaseballPitch, predict: Swing
id: 0240, acc: 2.50, label: BaseballPitch, predict: Swing
id: 0241, acc: 2.49, label: BaseballPitch, predict: Swing
id: 0242, acc: 2.48, label: BaseballPitch, predict: Swing
id: 0243, acc: 2.47, label: BaseballPitch, predict: Swing
id: 0244, acc: 2.46, label: BaseballPitch, predict: Swing
id: 0245, acc: 2.45, label: BaseballPitch, predict: Swing
id: 0246, acc: 2.44, label: BaseballPitch, predict: Swing
id: 0247, acc: 2.43, label: BaseballPitch, predict: Swing
id: 0248, acc: 2.42, label: BaseballPitch, predict: Swing
id: 0249, acc: 2.41, label: BaseballPitch, predict: Swing
id: 0250, acc: 2.40, label: BaseballPitch, predict: Swing
id: 0251, acc: 2.39, label: BaseballPitch, predict: Swing
id: 0252, acc: 2.38, label: BaseballPitch, predict: HorseRace
id: 0253, acc: 2.37, label: BaseballPitch, predict: Swing
id: 0254, acc: 2.36, label: BaseballPitch, predict: Swing
id: 0255, acc: 2.35, label: BaseballPitch, predict: Swing
id: 0256, acc: 2.34, label: BaseballPitch, predict: Swing
id: 0257, acc: 2.33, label: BaseballPitch, predict: Swing
id: 0258, acc: 2.33, label: BaseballPitch, predict: LongJump
id: 0259, acc: 2.32, label: BaseballPitch, predict: Swing
id: 0260, acc: 2.31, label: BaseballPitch, predict: Swing
id: 0261, acc: 2.30, label: BaseballPitch, predict: Swing
id: 0262, acc: 2.29, label: BaseballPitch, predict: SkyDiving
id: 0263, acc: 2.28, label: BaseballPitch, predict: Swing
id: 0264, acc: 2.27, label: BaseballPitch, predict: Swing
id: 0265, acc: 2.26, label: BaseballPitch, predict: Swing
id: 0266, acc: 2.26, label: BaseballPitch, predict: Swing
id: 0267, acc: 2.25, label: BaseballPitch, predict: Swing
id: 0268, acc: 2.24, label: BaseballPitch, predict: Swing
id: 0269, acc: 2.23, label: BaseballPitch, predict: Swing
id: 0270, acc: 2.22, label: Basketball, predict: Swing
id: 0271, acc: 2.21, label: Basketball, predict: Swing
id: 0272, acc: 2.21, label: Basketball, predict: Swing
id: 0273, acc: 2.20, label: Basketball, predict: SkyDiving
id: 0274, acc: 2.19, label: Basketball, predict: SkyDiving
id: 0275, acc: 2.18, label: Basketball, predict: Swing
id: 0276, acc: 2.17, label: Basketball, predict: Swing
id: 0277, acc: 2.17, label: Basketball, predict: Swing
id: 0278, acc: 2.16, label: Basketball, predict: Swing
id: 0279, acc: 2.15, label: Basketball, predict: Swing
id: 0280, acc: 2.14, label: Basketball, predict: Swing
id: 0281, acc: 2.14, label: Basketball, predict: Swing
id: 0282, acc: 2.13, label: Basketball, predict: Swing
id: 0283, acc: 2.12, label: Basketball, predict: Swing
id: 0284, acc: 2.11, label: Basketball, predict: Swing
id: 0285, acc: 2.11, label: Basketball, predict: Swing
id: 0286, acc: 2.10, label: Basketball, predict: Swing
id: 0287, acc: 2.09, label: Basketball, predict: Swing
id: 0288, acc: 2.08, label: Basketball, predict: Swing
id: 0289, acc: 2.08, label: Basketball, predict: SkyDiving
id: 0290, acc: 2.07, label: Basketball, predict: SkyDiving
id: 0291, acc: 2.06, label: Basketball, predict: Swing
id: 0292, acc: 2.05, label: Basketball, predict: Swing
id: 0293, acc: 2.05, label: Basketball, predict: SkyDiving
id: 0294, acc: 2.04, label: Basketball, predict: Swing
id: 0295, acc: 2.03, label: Basketball, predict: Swing
id: 0296, acc: 2.03, label: Basketball, predict: Swing
id: 0297, acc: 2.02, label: Basketball, predict: Swing
id: 0298, acc: 2.01, label: Basketball, predict: SkyDiving
id: 0299, acc: 2.01, label: Basketball, predict: Swing
id: 0300, acc: 2.00, label: Basketball, predict: SkyDiving
id: 0301, acc: 1.99, label: Basketball, predict: Swing
id: 0302, acc: 1.99, label: Basketball, predict: Swing
id: 0303, acc: 1.98, label: Basketball, predict: Swing
id: 0304, acc: 1.97, label: Basketball, predict: Swing
id: 0305, acc: 1.97, label: BasketballDunk, predict: UnevenBars
id: 0306, acc: 1.96, label: BasketballDunk, predict: UnevenBars
id: 0307, acc: 1.95, label: BasketballDunk, predict: UnevenBars
id: 0308, acc: 2.27, label: BasketballDunk, predict: BasketballDunk
id: 0309, acc: 2.27, label: BasketballDunk, predict: PommelHorse
id: 0310, acc: 2.26, label: BasketballDunk, predict: Swing
id: 0311, acc: 2.25, label: BasketballDunk, predict: UnevenBars
id: 0312, acc: 2.24, label: BasketballDunk, predict: Swing
id: 0313, acc: 2.24, label: BasketballDunk, predict: SkyDiving
id: 0314, acc: 2.23, label: BasketballDunk, predict: Swing
id: 0315, acc: 2.22, label: BasketballDunk, predict: Swing
id: 0316, acc: 2.22, label: BasketballDunk, predict: Swing
id: 0317, acc: 2.52, label: BasketballDunk, predict: BasketballDunk
id: 0318, acc: 2.52, label: BasketballDunk, predict: Swing
id: 0319, acc: 2.51, label: BasketballDunk, predict: BandMarching
id: 0320, acc: 2.50, label: BasketballDunk, predict: UnevenBars
id: 0321, acc: 2.49, label: BasketballDunk, predict: Swing
id: 0322, acc: 2.48, label: BasketballDunk, predict: UnevenBars
id: 0323, acc: 2.48, label: BasketballDunk, predict: UnevenBars
id: 0324, acc: 2.47, label: BasketballDunk, predict: UnevenBars
id: 0325, acc: 2.46, label: BasketballDunk, predict: UnevenBars
id: 0326, acc: 2.45, label: BasketballDunk, predict: SkyDiving
id: 0327, acc: 2.45, label: BasketballDunk, predict: UnevenBars
id: 0328, acc: 2.44, label: BasketballDunk, predict: UnevenBars
id: 0329, acc: 2.43, label: BasketballDunk, predict: UnevenBars
id: 0330, acc: 2.42, label: BasketballDunk, predict: UnevenBars
id: 0331, acc: 2.42, label: BasketballDunk, predict: Swing
id: 0332, acc: 2.41, label: BasketballDunk, predict: Swing
id: 0333, acc: 2.40, label: BasketballDunk, predict: Swing
id: 0334, acc: 2.40, label: BasketballDunk, predict: Swing
id: 0335, acc: 2.39, label: BasketballDunk, predict: Swing
id: 0336, acc: 2.38, label: BasketballDunk, predict: UnevenBars
id: 0337, acc: 2.37, label: BasketballDunk, predict: Swing
id: 0338, acc: 2.37, label: BasketballDunk, predict: UnevenBars
id: 0339, acc: 2.36, label: BasketballDunk, predict: UnevenBars
id: 0340, acc: 2.35, label: BasketballDunk, predict: Swing
id: 0341, acc: 2.35, label: BasketballDunk, predict: Swing
id: 0342, acc: 2.34, label: BenchPress, predict: LongJump
id: 0343, acc: 2.33, label: BenchPress, predict: MoppingFloor
id: 0344, acc: 2.33, label: BenchPress, predict: CleanAndJerk
id: 0345, acc: 2.32, label: BenchPress, predict: Swing
id: 0346, acc: 2.31, label: BenchPress, predict: BandMarching
id: 0347, acc: 2.31, label: BenchPress, predict: Swing
id: 0348, acc: 2.30, label: BenchPress, predict: SkyDiving
id: 0349, acc: 2.29, label: BenchPress, predict: SkyDiving
id: 0350, acc: 2.29, label: BenchPress, predict: Swing
id: 0351, acc: 2.28, label: BenchPress, predict: SkyDiving
id: 0352, acc: 2.27, label: BenchPress, predict: Swing
id: 0353, acc: 2.27, label: BenchPress, predict: SkyDiving
id: 0354, acc: 2.26, label: BenchPress, predict: Swing
id: 0355, acc: 2.25, label: BenchPress, predict: BandMarching
id: 0356, acc: 2.25, label: BenchPress, predict: UnevenBars
id: 0357, acc: 2.24, label: BenchPress, predict: UnevenBars
id: 0358, acc: 2.23, label: BenchPress, predict: UnevenBars
id: 0359, acc: 2.23, label: BenchPress, predict: UnevenBars
id: 0360, acc: 2.22, label: BenchPress, predict: UnevenBars
id: 0361, acc: 2.22, label: BenchPress, predict: BandMarching
id: 0362, acc: 2.21, label: BenchPress, predict: MoppingFloor
id: 0363, acc: 2.20, label: BenchPress, predict: Swing
id: 0364, acc: 2.20, label: BenchPress, predict: Swing
id: 0365, acc: 2.19, label: BenchPress, predict: Swing
id: 0366, acc: 2.19, label: BenchPress, predict: MoppingFloor
id: 0367, acc: 2.18, label: BenchPress, predict: BlowingCandles
id: 0368, acc: 2.17, label: BenchPress, predict: Swing
id: 0369, acc: 2.17, label: BenchPress, predict: Swing
id: 0370, acc: 2.16, label: BenchPress, predict: Swing
id: 0371, acc: 2.16, label: BenchPress, predict: Swing
id: 0372, acc: 2.15, label: BenchPress, predict: Swing
id: 0373, acc: 2.14, label: BenchPress, predict: Swing
id: 0374, acc: 2.14, label: BenchPress, predict: Swing
id: 0375, acc: 2.13, label: BenchPress, predict: Swing
id: 0376, acc: 2.13, label: BenchPress, predict: Swing
id: 0377, acc: 2.12, label: BenchPress, predict: Swing
id: 0378, acc: 2.12, label: BenchPress, predict: UnevenBars
id: 0379, acc: 2.11, label: BenchPress, predict: Swing
id: 0380, acc: 2.11, label: BenchPress, predict: Swing
id: 0381, acc: 2.10, label: BenchPress, predict: Swing
id: 0382, acc: 2.09, label: BenchPress, predict: Swing
id: 0383, acc: 2.09, label: BenchPress, predict: Swing
id: 0384, acc: 2.08, label: BenchPress, predict: Swing
id: 0385, acc: 2.08, label: BenchPress, predict: Swing
id: 0386, acc: 2.07, label: BenchPress, predict: Swing
id: 0387, acc: 2.07, label: BenchPress, predict: Swing
id: 0388, acc: 2.06, label: BenchPress, predict: Swing
id: 0389, acc: 2.06, label: BenchPress, predict: Swing
id: 0390, acc: 2.05, label: Biking, predict: SkyDiving
id: 0391, acc: 2.05, label: Biking, predict: SkyDiving
id: 0392, acc: 2.04, label: Biking, predict: SkyDiving
id: 0393, acc: 2.04, label: Biking, predict: SkyDiving
id: 0394, acc: 2.03, label: Biking, predict: SkyDiving
id: 0395, acc: 2.03, label: Biking, predict: SkyDiving
id: 0396, acc: 2.02, label: Biking, predict: SkyDiving
id: 0397, acc: 2.02, label: Biking, predict: SkyDiving
id: 0398, acc: 2.01, label: Biking, predict: SkyDiving
id: 0399, acc: 2.01, label: Biking, predict: SkyDiving
id: 0400, acc: 2.00, label: Biking, predict: SkyDiving
id: 0401, acc: 2.00, label: Biking, predict: Swing
id: 0402, acc: 1.99, label: Biking, predict: SkyDiving
id: 0403, acc: 1.99, label: Biking, predict: Swing
id: 0404, acc: 1.98, label: Biking, predict: SkyDiving
id: 0405, acc: 1.98, label: Biking, predict: SkyDiving
id: 0406, acc: 1.97, label: Biking, predict: SkyDiving
id: 0407, acc: 1.97, label: Biking, predict: SkyDiving
id: 0408, acc: 1.96, label: Biking, predict: Swing
id: 0409, acc: 1.96, label: Biking, predict: SkyDiving
id: 0410, acc: 1.95, label: Biking, predict: SkyDiving
id: 0411, acc: 1.95, label: Biking, predict: HorseRace
id: 0412, acc: 1.94, label: Biking, predict: SkyDiving
id: 0413, acc: 1.94, label: Biking, predict: SkyDiving
id: 0414, acc: 1.93, label: Biking, predict: SkyDiving
id: 0415, acc: 1.93, label: Biking, predict: BandMarching
id: 0416, acc: 1.92, label: Biking, predict: BandMarching
id: 0417, acc: 1.92, label: Biking, predict: SkyDiving
id: 0418, acc: 1.91, label: Biking, predict: Swing
id: 0419, acc: 1.91, label: Biking, predict: SkyDiving
id: 0420, acc: 1.90, label: Biking, predict: Swing
id: 0421, acc: 1.90, label: Biking, predict: SkyDiving
id: 0422, acc: 1.90, label: Biking, predict: SkyDiving
id: 0423, acc: 1.89, label: Biking, predict: LongJump
id: 0424, acc: 1.89, label: Biking, predict: BandMarching
id: 0425, acc: 1.88, label: Biking, predict: SkyDiving
id: 0426, acc: 1.88, label: Biking, predict: Swing
id: 0427, acc: 1.87, label: Biking, predict: Swing
id: 0428, acc: 1.87, label: Billiards, predict: SkyDiving
id: 0429, acc: 1.86, label: Billiards, predict: SkyDiving
id: 0430, acc: 1.86, label: Billiards, predict: SkyDiving
id: 0431, acc: 1.86, label: Billiards, predict: SkyDiving
id: 0432, acc: 1.85, label: Billiards, predict: SkyDiving
id: 0433, acc: 1.85, label: Billiards, predict: SkyDiving
id: 0434, acc: 1.84, label: Billiards, predict: SkyDiving
id: 0435, acc: 1.84, label: Billiards, predict: UnevenBars
id: 0436, acc: 1.83, label: Billiards, predict: SkyDiving
id: 0437, acc: 1.83, label: Billiards, predict: SkyDiving
id: 0438, acc: 1.83, label: Billiards, predict: UnevenBars
id: 0439, acc: 1.82, label: Billiards, predict: SkyDiving
id: 0440, acc: 1.82, label: Billiards, predict: SkyDiving
id: 0441, acc: 1.81, label: Billiards, predict: SkyDiving
id: 0442, acc: 1.81, label: Billiards, predict: UnevenBars
id: 0443, acc: 1.81, label: Billiards, predict: SkyDiving
