ROA

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: PizzaTossing
id: 0043, acc: 76.74, label: , predict: BlowDryHair
id: 0044, acc: 18.18, label: ApplyEyeMakeup, predict: BlowDryHair
id: 0044, acc: 0.00, label: , predict: BoxingPunchingBag
id: 0044, acc: 77.27, label: , predict: ApplyEyeMakeup
id: 0045, acc: 17.78, label: ApplyLipstick, predict: ShavingBeard
id: 0045, acc: 0.00, label: , predict: BlowDryHair
id: 0045, acc: 75.56, label: , predict: ShavingBeard
id: 0046, acc: 17.39, label: ApplyLipstick, predict: BlowDryHair
id: 0046, acc: 0.00, label: , predict: BlowDryHair
id: 0046, acc: 73.91, label: , predict: ShavingBeard
id: 0047, acc: 17.02, label: ApplyLipstick, predict: ShavingBeard
id: 0047, acc: 0.00, label: , predict: BlowDryHair
id: 0047, acc: 72.34, label: , predict: ShavingBeard
id: 0048, acc: 16.67, label: ApplyLipstick, predict: ShavingBeard
id: 0048, acc: 0.00, label: , predict: BlowDryHair
id: 0048, acc: 70.83, label: , predict: ShavingBeard
id: 0049, acc: 16.33, label: ApplyLipstick, predict: ShavingBeard
id: 0049, acc: 0.00, label: , predict: BlowDryHair
id: 0049, acc: 69.39, label: , predict: BrushingTeeth
id: 0050, acc: 16.00, label: ApplyLipstick, predict: ShavingBeard
id: 0050, acc: 0.00, label: , predict: FrisbeeCatch
id: 0050, acc: 68.00, label: , predict: ApplyEyeMakeup
id: 0051, acc: 15.69, label: ApplyLipstick, predict: ShavingBeard
id: 0051, acc: 0.00, label: , predict: BoxingPunchingBag
id: 0051, acc: 66.67, label: , predict: ApplyEyeMakeup
id: 0052, acc: 15.38, label: ApplyLipstick, predict: BlowDryHair
id: 0052, acc: 0.00, label: , predict: Swing
id: 0052, acc: 65.38, label: , predict: ApplyEyeMakeup
id: 0053, acc: 15.09, label: ApplyLipstick, predict: ShavingBeard
id: 0053, acc: 0.00, label: , predict: BoxingPunchingBag
id: 0053, acc: 64.15, label: , predict: ShavingBeard
id: 0054, acc: 14.81, label: ApplyLipstick, predict: BlowDryHair
id: 0054, acc: 0.00, label: , predict: BoxingPunchingBag
id: 0054, acc: 62.96, label: , predict: BrushingTeeth
id: 0055, acc: 14.55, label: ApplyLipstick, predict: ShavingBeard
id: 0055, acc: 0.00, label: , predict: PizzaTossing
id: 0055, acc: 61.82, label: , predict: BrushingTeeth
id: 0056, acc: 14.29, label: ApplyLipstick, predict: BrushingTeeth
id: 0056, acc: 0.00, label: , predict: BandMarching
id: 0056, acc: 60.71, label: , predict: BrushingTeeth
id: 0057, acc: 14.04, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 0.00, label: , predict: PizzaTossing
id: 0057, acc: 59.65, label: , predict: BrushingTeeth
id: 0058, acc: 13.79, label: ApplyLipstick, predict: ShavingBeard
id: 0058, acc: 0.00, label: , predict: BlowDryHair
id: 0058, acc: 58.62, label: , predict: ShavingBeard
id: 0059, acc: 13.56, label: ApplyLipstick, predict: BrushingTeeth
id: 0059, acc: 0.00, label: , predict: BlowDryHair
id: 0059, acc: 57.63, label: , predict: BrushingTeeth
id: 0060, acc: 13.33, label: ApplyLipstick, predict: BlowDryHair
id: 0060, acc: 0.00, label: , predict: BlowDryHair
id: 0060, acc: 56.67, label: , predict: BrushingTeeth
id: 0061, acc: 13.11, label: ApplyLipstick, predict: BrushingTeeth
id: 0061, acc: 0.00, label: , predict: BlowDryHair
id: 0061, acc: 55.74, label: , predict: BrushingTeeth
id: 0062, acc: 12.90, label: ApplyLipstick, predict: BrushingTeeth
id: 0062, acc: 0.00, label: , predict: BlowDryHair
id: 0062, acc: 54.84, label: , predict: BrushingTeeth
id: 0063, acc: 12.70, label: ApplyLipstick, predict: BrushingTeeth
id: 0063, acc: 0.00, label: , predict: BlowDryHair
id: 0063, acc: 53.97, label: , predict: BrushingTeeth
id: 0064, acc: 12.50, label: ApplyLipstick, predict: ShavingBeard
id: 0064, acc: 0.00, label: , predict: PizzaTossing
id: 0064, acc: 53.12, label: , predict: ShavingBeard
id: 0065, acc: 12.31, label: ApplyLipstick, predict: BlowDryHair
id: 0065, acc: 0.00, label: , predict: PizzaTossing
id: 0065, acc: 52.31, label: , predict: ShavingBeard
id: 0066, acc: 12.12, label: ApplyLipstick, predict: BrushingTeeth
id: 0066, acc: 0.00, label: , predict: PizzaTossing
id: 0066, acc: 51.52, label: , predict: BrushingTeeth
id: 0067, acc: 11.94, label: ApplyLipstick, predict: BrushingTeeth
id: 0067, acc: 0.00, label: , predict: BlowDryHair
id: 0067, acc: 50.75, label: , predict: BrushingTeeth
id: 0068, acc: 11.76, label: ApplyLipstick, predict: BrushingTeeth
id: 0068, acc: 0.00, label: , predict: BlowDryHair
id: 0068, acc: 50.00, label: , predict: BrushingTeeth
id: 0069, acc: 11.59, label: ApplyLipstick, predict: BlowDryHair
id: 0069, acc: 0.00, label: , predict: BlowDryHair
id: 0069, acc: 49.28, label: , predict: BrushingTeeth
id: 0070, acc: 11.43, label: ApplyLipstick, predict: BlowDryHair
id: 0070, acc: 0.00, label: , predict: BlowDryHair
id: 0070, acc: 48.57, label: , predict: BrushingTeeth
id: 0071, acc: 11.27, label: ApplyLipstick, predict: BrushingTeeth
id: 0071, acc: 0.00, label: , predict: BlowDryHair
id: 0071, acc: 47.89, label: , predict: BrushingTeeth
id: 0072, acc: 11.11, label: ApplyLipstick, predict: BrushingTeeth
id: 0072, acc: 0.00, label: , predict: BlowDryHair
id: 0072, acc: 47.22, label: , predict: BrushingTeeth
id: 0073, acc: 10.96, label: ApplyLipstick, predict: ShavingBeard
id: 0073, acc: 0.00, label: , predict: ShavingBeard
id: 0073, acc: 46.58, label: , predict: BrushingTeeth
id: 0074, acc: 10.81, label: ApplyLipstick, predict: ShavingBeard
id: 0074, acc: 0.00, label: , predict: BrushingTeeth
id: 0074, acc: 45.95, label: , predict: BrushingTeeth
id: 0075, acc: 10.67, label: ApplyLipstick, predict: ShavingBeard
id: 0075, acc: 0.00, label: , predict: ShavingBeard
id: 0075, acc: 45.33, label: , predict: BrushingTeeth
id: 0076, acc: 10.53, label: ApplyLipstick, predict: BrushingTeeth
id: 0076, acc: 0.00, label: , predict: BrushingTeeth
id: 0076, acc: 44.74, label: , predict: BrushingTeeth
id: 0077, acc: 10.39, label: Archery, predict: BoxingPunchingBag
id: 0077, acc: 0.00, label: , predict: PoleVault
id: 0077, acc: 45.45, label: , predict: Archery
id: 0078, acc: 10.26, label: Archery, predict: Swing
id: 0078, acc: 0.00, label: , predict: Nunchucks
id: 0078, acc: 46.15, label: , predict: Archery
id: 0079, acc: 11.39, label: Archery, predict: Archery
id: 0079, acc: 0.00, label: , predict: JugglingBalls
id: 0079, acc: 46.84, label: , predict: Archery
id: 0080, acc: 12.50, label: Archery, predict: Archery
id: 0080, acc: 0.00, label: , predict: JugglingBalls
id: 0080, acc: 47.50, label: , predict: Archery
id: 0081, acc: 12.35, label: Archery, predict: Nunchucks
id: 0081, acc: 0.00, label: , predict: PoleVault
id: 0081, acc: 46.91, label: , predict: Nunchucks
id: 0082, acc: 12.20, label: Archery, predict: Nunchucks
id: 0082, acc: 0.00, label: , predict: PoleVault
id: 0082, acc: 46.34, label: , predict: Nunchucks
id: 0083, acc: 12.05, label: Archery, predict: Diving
id: 0083, acc: 0.00, label: , predict: Diving
id: 0083, acc: 46.99, label: , predict: Archery
id: 0084, acc: 13.10, label: Archery, predict: Archery
id: 0084, acc: 0.00, label: , predict: BandMarching
id: 0084, acc: 47.62, label: , predict: Archery
id: 0085, acc: 12.94, label: Archery, predict: Swing
id: 0085, acc: 0.00, label: , predict: BandMarching
id: 0085, acc: 48.24, label: , predict: Archery
id: 0086, acc: 12.79, label: Archery, predict: Swing
id: 0086, acc: 0.00, label: , predict: BandMarching
id: 0086, acc: 48.84, label: , predict: Archery
id: 0087, acc: 12.64, label: Archery, predict: Swing
id: 0087, acc: 0.00, label: , predict: BandMarching
id: 0087, acc: 49.43, label: , predict: Archery
id: 0088, acc: 12.50, label: Archery, predict: Swing
id: 0088, acc: 0.00, label: , predict: BandMarching
id: 0088, acc: 50.00, label: , predict: Archery
id: 0089, acc: 12.36, label: Archery, predict: Swing
id: 0089, acc: 0.00, label: , predict: BandMarching
id: 0089, acc: 50.56, label: , predict: Archery
id: 0090, acc: 12.22, label: Archery, predict: Swing
id: 0090, acc: 0.00, label: , predict: BandMarching
id: 0090, acc: 51.11, label: , predict: Archery
id: 0091, acc: 12.09, label: Archery, predict: BaseballPitch
id: 0091, acc: 0.00, label: , predict: Swing
id: 0091, acc: 50.55, label: , predict: GolfSwing
id: 0092, acc: 13.04, label: Archery, predict: Archery
id: 0092, acc: 0.00, label: , predict: PoleVault
id: 0092, acc: 51.09, label: , predict: Archery
id: 0093, acc: 12.90, label: Archery, predict: Nunchucks
id: 0093, acc: 0.00, label: , predict: BandMarching
id: 0093, acc: 50.54, label: , predict: SalsaSpin
id: 0094, acc: 12.77, label: Archery, predict: Nunchucks
id: 0094, acc: 0.00, label: , predict: PoleVault
id: 0094, acc: 50.00, label: , predict: Nunchucks
id: 0095, acc: 12.63, label: Archery, predict: BlowDryHair
id: 0095, acc: 0.00, label: , predict: BandMarching
id: 0095, acc: 50.53, label: , predict: Archery
id: 0096, acc: 13.54, label: Archery, predict: Archery
id: 0096, acc: 0.00, label: , predict: JugglingBalls
id: 0096, acc: 51.04, label: , predict: Archery
id: 0097, acc: 14.43, label: Archery, predict: Archery
id: 0097, acc: 0.00, label: , predict: JugglingBalls
id: 0097, acc: 51.55, label: , predict: Archery
id: 0098, acc: 15.31, label: Archery, predict: Archery
id: 0098, acc: 0.00, label: , predict: JugglingBalls
id: 0098, acc: 52.04, label: , predict: Archery
id: 0099, acc: 16.16, label: Archery, predict: Archery
id: 0099, acc: 0.00, label: , predict: JugglingBalls
id: 0099, acc: 52.53, label: , predict: Archery
id: 0100, acc: 17.00, label: Archery, predict: Archery
id: 0100, acc: 0.00, label: , predict: JugglingBalls
id: 0100, acc: 53.00, label: , predict: Archery
id: 0101, acc: 16.83, label: Archery, predict: PoleVault
id: 0101, acc: 0.00, label: , predict: LongJump
id: 0101, acc: 53.47, label: , predict: Archery
id: 0102, acc: 16.67, label: Archery, predict: JugglingBalls
id: 0102, acc: 0.00, label: , predict: PoleVault
id: 0102, acc: 52.94, label: , predict: JugglingBalls
id: 0103, acc: 16.50, label: Archery, predict: PizzaTossing
id: 0103, acc: 0.00, label: , predict: BandMarching
id: 0103, acc: 52.43, label: , predict: JugglingBalls
id: 0104, acc: 16.35, label: Archery, predict: Drumming
id: 0104, acc: 0.00, label: , predict: SoccerJuggling
id: 0104, acc: 52.88, label: , predict: Archery
id: 0105, acc: 16.19, label: Archery, predict: Swing
id: 0105, acc: 0.00, label: , predict: Swing
id: 0105, acc: 53.33, label: , predict: Archery
id: 0106, acc: 16.04, label: Archery, predict: SalsaSpin
id: 0106, acc: 0.00, label: , predict: JugglingBalls
id: 0106, acc: 52.83, label: , predict: UnevenBars
id: 0107, acc: 15.89, label: Archery, predict: SalsaSpin
id: 0107, acc: 0.00, label: , predict: JugglingBalls
id: 0107, acc: 52.34, label: , predict: YoYo
id: 0108, acc: 15.74, label: Archery, predict: SalsaSpin
id: 0108, acc: 0.00, label: , predict: JugglingBalls
id: 0108, acc: 51.85, label: , predict: YoYo
id: 0109, acc: 15.60, label: Archery, predict: YoYo
id: 0109, acc: 0.00, label: , predict: Hammering
id: 0109, acc: 51.38, label: , predict: YoYo
id: 0110, acc: 15.45, label: Archery, predict: YoYo
id: 0110, acc: 0.00, label: , predict: JugglingBalls
id: 0110, acc: 50.91, label: , predict: YoYo
id: 0111, acc: 15.32, label: Archery, predict: SalsaSpin
id: 0111, acc: 0.00, label: , predict: JugglingBalls
id: 0111, acc: 50.45, label: , predict: YoYo
id: 0112, acc: 15.18, label: Archery, predict: BlowDryHair
id: 0112, acc: 0.00, label: , predict: LongJump
id: 0112, acc: 50.89, label: , predict: Archery
id: 0113, acc: 15.04, label: Archery, predict: BlowDryHair
id: 0113, acc: 0.00, label: , predict: BlowDryHair
id: 0113, acc: 51.33, label: , predict: Archery
id: 0114, acc: 14.91, label: Archery, predict: BlowDryHair
id: 0114, acc: 0.00, label: , predict: PoleVault
id: 0114, acc: 51.75, label: , predict: Archery
id: 0115, acc: 14.78, label: Archery, predict: BlowDryHair
id: 0115, acc: 0.00, label: , predict: BandMarching
id: 0115, acc: 52.17, label: , predict: Archery
id: 0116, acc: 14.66, label: Archery, predict: BlowDryHair
id: 0116, acc: 0.00, label: , predict: BandMarching
id: 0116, acc: 51.72, label: , predict: BlowDryHair
id: 0117, acc: 14.53, label: Archery, predict: BlowDryHair
id: 0117, acc: 0.00, label: , predict: BlowDryHair
id: 0117, acc: 51.28, label: , predict: PlayingViolin
id: 0118, acc: 14.41, label: BabyCrawling, predict: RockClimbingIndoor
id: 0118, acc: 0.00, label: , predict: RockClimbingIndoor
id: 0118, acc: 50.85, label: , predict: RockClimbingIndoor
id: 0119, acc: 14.29, label: BabyCrawling, predict: RockClimbingIndoor
id: 0119, acc: 0.00, label: , predict: LongJump
id: 0119, acc: 50.42, label: , predict: RockClimbingIndoor
id: 0120, acc: 14.17, label: BabyCrawling, predict: RockClimbingIndoor
id: 0120, acc: 0.00, label: , predict: LongJump
id: 0120, acc: 50.00, label: , predict: RockClimbingIndoor
id: 0121, acc: 14.05, label: BabyCrawling, predict: BrushingTeeth
id: 0121, acc: 0.00, label: , predict: PizzaTossing
id: 0121, acc: 49.59, label: , predict: PlayingGuitar
id: 0122, acc: 14.75, label: BabyCrawling, predict: BabyCrawling
id: 0122, acc: 0.00, label: , predict: HighJump
id: 0122, acc: 50.00, label: , predict: BabyCrawling
id: 0123, acc: 14.63, label: BabyCrawling, predict: Swing
id: 0123, acc: 0.00, label: , predict: Swing
id: 0123, acc: 50.41, label: , predict: BabyCrawling
id: 0124, acc: 15.32, label: BabyCrawling, predict: BabyCrawling
id: 0124, acc: 0.00, label: , predict: Swing
id: 0124, acc: 50.81, label: , predict: BabyCrawling
id: 0125, acc: 16.00, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 0.00, label: , predict: JugglingBalls
id: 0125, acc: 51.20, label: , predict: BabyCrawling
id: 0126, acc: 15.87, label: BabyCrawling, predict: Swing
id: 0126, acc: 0.00, label: , predict: Swing
id: 0126, acc: 51.59, label: , predict: BabyCrawling
id: 0127, acc: 16.54, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 0.00, label: , predict: Swing
id: 0127, acc: 51.97, label: , predict: BabyCrawling
id: 0128, acc: 16.41, label: BabyCrawling, predict: Swing
id: 0128, acc: 0.00, label: , predict: Swing
id: 0128, acc: 51.56, label: , predict: Rafting
id: 0129, acc: 16.28, label: BabyCrawling, predict: Swing
id: 0129, acc: 0.00, label: , predict: LongJump
id: 0129, acc: 51.16, label: , predict: Rafting
id: 0130, acc: 16.15, label: BabyCrawling, predict: RockClimbingIndoor
id: 0130, acc: 0.00, label: , predict: RockClimbingIndoor
id: 0130, acc: 50.77, label: , predict: RockClimbingIndoor
id: 0131, acc: 16.03, label: BabyCrawling, predict: PoleVault
id: 0131, acc: 0.00, label: , predict: PoleVault
id: 0131, acc: 50.38, label: , predict: Rafting
id: 0132, acc: 16.67, label: BabyCrawling, predict: BabyCrawling
id: 0132, acc: 0.00, label: , predict: BoxingPunchingBag
id: 0132, acc: 50.76, label: , predict: BabyCrawling
id: 0133, acc: 17.29, label: BabyCrawling, predict: BabyCrawling
id: 0133, acc: 0.00, label: , predict: FrisbeeCatch
id: 0133, acc: 51.13, label: , predict: BabyCrawling
id: 0134, acc: 17.91, label: BabyCrawling, predict: BabyCrawling
id: 0134, acc: 0.00, label: , predict: JugglingBalls
id: 0134, acc: 51.49, label: , predict: BabyCrawling
id: 0135, acc: 17.78, label: BabyCrawling, predict: JugglingBalls
id: 0135, acc: 0.00, label: , predict: JugglingBalls
id: 0135, acc: 51.11, label: , predict: JugglingBalls
id: 0136, acc: 17.65, label: BabyCrawling, predict: BandMarching
id: 0136, acc: 0.00, label: , predict: BandMarching
id: 0136, acc: 51.47, label: , predict: BabyCrawling
id: 0137, acc: 18.25, label: BabyCrawling, predict: BabyCrawling
id: 0137, acc: 0.00, label: , predict: FrisbeeCatch
id: 0137, acc: 51.82, label: , predict: BabyCrawling
id: 0138, acc: 18.12, label: BabyCrawling, predict: SumoWrestling
id: 0138, acc: 0.00, label: , predict: FrisbeeCatch
id: 0138, acc: 52.17, label: , predict: BabyCrawling
id: 0139, acc: 18.71, label: BabyCrawling, predict: BabyCrawling
id: 0139, acc: 0.00, label: , predict: YoYo
id: 0139, acc: 52.52, label: , predict: BabyCrawling
id: 0140, acc: 19.29, label: BabyCrawling, predict: BabyCrawling
id: 0140, acc: 0.00, label: , predict: BandMarching
id: 0140, acc: 52.86, label: , predict: BabyCrawling
id: 0141, acc: 19.15, label: BabyCrawling, predict: Swing
id: 0141, acc: 0.00, label: , predict: Swing
id: 0141, acc: 53.19, label: , predict: BabyCrawling
id: 0142, acc: 19.01, label: BabyCrawling, predict: Swing
id: 0142, acc: 0.00, label: , predict: Swing
id: 0142, acc: 52.82, label: , predict: PizzaTossing
id: 0143, acc: 18.88, label: BabyCrawling, predict: Swing
id: 0143, acc: 0.00, label: , predict: Swing
id: 0143, acc: 52.45, label: , predict: BandMarching
id: 0144, acc: 18.75, label: BabyCrawling, predict: BandMarching
id: 0144, acc: 0.00, label: , predict: BandMarching
id: 0144, acc: 52.08, label: , predict: BandMarching
id: 0145, acc: 18.62, label: BabyCrawling, predict: Swing
id: 0145, acc: 0.00, label: , predict: Swing
id: 0145, acc: 51.72, label: , predict: HeadMassage
id: 0146, acc: 18.49, label: BabyCrawling, predict: Swing
id: 0146, acc: 0.00, label: , predict: Swing
id: 0146, acc: 51.37, label: , predict: Swing
id: 0147, acc: 18.37, label: BabyCrawling, predict: MilitaryParade
id: 0147, acc: 0.00, label: , predict: LongJump
id: 0147, acc: 51.70, label: , predict: BabyCrawling
id: 0148, acc: 18.24, label: BabyCrawling, predict: Rafting
id: 0148, acc: 0.00, label: , predict: BasketballDunk
id: 0148, acc: 51.35, label: , predict: Rafting
id: 0149, acc: 18.79, label: BabyCrawling, predict: BabyCrawling
id: 0149, acc: 0.00, label: , predict: LongJump
id: 0149, acc: 51.68, label: , predict: BabyCrawling
id: 0150, acc: 18.67, label: BabyCrawling, predict: SumoWrestling
id: 0150, acc: 0.00, label: , predict: LongJump
id: 0150, acc: 52.00, label: , predict: BabyCrawling
id: 0151, acc: 18.54, label: BabyCrawling, predict: Rafting
id: 0151, acc: 0.00, label: , predict: SumoWrestling
id: 0151, acc: 51.66, label: , predict: Rafting
id: 0152, acc: 18.42, label: BabyCrawling, predict: BrushingTeeth
id: 0152, acc: 0.00, label: , predict: LongJump
id: 0152, acc: 51.97, label: , predict: BabyCrawling
id: 0153, acc: 18.30, label: BalanceBeam, predict: JugglingBalls
id: 0153, acc: 0.00, label: , predict: PizzaTossing
id: 0153, acc: 51.63, label: , predict: ParallelBars
id: 0154, acc: 18.18, label: BalanceBeam, predict: TableTennisShot
id: 0154, acc: 0.00, label: , predict: BandMarching
id: 0154, acc: 51.95, label: , predict: BalanceBeam
id: 0155, acc: 18.06, label: BalanceBeam, predict: ParallelBars
