Framing

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: WallPushups
id: 0055, acc: 94.55, label: ApplyLipstick, predict: ApplyLipstick
id: 0056, acc: 92.86, label: ApplyLipstick, predict: BrushingTeeth
id: 0057, acc: 91.23, label: ApplyLipstick, predict: BrushingTeeth
id: 0058, acc: 91.38, label: ApplyLipstick, predict: ApplyLipstick
id: 0059, acc: 91.53, label: ApplyLipstick, predict: ApplyLipstick
id: 0060, acc: 91.67, label: ApplyLipstick, predict: ApplyLipstick
id: 0061, acc: 91.80, label: ApplyLipstick, predict: ApplyLipstick
id: 0062, acc: 91.94, label: ApplyLipstick, predict: ApplyLipstick
id: 0063, acc: 92.06, label: ApplyLipstick, predict: ApplyLipstick
id: 0064, acc: 92.19, label: ApplyLipstick, predict: ApplyLipstick
id: 0065, acc: 92.31, label: ApplyLipstick, predict: ApplyLipstick
id: 0066, acc: 90.91, label: ApplyLipstick, predict: BrushingTeeth
id: 0067, acc: 89.55, label: ApplyLipstick, predict: BrushingTeeth
id: 0068, acc: 89.71, label: ApplyLipstick, predict: ApplyLipstick
id: 0069, acc: 89.86, label: ApplyLipstick, predict: ApplyLipstick
id: 0070, acc: 90.00, label: ApplyLipstick, predict: ApplyLipstick
id: 0071, acc: 90.14, label: ApplyLipstick, predict: ApplyLipstick
id: 0072, acc: 90.28, label: ApplyLipstick, predict: ApplyLipstick
id: 0073, acc: 90.41, label: ApplyLipstick, predict: ApplyLipstick
id: 0074, acc: 90.54, label: ApplyLipstick, predict: ApplyLipstick
id: 0075, acc: 89.33, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0076, acc: 89.47, label: ApplyLipstick, predict: ApplyLipstick
id: 0077, acc: 88.31, label: Archery, predict: Hammering
id: 0078, acc: 88.46, label: Archery, predict: Archery
id: 0079, acc: 88.61, label: Archery, predict: Archery
id: 0080, acc: 88.75, label: Archery, predict: Archery
id: 0081, acc: 87.65, label: Archery, predict: HulaHoop
id: 0082, acc: 86.59, label: Archery, predict: HulaHoop
id: 0083, acc: 85.54, label: Archery, predict: Hammering
id: 0084, acc: 84.52, label: Archery, predict: Fencing
id: 0085, acc: 83.53, label: Archery, predict: HulaHoop
id: 0086, acc: 82.56, label: Archery, predict: MoppingFloor
id: 0087, acc: 81.61, label: Archery, predict: Fencing
id: 0088, acc: 80.68, label: Archery, predict: MoppingFloor
id: 0089, acc: 79.78, label: Archery, predict: RopeClimbing
id: 0090, acc: 78.89, label: Archery, predict: MoppingFloor
id: 0091, acc: 78.02, label: Archery, predict: GolfSwing
id: 0092, acc: 78.26, label: Archery, predict: Archery
id: 0093, acc: 77.42, label: Archery, predict: VolleyballSpiking
id: 0094, acc: 76.60, label: Archery, predict: RopeClimbing
id: 0095, acc: 75.79, label: Archery, predict: RopeClimbing
id: 0096, acc: 76.04, label: Archery, predict: Archery
id: 0097, acc: 76.29, label: Archery, predict: Archery
id: 0098, acc: 75.51, label: Archery, predict: YoYo
id: 0099, acc: 74.75, label: Archery, predict: YoYo
id: 0100, acc: 74.00, label: Archery, predict: YoYo
id: 0101, acc: 74.26, label: Archery, predict: Archery
id: 0102, acc: 73.53, label: Archery, predict: WritingOnBoard
id: 0103, acc: 72.82, label: Archery, predict: WritingOnBoard
id: 0104, acc: 73.08, label: Archery, predict: Archery
id: 0105, acc: 73.33, label: Archery, predict: Archery
id: 0106, acc: 72.64, label: Archery, predict: UnevenBars
id: 0107, acc: 71.96, label: Archery, predict: Haircut
id: 0108, acc: 71.30, label: Archery, predict: UnevenBars
id: 0109, acc: 70.64, label: Archery, predict: Haircut
id: 0110, acc: 70.00, label: Archery, predict: Haircut
id: 0111, acc: 69.37, label: Archery, predict: UnevenBars
id: 0112, acc: 69.64, label: Archery, predict: Archery
id: 0113, acc: 69.91, label: Archery, predict: Archery
id: 0114, acc: 70.18, label: Archery, predict: Archery
id: 0115, acc: 70.43, label: Archery, predict: Archery
id: 0116, acc: 70.69, label: Archery, predict: Archery
id: 0117, acc: 70.94, label: Archery, predict: Archery
id: 0118, acc: 71.19, label: BabyCrawling, predict: BabyCrawling
id: 0119, acc: 71.43, label: BabyCrawling, predict: BabyCrawling
id: 0120, acc: 70.83, label: BabyCrawling, predict: PlayingDaf
id: 0121, acc: 70.25, label: BabyCrawling, predict: PushUps
id: 0122, acc: 70.49, label: BabyCrawling, predict: BabyCrawling
id: 0123, acc: 70.73, label: BabyCrawling, predict: BabyCrawling
id: 0124, acc: 70.97, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 71.20, label: BabyCrawling, predict: BabyCrawling
id: 0126, acc: 71.43, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 71.65, label: BabyCrawling, predict: BabyCrawling
id: 0128, acc: 71.88, label: BabyCrawling, predict: BabyCrawling
id: 0129, acc: 71.32, label: BabyCrawling, predict: HorseRace
id: 0130, acc: 70.77, label: BabyCrawling, predict: RockClimbingIndoor
id: 0131, acc: 70.99, label: BabyCrawling, predict: BabyCrawling
id: 0132, acc: 71.21, label: BabyCrawling, predict: BabyCrawling
id: 0133, acc: 71.43, label: BabyCrawling, predict: BabyCrawling
id: 0134, acc: 71.64, label: BabyCrawling, predict: BabyCrawling
id: 0135, acc: 71.85, label: BabyCrawling, predict: BabyCrawling
id: 0136, acc: 72.06, label: BabyCrawling, predict: BabyCrawling
id: 0137, acc: 71.53, label: BabyCrawling, predict: PushUps
id: 0138, acc: 71.01, label: BabyCrawling, predict: PushUps
id: 0139, acc: 70.50, label: BabyCrawling, predict: PushUps
id: 0140, acc: 70.71, label: BabyCrawling, predict: BabyCrawling
id: 0141, acc: 70.21, label: BabyCrawling, predict: PushUps
id: 0142, acc: 69.72, label: BabyCrawling, predict: Bowling
id: 0143, acc: 69.93, label: BabyCrawling, predict: BabyCrawling
id: 0144, acc: 70.14, label: BabyCrawling, predict: BabyCrawling
id: 0145, acc: 69.66, label: BabyCrawling, predict: BlowDryHair
id: 0146, acc: 69.18, label: BabyCrawling, predict: CuttingInKitchen
id: 0147, acc: 69.39, label: BabyCrawling, predict: BabyCrawling
id: 0148, acc: 68.92, label: BabyCrawling, predict: HulaHoop
id: 0149, acc: 69.13, label: BabyCrawling, predict: BabyCrawling
id: 0150, acc: 69.33, label: BabyCrawling, predict: BabyCrawling
id: 0151, acc: 68.87, label: BabyCrawling, predict: CuttingInKitchen
id: 0152, acc: 69.08, label: BabyCrawling, predict: BabyCrawling
id: 0153, acc: 68.63, label: BalanceBeam, predict: ParallelBars
id: 0154, acc: 68.18, label: BalanceBeam, predict: ParallelBars
id: 0155, acc: 67.74, label: BalanceBeam, predict: VolleyballSpiking
id: 0156, acc: 67.95, label: BalanceBeam, predict: BalanceBeam
id: 0157, acc: 68.15, label: BalanceBeam, predict: BalanceBeam
id: 0158, acc: 68.35, label: BalanceBeam, predict: BalanceBeam
id: 0159, acc: 68.55, label: BalanceBeam, predict: BalanceBeam
id: 0160, acc: 68.75, label: BalanceBeam, predict: BalanceBeam
id: 0161, acc: 68.94, label: BalanceBeam, predict: BalanceBeam
id: 0162, acc: 69.14, label: BalanceBeam, predict: BalanceBeam
id: 0163, acc: 69.33, label: BalanceBeam, predict: BalanceBeam
id: 0164, acc: 69.51, label: BalanceBeam, predict: BalanceBeam
id: 0165, acc: 69.70, label: BalanceBeam, predict: BalanceBeam
id: 0166, acc: 69.28, label: BalanceBeam, predict: JavelinThrow
id: 0167, acc: 68.86, label: BalanceBeam, predict: FloorGymnastics
id: 0168, acc: 68.45, label: BalanceBeam, predict: FloorGymnastics
id: 0169, acc: 68.05, label: BalanceBeam, predict: UnevenBars
id: 0170, acc: 68.24, label: BalanceBeam, predict: BalanceBeam
id: 0171, acc: 68.42, label: BalanceBeam, predict: BalanceBeam
id: 0172, acc: 68.60, label: BalanceBeam, predict: BalanceBeam
id: 0173, acc: 68.79, label: BalanceBeam, predict: BalanceBeam
id: 0174, acc: 68.97, label: BalanceBeam, predict: BalanceBeam
id: 0175, acc: 69.14, label: BalanceBeam, predict: BalanceBeam
id: 0176, acc: 69.32, label: BalanceBeam, predict: BalanceBeam
id: 0177, acc: 69.49, label: BalanceBeam, predict: BalanceBeam
id: 0178, acc: 69.66, label: BalanceBeam, predict: BalanceBeam
id: 0179, acc: 69.83, label: BalanceBeam, predict: BalanceBeam
id: 0180, acc: 70.00, label: BalanceBeam, predict: BalanceBeam
id: 0181, acc: 70.17, label: BalanceBeam, predict: BalanceBeam
id: 0182, acc: 70.33, label: BalanceBeam, predict: BalanceBeam
id: 0183, acc: 69.95, label: BalanceBeam, predict: UnevenBars
id: 0184, acc: 70.11, label: BandMarching, predict: BandMarching
id: 0185, acc: 70.27, label: BandMarching, predict: BandMarching
id: 0186, acc: 70.43, label: BandMarching, predict: BandMarching
id: 0187, acc: 70.05, label: BandMarching, predict: MilitaryParade
id: 0188, acc: 69.68, label: BandMarching, predict: FloorGymnastics
id: 0189, acc: 69.31, label: BandMarching, predict: FloorGymnastics
id: 0190, acc: 69.47, label: BandMarching, predict: BandMarching
id: 0191, acc: 69.11, label: BandMarching, predict: MilitaryParade
id: 0192, acc: 69.27, label: BandMarching, predict: BandMarching
id: 0193, acc: 69.43, label: BandMarching, predict: BandMarching
id: 0194, acc: 69.59, label: BandMarching, predict: BandMarching
id: 0195, acc: 69.74, label: BandMarching, predict: BandMarching
id: 0196, acc: 69.39, label: BandMarching, predict: Biking
id: 0197, acc: 69.54, label: BandMarching, predict: BandMarching
id: 0198, acc: 69.19, label: BandMarching, predict: HammerThrow
id: 0199, acc: 68.84, label: BandMarching, predict: MilitaryParade
id: 0200, acc: 68.50, label: BandMarching, predict: MilitaryParade
id: 0201, acc: 68.16, label: BandMarching, predict: MilitaryParade
id: 0202, acc: 67.82, label: BandMarching, predict: MilitaryParade
id: 0203, acc: 67.98, label: BandMarching, predict: BandMarching
id: 0204, acc: 68.14, label: BandMarching, predict: BandMarching
id: 0205, acc: 67.80, label: BandMarching, predict: HulaHoop
id: 0206, acc: 67.96, label: BandMarching, predict: BandMarching
id: 0207, acc: 68.12, label: BandMarching, predict: BandMarching
id: 0208, acc: 68.27, label: BandMarching, predict: BandMarching
id: 0209, acc: 67.94, label: BandMarching, predict: MilitaryParade
id: 0210, acc: 68.10, label: BandMarching, predict: BandMarching
id: 0211, acc: 67.77, label: BandMarching, predict: Punch
id: 0212, acc: 67.45, label: BandMarching, predict: MilitaryParade
id: 0213, acc: 67.61, label: BandMarching, predict: BandMarching
id: 0214, acc: 67.76, label: BandMarching, predict: BandMarching
id: 0215, acc: 67.91, label: BandMarching, predict: BandMarching
id: 0216, acc: 68.06, label: BandMarching, predict: BandMarching
id: 0217, acc: 67.74, label: BandMarching, predict: MilitaryParade
id: 0218, acc: 67.43, label: BandMarching, predict: MilitaryParade
id: 0219, acc: 67.12, label: BandMarching, predict: RopeClimbing
id: 0220, acc: 66.82, label: BandMarching, predict: BenchPress
id: 0221, acc: 66.52, label: BandMarching, predict: Punch
id: 0222, acc: 66.67, label: BandMarching, predict: BandMarching
id: 0223, acc: 66.82, label: BandMarching, predict: BandMarching
id: 0224, acc: 66.96, label: BandMarching, predict: BandMarching
id: 0225, acc: 67.11, label: BandMarching, predict: BandMarching
id: 0226, acc: 67.26, label: BandMarching, predict: BandMarching
id: 0227, acc: 66.96, label: BaseballPitch, predict: ThrowDiscus
id: 0228, acc: 66.67, label: BaseballPitch, predict: SoccerJuggling
id: 0229, acc: 66.38, label: BaseballPitch, predict: ThrowDiscus
id: 0230, acc: 66.09, label: BaseballPitch, predict: ThrowDiscus
id: 0231, acc: 65.80, label: BaseballPitch, predict: ThrowDiscus
id: 0232, acc: 65.52, label: BaseballPitch, predict: ThrowDiscus
id: 0233, acc: 65.67, label: BaseballPitch, predict: BaseballPitch
id: 0234, acc: 65.38, label: BaseballPitch, predict: JavelinThrow
id: 0235, acc: 65.53, label: BaseballPitch, predict: BaseballPitch
id: 0236, acc: 65.68, label: BaseballPitch, predict: BaseballPitch
id: 0237, acc: 65.40, label: BaseballPitch, predict: Fencing
id: 0238, acc: 65.13, label: BaseballPitch, predict: BabyCrawling
id: 0239, acc: 64.85, label: BaseballPitch, predict: BabyCrawling
id: 0240, acc: 65.00, label: BaseballPitch, predict: BaseballPitch
id: 0241, acc: 65.15, label: BaseballPitch, predict: BaseballPitch
id: 0242, acc: 65.29, label: BaseballPitch, predict: BaseballPitch
id: 0243, acc: 65.43, label: BaseballPitch, predict: BaseballPitch
id: 0244, acc: 65.57, label: BaseballPitch, predict: BaseballPitch
id: 0245, acc: 65.31, label: BaseballPitch, predict: CricketBowling
id: 0246, acc: 65.45, label: BaseballPitch, predict: BaseballPitch
id: 0247, acc: 65.18, label: BaseballPitch, predict: CricketBowling
id: 0248, acc: 65.32, label: BaseballPitch, predict: BaseballPitch
id: 0249, acc: 65.46, label: BaseballPitch, predict: BaseballPitch
id: 0250, acc: 65.60, label: BaseballPitch, predict: BaseballPitch
id: 0251, acc: 65.74, label: BaseballPitch, predict: BaseballPitch
id: 0252, acc: 65.87, label: BaseballPitch, predict: BaseballPitch
id: 0253, acc: 66.01, label: BaseballPitch, predict: BaseballPitch
id: 0254, acc: 66.14, label: BaseballPitch, predict: BaseballPitch
id: 0255, acc: 66.27, label: BaseballPitch, predict: BaseballPitch
id: 0256, acc: 66.41, label: BaseballPitch, predict: BaseballPitch
id: 0257, acc: 66.54, label: BaseballPitch, predict: BaseballPitch
id: 0258, acc: 66.67, label: BaseballPitch, predict: BaseballPitch
id: 0259, acc: 66.80, label: BaseballPitch, predict: BaseballPitch
id: 0260, acc: 66.92, label: BaseballPitch, predict: BaseballPitch
id: 0261, acc: 67.05, label: BaseballPitch, predict: BaseballPitch
id: 0262, acc: 67.18, label: BaseballPitch, predict: BaseballPitch
id: 0263, acc: 67.30, label: BaseballPitch, predict: BaseballPitch
id: 0264, acc: 67.42, label: BaseballPitch, predict: BaseballPitch
id: 0265, acc: 67.55, label: BaseballPitch, predict: BaseballPitch
id: 0266, acc: 67.67, label: BaseballPitch, predict: BaseballPitch
id: 0267, acc: 67.79, label: BaseballPitch, predict: BaseballPitch
id: 0268, acc: 67.91, label: BaseballPitch, predict: BaseballPitch
id: 0269, acc: 68.03, label: BaseballPitch, predict: BaseballPitch
id: 0270, acc: 67.78, label: Basketball, predict: TennisSwing
id: 0271, acc: 67.53, label: Basketball, predict: TennisSwing
id: 0272, acc: 67.28, label: Basketball, predict: TennisSwing
id: 0273, acc: 67.03, label: Basketball, predict: TennisSwing
id: 0274, acc: 66.79, label: Basketball, predict: TennisSwing
id: 0275, acc: 66.55, label: Basketball, predict: TennisSwing
id: 0276, acc: 66.30, label: Basketball, predict: VolleyballSpiking
id: 0277, acc: 66.06, label: Basketball, predict: VolleyballSpiking
id: 0278, acc: 65.83, label: Basketball, predict: VolleyballSpiking
id: 0279, acc: 65.95, label: Basketball, predict: Basketball
id: 0280, acc: 65.71, label: Basketball, predict: VolleyballSpiking
id: 0281, acc: 65.48, label: Basketball, predict: VolleyballSpiking
id: 0282, acc: 65.25, label: Basketball, predict: VolleyballSpiking
id: 0283, acc: 65.37, label: Basketball, predict: Basketball
id: 0284, acc: 65.49, label: Basketball, predict: Basketball
id: 0285, acc: 65.61, label: Basketball, predict: Basketball
id: 0286, acc: 65.73, label: Basketball, predict: Basketball
id: 0287, acc: 65.51, label: Basketball, predict: SoccerJuggling
id: 0288, acc: 65.62, label: Basketball, predict: Basketball
id: 0289, acc: 65.74, label: Basketball, predict: Basketball
id: 0290, acc: 65.52, label: Basketball, predict: SkateBoarding
id: 0291, acc: 65.29, label: Basketball, predict: FieldHockeyPenalty
id: 0292, acc: 65.07, label: Basketball, predict: SkateBoarding
id: 0293, acc: 64.85, label: Basketball, predict: HandstandWalking
id: 0294, acc: 64.63, label: Basketball, predict: VolleyballSpiking
id: 0295, acc: 64.41, label: Basketball, predict: VolleyballSpiking
id: 0296, acc: 64.19, label: Basketball, predict: JavelinThrow
id: 0297, acc: 63.97, label: Basketball, predict: WritingOnBoard
id: 0298, acc: 63.76, label: Basketball, predict: WritingOnBoard
id: 0299, acc: 63.55, label: Basketball, predict: RopeClimbing
id: 0300, acc: 63.33, label: Basketball, predict: RopeClimbing
id: 0301, acc: 63.46, label: Basketball, predict: Basketball
id: 0302, acc: 63.58, label: Basketball, predict: Basketball
id: 0303, acc: 63.70, label: Basketball, predict: Basketball
id: 0304, acc: 63.82, label: Basketball, predict: Basketball
id: 0305, acc: 63.93, label: BasketballDunk, predict: BasketballDunk
id: 0306, acc: 64.05, label: BasketballDunk, predict: BasketballDunk
id: 0307, acc: 64.17, label: BasketballDunk, predict: BasketballDunk
id: 0308, acc: 64.29, label: BasketballDunk, predict: BasketballDunk
id: 0309, acc: 64.40, label: BasketballDunk, predict: BasketballDunk
id: 0310, acc: 64.52, label: BasketballDunk, predict: BasketballDunk
id: 0311, acc: 64.63, label: BasketballDunk, predict: BasketballDunk
id: 0312, acc: 64.74, label: BasketballDunk, predict: BasketballDunk
id: 0313, acc: 64.86, label: BasketballDunk, predict: BasketballDunk
id: 0314, acc: 64.97, label: BasketballDunk, predict: BasketballDunk
id: 0315, acc: 65.08, label: BasketballDunk, predict: BasketballDunk
id: 0316, acc: 65.19, label: BasketballDunk, predict: BasketballDunk
id: 0317, acc: 65.30, label: BasketballDunk, predict: BasketballDunk
id: 0318, acc: 65.41, label: BasketballDunk, predict: BasketballDunk
id: 0319, acc: 65.52, label: BasketballDunk, predict: BasketballDunk
id: 0320, acc: 65.62, label: BasketballDunk, predict: BasketballDunk
id: 0321, acc: 65.73, label: BasketballDunk, predict: BasketballDunk
id: 0322, acc: 65.84, label: BasketballDunk, predict: BasketballDunk
id: 0323, acc: 65.94, label: BasketballDunk, predict: BasketballDunk
id: 0324, acc: 66.05, label: BasketballDunk, predict: BasketballDunk
id: 0325, acc: 66.15, label: BasketballDunk, predict: BasketballDunk
id: 0326, acc: 66.26, label: BasketballDunk, predict: BasketballDunk
id: 0327, acc: 66.36, label: BasketballDunk, predict: BasketballDunk
id: 0328, acc: 66.46, label: BasketballDunk, predict: BasketballDunk
id: 0329, acc: 66.57, label: BasketballDunk, predict: BasketballDunk
id: 0330, acc: 66.67, label: BasketballDunk, predict: BasketballDunk
id: 0331, acc: 66.77, label: BasketballDunk, predict: BasketballDunk
id: 0332, acc: 66.87, label: BasketballDunk, predict: BasketballDunk
id: 0333, acc: 66.97, label: BasketballDunk, predict: BasketballDunk
id: 0334, acc: 67.07, label: BasketballDunk, predict: BasketballDunk
id: 0335, acc: 67.16, label: BasketballDunk, predict: BasketballDunk
id: 0336, acc: 67.26, label: BasketballDunk, predict: BasketballDunk
id: 0337, acc: 67.36, label: BasketballDunk, predict: BasketballDunk
id: 0338, acc: 67.46, label: BasketballDunk, predict: BasketballDunk
id: 0339, acc: 67.55, label: BasketballDunk, predict: BasketballDunk
id: 0340, acc: 67.65, label: BasketballDunk, predict: BasketballDunk
id: 0341, acc: 67.74, label: BasketballDunk, predict: BasketballDunk
id: 0342, acc: 67.84, label: BenchPress, predict: BenchPress
id: 0343, acc: 67.93, label: BenchPress, predict: BenchPress
id: 0344, acc: 68.02, label: BenchPress, predict: BenchPress
id: 0345, acc: 68.12, label: BenchPress, predict: BenchPress
id: 0346, acc: 68.21, label: BenchPress, predict: BenchPress
id: 0347, acc: 68.30, label: BenchPress, predict: BenchPress
id: 0348, acc: 68.39, label: BenchPress, predict: BenchPress
id: 0349, acc: 68.48, label: BenchPress, predict: BenchPress
id: 0350, acc: 68.57, label: BenchPress, predict: BenchPress
id: 0351, acc: 68.66, label: BenchPress, predict: BenchPress
id: 0352, acc: 68.75, label: BenchPress, predict: BenchPress
id: 0353, acc: 68.84, label: BenchPress, predict: BenchPress
id: 0354, acc: 68.93, label: BenchPress, predict: BenchPress
id: 0355, acc: 69.01, label: BenchPress, predict: BenchPress
id: 0356, acc: 69.10, label: BenchPress, predict: BenchPress
id: 0357, acc: 69.19, label: BenchPress, predict: BenchPress
id: 0358, acc: 69.27, label: BenchPress, predict: BenchPress
id: 0359, acc: 69.36, label: BenchPress, predict: BenchPress
id: 0360, acc: 69.44, label: BenchPress, predict: BenchPress
id: 0361, acc: 69.53, label: BenchPress, predict: BenchPress
id: 0362, acc: 69.61, label: BenchPress, predict: BenchPress
id: 0363, acc: 69.70, label: BenchPress, predict: BenchPress
id: 0364, acc: 69.78, label: BenchPress, predict: BenchPress
id: 0365, acc: 69.86, label: BenchPress, predict: BenchPress
id: 0366, acc: 69.95, label: BenchPress, predict: BenchPress
id: 0367, acc: 70.03, label: BenchPress, predict: BenchPress
id: 0368, acc: 70.11, label: BenchPress, predict: BenchPress
id: 0369, acc: 70.19, label: BenchPress, predict: BenchPress
id: 0370, acc: 70.27, label: BenchPress, predict: BenchPress
id: 0371, acc: 70.35, label: BenchPress, predict: BenchPress
id: 0372, acc: 70.43, label: BenchPress, predict: BenchPress
id: 0373, acc: 70.51, label: BenchPress, predict: BenchPress
id: 0374, acc: 70.59, label: BenchPress, predict: BenchPress
id: 0375, acc: 70.67, label: BenchPress, predict: BenchPress
id: 0376, acc: 70.74, label: BenchPress, predict: BenchPress
id: 0377, acc: 70.82, label: BenchPress, predict: BenchPress
id: 0378, acc: 70.90, label: BenchPress, predict: BenchPress
id: 0379, acc: 70.71, label: BenchPress, predict: CleanAndJerk
id: 0380, acc: 70.79, label: BenchPress, predict: BenchPress
id: 0381, acc: 70.87, label: BenchPress, predict: BenchPress
id: 0382, acc: 70.94, label: BenchPress, predict: BenchPress
id: 0383, acc: 71.02, label: BenchPress, predict: BenchPress
id: 0384, acc: 71.09, label: BenchPress, predict: BenchPress
id: 0385, acc: 71.17, label: BenchPress, predict: BenchPress
id: 0386, acc: 71.24, label: BenchPress, predict: BenchPress
id: 0387, acc: 71.32, label: BenchPress, predict: BenchPress
id: 0388, acc: 71.39, label: BenchPress, predict: BenchPress
id: 0389, acc: 71.47, label: BenchPress, predict: BenchPress
id: 0390, acc: 71.54, label: Biking, predict: Biking
id: 0391, acc: 71.61, label: Biking, predict: Biking
id: 0392, acc: 71.43, label: Biking, predict: Rowing
id: 0393, acc: 71.50, label: Biking, predict: Biking
id: 0394, acc: 71.57, label: Biking, predict: Biking
id: 0395, acc: 71.65, label: Biking, predict: Biking
id: 0396, acc: 71.72, label: Biking, predict: Biking
id: 0397, acc: 71.79, label: Biking, predict: Biking
id: 0398, acc: 71.86, label: Biking, predict: Biking
id: 0399, acc: 71.68, label: Biking, predict: Skiing
id: 0400, acc: 71.75, label: Biking, predict: Biking
id: 0401, acc: 71.57, label: Biking, predict: SkateBoarding
id: 0402, acc: 71.39, label: Biking, predict: Surfing
id: 0403, acc: 71.46, label: Biking, predict: Biking
id: 0404, acc: 71.29, label: Biking, predict: Surfing
id: 0405, acc: 71.11, label: Biking, predict: Rowing
id: 0406, acc: 70.94, label: Biking, predict: SkateBoarding
id: 0407, acc: 71.01, label: Biking, predict: Biking
id: 0408, acc: 70.83, label: Biking, predict: WalkingWithDog
id: 0409, acc: 70.66, label: Biking, predict: WalkingWithDog
id: 0410, acc: 70.49, label: Biking, predict: Skijet
id: 0411, acc: 70.56, label: Biking, predict: Biking
id: 0412, acc: 70.63, label: Biking, predict: Biking
