One

One

id: 0001, acc: 0.00, label: ApplyEyeMakeup, predict: Haircut
id: 0044, acc: 45.45, label: ApplyEyeMakeup, predict: Haircut
id: 0045, acc: 44.44, label: ApplyLipstick, predict: Haircut
id: 0046, acc: 43.48, label: ApplyLipstick, predict: Haircut
id: 0047, acc: 42.55, label: ApplyLipstick, predict: ShavingBeard
id: 0048, acc: 41.67, label: ApplyLipstick, predict: ShavingBeard
id: 0049, acc: 40.82, label: ApplyLipstick, predict: ShavingBeard
id: 0050, acc: 40.00, label: ApplyLipstick, predict: CliffDiving
id: 0051, acc: 39.22, label: ApplyLipstick, predict: CliffDiving
id: 0052, acc: 38.46, label: ApplyLipstick, predict: CliffDiving
id: 0053, acc: 37.74, label: ApplyLipstick, predict: CliffDiving
id: 0054, acc: 37.04, label: ApplyLipstick, predict: PullUps
id: 0055, acc: 36.36, label: ApplyLipstick, predict: PullUps
id: 0056, acc: 35.71, label: ApplyLipstick, predict: PullUps
id: 0057, acc: 35.09, label: ApplyLipstick, predict: PullUps
id: 0058, acc: 34.48, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0059, acc: 33.90, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0060, acc: 33.33, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0061, acc: 34.43, label: ApplyLipstick, predict: ApplyLipstick
id: 0062, acc: 33.87, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0063, acc: 33.33, label: ApplyLipstick, predict: Haircut
id: 0064, acc: 32.81, label: ApplyLipstick, predict: Haircut
id: 0065, acc: 32.31, label: ApplyLipstick, predict: Haircut
id: 0066, acc: 31.82, label: ApplyLipstick, predict: Haircut
id: 0067, acc: 31.34, label: ApplyLipstick, predict: Haircut
id: 0068, acc: 30.88, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0069, acc: 30.43, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0070, acc: 30.00, label: ApplyLipstick, predict: ApplyEyeMakeup
id: 0071, acc: 29.58, label: ApplyLipstick, predict: ShavingBeard
id: 0072, acc: 29.17, label: ApplyLipstick, predict: BoxingPunchingBag
id: 0073, acc: 28.77, label: ApplyLipstick, predict: BlowingCandles
id: 0074, acc: 28.38, label: ApplyLipstick, predict: BlowingCandles
id: 0075, acc: 28.00, label: ApplyLipstick, predict: CliffDiving
id: 0076, acc: 27.63, label: ApplyLipstick, predict: BlowingCandles
id: 0077, acc: 27.27, label: Archery, predict: RockClimbingIndoor
id: 0078, acc: 26.92, label: Archery, predict: ThrowDiscus
id: 0079, acc: 26.58, label: Archery, predict: ThrowDiscus
id: 0080, acc: 26.25, label: Archery, predict: ThrowDiscus
id: 0081, acc: 25.93, label: Archery, predict: FrontCrawl
id: 0082, acc: 25.61, label: Archery, predict: YoYo
id: 0083, acc: 25.30, label: Archery, predict: RockClimbingIndoor
id: 0084, acc: 26.19, label: Archery, predict: Archery
id: 0085, acc: 27.06, label: Archery, predict: Archery
id: 0086, acc: 27.91, label: Archery, predict: Archery
id: 0087, acc: 28.74, label: Archery, predict: Archery
id: 0088, acc: 29.55, label: Archery, predict: Archery
id: 0089, acc: 30.34, label: Archery, predict: Archery
id: 0090, acc: 31.11, label: Archery, predict: Archery
id: 0091, acc: 30.77, label: Archery, predict: GolfSwing
id: 0092, acc: 31.52, label: Archery, predict: Archery
id: 0093, acc: 31.18, label: Archery, predict: RockClimbingIndoor
id: 0094, acc: 30.85, label: Archery, predict: RockClimbingIndoor
id: 0095, acc: 30.53, label: Archery, predict: RockClimbingIndoor
id: 0096, acc: 31.25, label: Archery, predict: Archery
id: 0097, acc: 30.93, label: Archery, predict: YoYo
id: 0098, acc: 30.61, label: Archery, predict: YoYo
id: 0099, acc: 30.30, label: Archery, predict: PlayingViolin
id: 0100, acc: 30.00, label: Archery, predict: PlayingViolin
id: 0101, acc: 30.69, label: Archery, predict: Archery
id: 0102, acc: 30.39, label: Archery, predict: WritingOnBoard
id: 0103, acc: 30.10, label: Archery, predict: WritingOnBoard
id: 0104, acc: 29.81, label: Archery, predict: HandstandWalking
id: 0105, acc: 29.52, label: Archery, predict: HandstandWalking
id: 0106, acc: 29.25, label: Archery, predict: Drumming
id: 0107, acc: 28.97, label: Archery, predict: Haircut
id: 0108, acc: 28.70, label: Archery, predict: Drumming
id: 0109, acc: 28.44, label: Archery, predict: Haircut
id: 0110, acc: 28.18, label: Archery, predict: Haircut
id: 0111, acc: 27.93, label: Archery, predict: Drumming
id: 0112, acc: 27.68, label: Archery, predict: PlayingViolin
id: 0113, acc: 28.32, label: Archery, predict: Archery
id: 0114, acc: 28.07, label: Archery, predict: RopeClimbing
id: 0115, acc: 27.83, label: Archery, predict: RockClimbingIndoor
id: 0116, acc: 27.59, label: Archery, predict: RopeClimbing
id: 0117, acc: 27.35, label: Archery, predict: RockClimbingIndoor
id: 0118, acc: 27.12, label: BabyCrawling, predict: RockClimbingIndoor
id: 0119, acc: 26.89, label: BabyCrawling, predict: RockClimbingIndoor
id: 0120, acc: 26.67, label: BabyCrawling, predict: Rafting
id: 0121, acc: 27.27, label: BabyCrawling, predict: BabyCrawling
id: 0122, acc: 27.87, label: BabyCrawling, predict: BabyCrawling
id: 0123, acc: 28.46, label: BabyCrawling, predict: BabyCrawling
id: 0124, acc: 29.03, label: BabyCrawling, predict: BabyCrawling
id: 0125, acc: 28.80, label: BabyCrawling, predict: RockClimbingIndoor
id: 0126, acc: 29.37, label: BabyCrawling, predict: BabyCrawling
id: 0127, acc: 29.13, label: BabyCrawling, predict: RockClimbingIndoor
id: 0128, acc: 29.69, label: BabyCrawling, predict: BabyCrawling
id: 0129, acc: 29.46, label: BabyCrawling, predict: Rafting
id: 0130, acc: 29.23, label: BabyCrawling, predict: Rafting
id: 0131, acc: 29.01, label: BabyCrawling, predict: Rafting
id: 0132, acc: 29.55, label: BabyCrawling, predict: BabyCrawling
id: 0133, acc: 30.08, label: BabyCrawling, predict: BabyCrawling
id: 0134, acc: 30.60, label: BabyCrawling, predict: BabyCrawling
id: 0135, acc: 31.11, label: BabyCrawling, predict: BabyCrawling
id: 0136, acc: 30.88, label: BabyCrawling, predict: SumoWrestling
id: 0137, acc: 31.39, label: BabyCrawling, predict: BabyCrawling
id: 0138, acc: 31.16, label: BabyCrawling, predict: SumoWrestling
id: 0139, acc: 31.65, label: BabyCrawling, predict: BabyCrawling
id: 0140, acc: 32.14, label: BabyCrawling, predict: BabyCrawling
id: 0141, acc: 31.91, label: BabyCrawling, predict: HandstandPushups
id: 0142, acc: 31.69, label: BabyCrawling, predict: HandstandWalking
id: 0143, acc: 31.47, label: BabyCrawling, predict: PullUps
id: 0144, acc: 31.25, label: BabyCrawling, predict: BlowingCandles
id: 0145, acc: 31.03, label: BabyCrawling, predict: BlowingCandles
id: 0146, acc: 30.82, label: BabyCrawling, predict: RockClimbingIndoor
id: 0147, acc: 30.61, label: BabyCrawling, predict: Rafting
id: 0148, acc: 30.41, label: BabyCrawling, predict: Rafting
id: 0149, acc: 30.20, label: BabyCrawling, predict: RockClimbingIndoor
id: 0150, acc: 30.00, label: BabyCrawling, predict: Rafting
id: 0151, acc: 29.80, label: BabyCrawling, predict: Rafting
id: 0152, acc: 29.61, label: BabyCrawling, predict: Rafting
id: 0153, acc: 29.41, label: BalanceBeam, predict: BodyWeightSquats
id: 0154, acc: 29.22, label: BalanceBeam, predict: Shotput
id: 0155, acc: 29.03, label: BalanceBeam, predict: Drumming
id: 0156, acc: 28.85, label: BalanceBeam, predict: HammerThrow
id: 0157, acc: 29.30, label: BalanceBeam, predict: BalanceBeam
id: 0158, acc: 29.11, label: BalanceBeam, predict: UnevenBars
id: 0159, acc: 29.56, label: BalanceBeam, predict: BalanceBeam
id: 0160, acc: 30.00, label: BalanceBeam, predict: BalanceBeam
id: 0161, acc: 30.43, label: BalanceBeam, predict: BalanceBeam
id: 0162, acc: 30.86, label: BalanceBeam, predict: BalanceBeam
id: 0163, acc: 31.29, label: BalanceBeam, predict: BalanceBeam
id: 0164, acc: 31.71, label: BalanceBeam, predict: BalanceBeam
id: 0165, acc: 32.12, label: BalanceBeam, predict: BalanceBeam
id: 0166, acc: 31.93, label: BalanceBeam, predict: BasketballDunk
id: 0167, acc: 32.34, label: BalanceBeam, predict: BalanceBeam
id: 0168, acc: 32.14, label: BalanceBeam, predict: Rafting
id: 0169, acc: 31.95, label: BalanceBeam, predict: UnevenBars
id: 0170, acc: 31.76, label: BalanceBeam, predict: PommelHorse
id: 0171, acc: 31.58, label: BalanceBeam, predict: Shotput
id: 0172, acc: 31.98, label: BalanceBeam, predict: BalanceBeam
id: 0173, acc: 32.37, label: BalanceBeam, predict: BalanceBeam
id: 0174, acc: 32.76, label: BalanceBeam, predict: BalanceBeam
id: 0175, acc: 33.14, label: BalanceBeam, predict: BalanceBeam
id: 0176, acc: 32.95, label: BalanceBeam, predict: LongJump
id: 0177, acc: 32.77, label: BalanceBeam, predict: Shotput
id: 0178, acc: 33.15, label: BalanceBeam, predict: BalanceBeam
id: 0179, acc: 33.52, label: BalanceBeam, predict: BalanceBeam
id: 0180, acc: 33.33, label: BalanceBeam, predict: UnevenBars
id: 0181, acc: 33.15, label: BalanceBeam, predict: Fencing
id: 0182, acc: 32.97, label: BalanceBeam, predict: UnevenBars
id: 0183, acc: 32.79, label: BalanceBeam, predict: UnevenBars
id: 0184, acc: 33.15, label: BandMarching, predict: BandMarching
id: 0185, acc: 33.51, label: BandMarching, predict: BandMarching
id: 0186, acc: 33.87, label: BandMarching, predict: BandMarching
id: 0187, acc: 34.22, label: BandMarching, predict: BandMarching
id: 0188, acc: 34.57, label: BandMarching, predict: BandMarching
id: 0189, acc: 34.92, label: BandMarching, predict: BandMarching
id: 0190, acc: 35.26, label: BandMarching, predict: BandMarching
id: 0191, acc: 35.60, label: BandMarching, predict: BandMarching
id: 0192, acc: 35.94, label: BandMarching, predict: BandMarching
id: 0193, acc: 36.27, label: BandMarching, predict: BandMarching
id: 0194, acc: 36.60, label: BandMarching, predict: BandMarching
id: 0195, acc: 36.92, label: BandMarching, predict: BandMarching
id: 0196, acc: 36.73, label: BandMarching, predict: Biking
id: 0197, acc: 36.55, label: BandMarching, predict: Biking
id: 0198, acc: 36.87, label: BandMarching, predict: BandMarching
id: 0199, acc: 37.19, label: BandMarching, predict: BandMarching
id: 0200, acc: 37.50, label: BandMarching, predict: BandMarching
id: 0201, acc: 37.81, label: BandMarching, predict: BandMarching
id: 0202, acc: 38.12, label: BandMarching, predict: BandMarching
id: 0203, acc: 38.42, label: BandMarching, predict: BandMarching
id: 0204, acc: 38.73, label: BandMarching, predict: BandMarching
id: 0205, acc: 38.54, label: BandMarching, predict: HandstandWalking
id: 0206, acc: 38.83, label: BandMarching, predict: BandMarching
id: 0207, acc: 39.13, label: BandMarching, predict: BandMarching
id: 0208, acc: 39.42, label: BandMarching, predict: BandMarching
id: 0209, acc: 39.23, label: BandMarching, predict: Drumming
id: 0210, acc: 39.52, label: BandMarching, predict: BandMarching
id: 0211, acc: 39.81, label: BandMarching, predict: BandMarching
id: 0212, acc: 40.09, label: BandMarching, predict: BandMarching
id: 0213, acc: 40.38, label: BandMarching, predict: BandMarching
id: 0214, acc: 40.65, label: BandMarching, predict: BandMarching
id: 0215, acc: 40.93, label: BandMarching, predict: BandMarching
id: 0216, acc: 41.20, label: BandMarching, predict: BandMarching
id: 0217, acc: 41.47, label: BandMarching, predict: BandMarching
id: 0218, acc: 41.74, label: BandMarching, predict: BandMarching
id: 0219, acc: 42.01, label: BandMarching, predict: BandMarching
id: 0220, acc: 41.82, label: BandMarching, predict: Drumming
id: 0221, acc: 42.08, label: BandMarching, predict: BandMarching
id: 0222, acc: 42.34, label: BandMarching, predict: BandMarching
id: 0223, acc: 42.60, label: BandMarching, predict: BandMarching
id: 0224, acc: 42.86, label: BandMarching, predict: BandMarching
id: 0225, acc: 43.11, label: BandMarching, predict: BandMarching
id: 0226, acc: 43.36, label: BandMarching, predict: BandMarching
id: 0227, acc: 43.17, label: BaseballPitch, predict: GolfSwing
id: 0228, acc: 42.98, label: BaseballPitch, predict: GolfSwing
id: 0229, acc: 42.79, label: BaseballPitch, predict: Basketball
id: 0230, acc: 42.61, label: BaseballPitch, predict: Archery
id: 0231, acc: 42.42, label: BaseballPitch, predict: Basketball
id: 0232, acc: 42.24, label: BaseballPitch, predict: Basketball
id: 0233, acc: 42.49, label: BaseballPitch, predict: BaseballPitch
id: 0234, acc: 42.31, label: BaseballPitch, predict: LongJump
id: 0235, acc: 42.13, label: BaseballPitch, predict: LongJump
id: 0236, acc: 41.95, label: BaseballPitch, predict: LongJump
id: 0237, acc: 41.77, label: BaseballPitch, predict: JavelinThrow
id: 0238, acc: 41.60, label: BaseballPitch, predict: Nunchucks
id: 0239, acc: 41.42, label: BaseballPitch, predict: CliffDiving
id: 0240, acc: 41.25, label: BaseballPitch, predict: GolfSwing
id: 0241, acc: 41.08, label: BaseballPitch, predict: GolfSwing
id: 0242, acc: 41.32, label: BaseballPitch, predict: BaseballPitch
id: 0243, acc: 41.56, label: BaseballPitch, predict: BaseballPitch
id: 0244, acc: 41.39, label: BaseballPitch, predict: RockClimbingIndoor
id: 0245, acc: 41.22, label: BaseballPitch, predict: CliffDiving
id: 0246, acc: 41.06, label: BaseballPitch, predict: CliffDiving
id: 0247, acc: 40.89, label: BaseballPitch, predict: CliffDiving
id: 0248, acc: 40.73, label: BaseballPitch, predict: CliffDiving
id: 0249, acc: 40.96, label: BaseballPitch, predict: BaseballPitch
id: 0250, acc: 41.20, label: BaseballPitch, predict: BaseballPitch
id: 0251, acc: 41.43, label: BaseballPitch, predict: BaseballPitch
id: 0252, acc: 41.67, label: BaseballPitch, predict: BaseballPitch
id: 0253, acc: 41.90, label: BaseballPitch, predict: BaseballPitch
id: 0254, acc: 42.13, label: BaseballPitch, predict: BaseballPitch
id: 0255, acc: 42.35, label: BaseballPitch, predict: BaseballPitch
id: 0256, acc: 42.58, label: BaseballPitch, predict: BaseballPitch
id: 0257, acc: 42.80, label: BaseballPitch, predict: BaseballPitch
id: 0258, acc: 43.02, label: BaseballPitch, predict: BaseballPitch
id: 0259, acc: 43.24, label: BaseballPitch, predict: BaseballPitch
id: 0260, acc: 43.46, label: BaseballPitch, predict: BaseballPitch
id: 0261, acc: 43.68, label: BaseballPitch, predict: BaseballPitch
id: 0262, acc: 43.89, label: BaseballPitch, predict: BaseballPitch
id: 0263, acc: 44.11, label: BaseballPitch, predict: BaseballPitch
id: 0264, acc: 44.32, label: BaseballPitch, predict: BaseballPitch
id: 0265, acc: 44.53, label: BaseballPitch, predict: BaseballPitch
id: 0266, acc: 44.74, label: BaseballPitch, predict: BaseballPitch
id: 0267, acc: 44.94, label: BaseballPitch, predict: BaseballPitch
id: 0268, acc: 45.15, label: BaseballPitch, predict: BaseballPitch
id: 0269, acc: 45.35, label: BaseballPitch, predict: BaseballPitch
id: 0270, acc: 45.19, label: Basketball, predict: TennisSwing
id: 0271, acc: 45.02, label: Basketball, predict: TennisSwing
id: 0272, acc: 44.85, label: Basketball, predict: TennisSwing
id: 0273, acc: 44.69, label: Basketball, predict: TennisSwing
id: 0274, acc: 44.53, label: Basketball, predict: TennisSwing
id: 0275, acc: 44.36, label: Basketball, predict: TennisSwing
id: 0276, acc: 44.20, label: Basketball, predict: CricketBowling
id: 0277, acc: 44.04, label: Basketball, predict: VolleyballSpiking
id: 0278, acc: 43.88, label: Basketball, predict: VolleyballSpiking
id: 0279, acc: 43.73, label: Basketball, predict: TaiChi
id: 0280, acc: 43.57, label: Basketball, predict: VolleyballSpiking
id: 0281, acc: 43.42, label: Basketball, predict: VolleyballSpiking
id: 0282, acc: 43.26, label: Basketball, predict: VolleyballSpiking
id: 0283, acc: 43.46, label: Basketball, predict: Basketball
id: 0284, acc: 43.31, label: Basketball, predict: TennisSwing
id: 0285, acc: 43.16, label: Basketball, predict: TennisSwing
id: 0286, acc: 43.01, label: Basketball, predict: TennisSwing
id: 0287, acc: 42.86, label: Basketball, predict: TennisSwing
id: 0288, acc: 43.06, label: Basketball, predict: Basketball
id: 0289, acc: 42.91, label: Basketball, predict: HandstandWalking
id: 0290, acc: 42.76, label: Basketball, predict: HandstandWalking
id: 0291, acc: 42.61, label: Basketball, predict: HandstandWalking
id: 0292, acc: 42.47, label: Basketball, predict: HandstandWalking
id: 0293, acc: 42.32, label: Basketball, predict: HandstandWalking
id: 0294, acc: 42.18, label: Basketball, predict: RockClimbingIndoor
id: 0295, acc: 42.03, label: Basketball, predict: CricketBowling
id: 0296, acc: 41.89, label: Basketball, predict: Biking
id: 0297, acc: 41.75, label: Basketball, predict: WritingOnBoard
id: 0298, acc: 41.61, label: Basketball, predict: WritingOnBoard
id: 0299, acc: 41.47, label: Basketball, predict: HandstandWalking
id: 0300, acc: 41.33, label: Basketball, predict: HandstandWalking
id: 0301, acc: 41.53, label: Basketball, predict: Basketball
id: 0302, acc: 41.39, label: Basketball, predict: HulaHoop
id: 0303, acc: 41.58, label: Basketball, predict: Basketball
id: 0304, acc: 41.45, label: Basketball, predict: Swing
id: 0305, acc: 41.64, label: BasketballDunk, predict: BasketballDunk
id: 0306, acc: 41.83, label: BasketballDunk, predict: BasketballDunk
id: 0307, acc: 42.02, label: BasketballDunk, predict: BasketballDunk
id: 0308, acc: 42.21, label: BasketballDunk, predict: BasketballDunk
id: 0309, acc: 42.39, label: BasketballDunk, predict: BasketballDunk
id: 0310, acc: 42.58, label: BasketballDunk, predict: BasketballDunk
id: 0311, acc: 42.77, label: BasketballDunk, predict: BasketballDunk
id: 0312, acc: 42.95, label: BasketballDunk, predict: BasketballDunk
id: 0313, acc: 43.13, label: BasketballDunk, predict: BasketballDunk
id: 0314, acc: 43.31, label: BasketballDunk, predict: BasketballDunk
id: 0315, acc: 43.49, label: BasketballDunk, predict: BasketballDunk
id: 0316, acc: 43.67, label: BasketballDunk, predict: BasketballDunk
id: 0317, acc: 43.85, label: BasketballDunk, predict: BasketballDunk
id: 0318, acc: 44.03, label: BasketballDunk, predict: BasketballDunk
id: 0319, acc: 44.20, label: BasketballDunk, predict: BasketballDunk
id: 0320, acc: 44.38, label: BasketballDunk, predict: BasketballDunk
id: 0321, acc: 44.55, label: BasketballDunk, predict: BasketballDunk
id: 0322, acc: 44.72, label: BasketballDunk, predict: BasketballDunk
id: 0323, acc: 44.89, label: BasketballDunk, predict: BasketballDunk
id: 0324, acc: 45.06, label: BasketballDunk, predict: BasketballDunk
id: 0325, acc: 45.23, label: BasketballDunk, predict: BasketballDunk
id: 0326, acc: 45.40, label: BasketballDunk, predict: BasketballDunk
id: 0327, acc: 45.57, label: BasketballDunk, predict: BasketballDunk
id: 0328, acc: 45.73, label: BasketballDunk, predict: BasketballDunk
id: 0329, acc: 45.90, label: BasketballDunk, predict: BasketballDunk
id: 0330, acc: 46.06, label: BasketballDunk, predict: BasketballDunk
id: 0331, acc: 46.22, label: BasketballDunk, predict: BasketballDunk
id: 0332, acc: 46.39, label: BasketballDunk, predict: BasketballDunk
id: 0333, acc: 46.55, label: BasketballDunk, predict: BasketballDunk
id: 0334, acc: 46.71, label: BasketballDunk, predict: BasketballDunk
id: 0335, acc: 46.87, label: BasketballDunk, predict: BasketballDunk
id: 0336, acc: 47.02, label: BasketballDunk, predict: BasketballDunk
id: 0337, acc: 47.18, label: BasketballDunk, predict: BasketballDunk
id: 0338, acc: 47.34, label: BasketballDunk, predict: BasketballDunk
id: 0339, acc: 47.49, label: BasketballDunk, predict: BasketballDunk
id: 0340, acc: 47.65, label: BasketballDunk, predict: BasketballDunk
id: 0341, acc: 47.80, label: BasketballDunk, predict: BasketballDunk
id: 0342, acc: 47.95, label: BenchPress, predict: BenchPress
id: 0343, acc: 47.81, label: BenchPress, predict: HandstandWalking
id: 0344, acc: 47.67, label: BenchPress, predict: HandstandWalking
id: 0345, acc: 47.54, label: BenchPress, predict: HandstandWalking
id: 0346, acc: 47.40, label: BenchPress, predict: HandstandWalking
id: 0347, acc: 47.26, label: BenchPress, predict: HandstandWalking
id: 0348, acc: 47.41, label: BenchPress, predict: BenchPress
id: 0349, acc: 47.28, label: BenchPress, predict: Knitting
id: 0350, acc: 47.43, label: BenchPress, predict: BenchPress
id: 0351, acc: 47.58, label: BenchPress, predict: BenchPress
id: 0352, acc: 47.73, label: BenchPress, predict: BenchPress
id: 0353, acc: 47.88, label: BenchPress, predict: BenchPress
id: 0354, acc: 48.02, label: BenchPress, predict: BenchPress
id: 0355, acc: 48.17, label: BenchPress, predict: BenchPress
id: 0356, acc: 48.31, label: BenchPress, predict: BenchPress
id: 0357, acc: 48.46, label: BenchPress, predict: BenchPress
id: 0358, acc: 48.60, label: BenchPress, predict: BenchPress
id: 0359, acc: 48.75, label: BenchPress, predict: BenchPress
id: 0360, acc: 48.89, label: BenchPress, predict: BenchPress
id: 0361, acc: 49.03, label: BenchPress, predict: BenchPress
id: 0362, acc: 49.17, label: BenchPress, predict: BenchPress
id: 0363, acc: 49.31, label: BenchPress, predict: BenchPress
id: 0364, acc: 49.18, label: BenchPress, predict: PlayingDhol
id: 0365, acc: 49.04, label: BenchPress, predict: PlayingDhol
id: 0366, acc: 48.91, label: BenchPress, predict: PlayingDhol
id: 0367, acc: 48.77, label: BenchPress, predict: PlayingDhol
id: 0368, acc: 48.91, label: BenchPress, predict: BenchPress
id: 0369, acc: 49.05, label: BenchPress, predict: BenchPress
id: 0370, acc: 48.92, label: BenchPress, predict: Drumming
id: 0371, acc: 49.06, label: BenchPress, predict: BenchPress
id: 0372, acc: 49.19, label: BenchPress, predict: BenchPress
id: 0373, acc: 49.33, label: BenchPress, predict: BenchPress
id: 0374, acc: 49.47, label: BenchPress, predict: BenchPress
id: 0375, acc: 49.60, label: BenchPress, predict: BenchPress
id: 0376, acc: 49.47, label: BenchPress, predict: Shotput
id: 0377, acc: 49.34, label: BenchPress, predict: Shotput
id: 0378, acc: 49.21, label: BenchPress, predict: Shotput
id: 0379, acc: 49.08, label: BenchPress, predict: Drumming
id: 0380, acc: 48.95, label: BenchPress, predict: PlayingCello
id: 0381, acc: 48.82, label: BenchPress, predict: PlayingCello
id: 0382, acc: 48.69, label: BenchPress, predict: PlayingCello
id: 0383, acc: 48.83, label: BenchPress, predict: BenchPress
id: 0384, acc: 48.96, label: BenchPress, predict: BenchPress
id: 0385, acc: 49.09, label: BenchPress, predict: BenchPress
id: 0386, acc: 49.22, label: BenchPress, predict: BenchPress
id: 0387, acc: 49.35, label: BenchPress, predict: BenchPress
id: 0388, acc: 49.48, label: BenchPress, predict: BenchPress
id: 0389, acc: 49.61, label: BenchPress, predict: BenchPress
id: 0390, acc: 49.74, label: Biking, predict: Biking
id: 0391, acc: 49.87, label: Biking, predict: Biking
id: 0392, acc: 49.74, label: Biking, predict: HighJump
id: 0393, acc: 49.87, label: Biking, predict: Biking
id: 0394, acc: 49.75, label: Biking, predict: Rafting
id: 0395, acc: 49.62, label: Biking, predict: Rafting
id: 0396, acc: 49.49, label: Biking, predict: Rafting
id: 0397, acc: 49.37, label: Biking, predict: Rafting
id: 0398, acc: 49.50, label: Biking, predict: Biking
id: 0399, acc: 49.62, label: Biking, predict: Biking
id: 0400, acc: 49.75, label: Biking, predict: Biking
id: 0401, acc: 49.63, label: Biking, predict: Rafting
id: 0402, acc: 49.50, label: Biking, predict: Rafting
id: 0403, acc: 49.38, label: Biking, predict: Rafting
id: 0404, acc: 49.26, label: Biking, predict: Rafting
id: 0405, acc: 49.38, label: Biking, predict: Biking
id: 0406, acc: 49.51, label: Biking, predict: Biking
id: 0407, acc: 49.63, label: Biking, predict: Biking
id: 0408, acc: 49.75, label: Biking, predict: Biking
id: 0409, acc: 49.88, label: Biking, predict: Biking
id: 0410, acc: 49.76, label: Biking, predict: Kayaking
id: 0411, acc: 49.88, label: Biking, predict: Biking
id: 0412, acc: 50.00, label: Biking, predict: Biking
id: 0413, acc: 50.12, label: Biking, predict: Biking
id: 0414, acc: 50.24, label: Biking, predict: Biking
id: 0415, acc: 50.36, label: Biking, predict: Biking
id: 0416, acc: 50.48, label: Biking, predict: Biking
id: 0417, acc: 50.60, label: Biking, predict: Biking
id: 0418, acc: 50.72, label: Biking, predict: Biking
id: 0419, acc: 50.84, label: Biking, predict: Biking
id: 0420, acc: 50.71, label: Biking, predict: CliffDiving
